u1,u2,n_groups,n_venues,weight_idf
1083,3542,1,1,0.389871
1083,5036,1,1,0.389871
856,4482,1,1,0.389871
1120,4062,1,1,0.389871
2674,6090,1,1,0.389871
1671,4390,1,1,0.389871
1312,5598,1,1,0.389871
4281,6693,1,1,0.389871
1285,4845,1,1,0.389871
452,3945,1,1,0.389871
4179,4545,1,1,0.389871
1641,5103,1,1,0.389871
4,204,1,1,0.389871
465,5801,1,1,0.389871
2429,5827,1,1,0.389871
5801,6523,1,1,0.389871
824,6523,1,1,0.389871
824,5801,1,1,0.389871
577,6523,1,1,0.389871
577,5801,1,1,0.389871
577,824,1,1,0.389871
465,6523,1,1,0.389871
465,824,1,1,0.389871
1259,4188,1,1,0.389871
465,577,1,1,0.389871
1652,6680,1,1,0.389871
1202,6680,1,1,0.389871
1202,1652,1,1,0.389871
498,5165,1,1,0.389871
6509,6647,1,1,0.389871
3249,6647,1,1,0.389871
3249,6509,1,1,0.389871
1199,5827,1,1,0.389871
1199,2429,1,1,0.389871
5241,6482,1,1,0.389871
494,6784,1,1,0.389871
187,1128,1,1,0.389871
380,3654,1,1,0.389871
4016,4713,1,1,0.389871
2606,6267,1,1,0.389871
1465,2367,1,1,0.389871
53,195,1,1,0.389871
53,776,1,1,0.389871
53,5639,1,1,0.389871
195,776,1,1,0.389871
195,1598,1,1,0.389871
195,5639,1,1,0.389871
776,5639,1,1,0.389871
1598,5639,1,1,0.389871
1263,1651,1,1,0.389871
1211,4765,1,1,0.389871
653,2120,1,1,0.389871
475,4956,1,1,0.389871
381,1759,1,1,0.389871
226,5641,1,1,0.389871
2893,6714,1,1,0.389871
1226,4713,1,1,0.389871
1059,6099,1,1,0.389871
824,2546,1,1,0.389871
2503,3146,1,1,0.389871
356,2779,1,1,0.389871
1553,1847,1,1,0.389871
1895,2579,1,1,0.389871
1812,2441,1,1,0.389871
701,2441,2,1,0.389423
3616,4955,2,1,0.389423
5807,6506,2,2,0.384053
3903,5026,2,1,0.383116
2679,5326,1,1,0.378923
3774,4563,1,1,0.378923
3204,3998,1,1,0.378923
3892,4009,1,1,0.378923
168,5258,1,1,0.378923
168,3806,1,1,0.378923
673,3204,1,1,0.378923
1459,2679,1,1,0.378923
936,3802,1,1,0.378923
464,1059,1,1,0.378923
1641,1738,1,1,0.378923
225,5225,1,1,0.378923
1459,4121,1,1,0.378923
4467,5536,1,1,0.378923
276,4512,1,1,0.378923
4442,4748,1,1,0.378923
2615,6865,1,1,0.378923
73,5228,1,1,0.378923
2961,3553,1,1,0.378923
2320,5522,1,1,0.378923
830,4552,1,1,0.378923
161,2156,1,1,0.378923
97,618,1,1,0.378923
2009,5967,1,1,0.378923
3718,3924,1,1,0.378923
1007,2189,1,1,0.378923
553,5237,1,1,0.378923
3214,3859,1,1,0.378923
140,5225,1,1,0.378923
184,5774,1,1,0.378923
168,697,1,1,0.378923
697,3806,1,1,0.378923
3806,5258,1,1,0.378923
2719,5171,1,1,0.378923
998,5258,1,1,0.378923
1826,2340,1,1,0.378923
325,4125,1,1,0.378923
3465,5166,1,1,0.378923
1747,3531,1,1,0.378923
998,3806,1,1,0.378923
697,5258,1,1,0.378923
112,720,1,1,0.378923
354,3221,1,1,0.378923
720,2701,1,1,0.378923
1692,3797,1,1,0.378923
1604,5573,1,1,0.378923
2371,6387,1,1,0.378923
697,998,1,1,0.378923
854,3163,2,2,0.373956
498,3212,1,1,0.369269
1895,5752,1,1,0.369269
1192,1501,1,1,0.369269
1482,3623,1,1,0.369269
2594,5940,1,1,0.369269
4498,5717,1,1,0.369269
689,1192,1,1,0.369269
689,1501,1,1,0.369269
4029,6591,1,1,0.369269
689,1968,1,1,0.369269
689,4413,1,1,0.369269
1519,6693,1,1,0.369269
1501,1968,1,1,0.369269
1192,1968,1,1,0.369269
1192,4413,1,1,0.369269
1026,4151,1,1,0.369269
302,5441,1,1,0.369269
2665,6714,1,1,0.369269
832,1019,1,1,0.369269
1227,6317,1,1,0.369269
822,4166,1,1,0.369269
4181,4318,1,1,0.369269
2367,2771,1,1,0.369269
442,2367,1,1,0.369269
4040,4934,1,1,0.369269
1465,5940,1,1,0.369269
439,1873,1,1,0.369269
3571,3623,1,1,0.369269
4148,6636,1,1,0.369269
329,2165,1,1,0.369269
4151,4347,1,1,0.369269
4445,6251,1,1,0.369269
3111,6251,1,1,0.369269
3111,4445,1,1,0.369269
1501,4413,1,1,0.369269
93,914,1,1,0.369269
1895,5036,1,1,0.369269
2999,4800,1,1,0.369269
4912,5817,1,1,0.369269
1377,5699,1,1,0.369269
1923,3316,1,1,0.369269
2189,6551,1,1,0.369269
2168,6551,1,1,0.369269
6099,6819,1,1,0.369269
3437,4980,1,1,0.369269
91,4043,1,1,0.369269
1756,6888,1,1,0.369269
285,965,1,1,0.369269
285,1307,1,1,0.369269
285,1625,1,1,0.369269
965,1307,1,1,0.369269
965,1625,1,1,0.369269
1307,1625,1,1,0.369269
5638,6100,1,1,0.369269
1014,2827,1,1,0.369269
3721,4912,1,1,0.369269
2637,3799,1,1,0.369269
3721,5817,1,1,0.369269
2211,4258,1,1,0.360674
2456,3509,1,1,0.360674
1821,2456,1,1,0.360674
494,4512,1,1,0.360674
1968,6334,1,1,0.360674
4413,6334,1,1,0.360674
1641,2808,1,1,0.360674
2808,5068,1,1,0.360674
3134,5151,1,1,0.360674
1641,3397,1,1,0.360674
530,4166,1,1,0.360674
2581,4531,1,1,0.360674
181,3027,1,1,0.360674
1335,3737,1,1,0.360674
89,1335,1,1,0.360674
2581,3919,1,1,0.360674
889,4531,1,1,0.360674
112,3069,1,1,0.360674
1641,4512,1,1,0.360674
2456,5442,1,1,0.360674
977,3453,1,1,0.360674
623,6099,1,1,0.360674
381,5929,1,1,0.360674
5003,5317,1,1,0.360674
2924,6083,1,1,0.360674
1643,5003,1,1,0.360674
66,4354,1,1,0.360674
1280,5362,1,1,0.360674
317,1947,1,1,0.360674
494,1641,1,1,0.360674
123,1828,1,1,0.360674
1202,2720,1,1,0.360674
1372,2465,1,1,0.360674
1202,1742,1,1,0.360674
1096,6001,1,1,0.360674
494,2808,1,1,0.360674
1825,3019,1,1,0.360674
2389,2581,1,1,0.360674
1537,5046,1,1,0.360674
494,3397,1,1,0.360674
912,2924,1,1,0.360674
992,2465,1,1,0.360674
561,2022,1,1,0.360674
2808,3397,1,1,0.360674
161,2581,1,1,0.360674
3509,4662,1,1,0.360674
4662,5442,1,1,0.360674
2312,3851,1,1,0.360674
799,2704,1,1,0.360674
1643,2486,1,1,0.360674
3851,6551,1,1,0.360674
230,982,1,1,0.360674
48,3570,1,1,0.360674
1206,3935,1,1,0.360674
782,1007,1,1,0.360674
195,1365,1,1,0.360674
998,5757,1,1,0.360674
195,5103,1,1,0.360674
1365,5103,1,1,0.360674
161,889,1,1,0.360674
2109,4662,1,1,0.360674
141,5774,1,1,0.360674
161,4531,1,1,0.360674
2808,4512,1,1,0.360674
3397,4512,1,1,0.360674
4073,6458,1,1,0.360674
2335,3044,1,1,0.360674
475,1877,1,1,0.360674
534,1211,1,1,0.360674
1695,6267,2,1,0.360674
1721,3515,1,1,0.360674
889,2581,1,1,0.360674
1276,2504,2,1,0.353172
1130,2165,2,1,0.353172
2165,3960,2,1,0.353172
2347,5531,2,1,0.353172
796,6409,1,1,0.352956
4467,6099,1,1,0.352956
4308,5892,1,1,0.352956
313,5225,1,1,0.352956
1311,3671,1,1,0.352956
5212,6805,1,1,0.352956
4029,4467,1,1,0.352956
300,786,1,1,0.352956
4839,4971,1,1,0.352956
1911,6693,1,1,0.352956
1426,2849,1,1,0.352956
33,827,1,1,0.352956
2111,4738,1,1,0.352956
3460,3766,1,1,0.352956
814,2679,1,1,0.352956
3,1128,1,1,0.352956
562,3685,1,1,0.352956
1878,3766,1,1,0.352956
442,2185,1,1,0.352956
1878,3460,1,1,0.352956
786,6224,1,1,0.352956
1097,3453,1,1,0.352956
1286,5463,1,1,0.352956
200,6439,1,1,0.352956
239,2668,1,1,0.352956
1186,2983,1,1,0.352956
243,2185,1,1,0.352956
117,1469,1,1,0.352956
2973,6397,1,1,0.352956
1426,4631,1,1,0.352956
1096,5765,1,1,0.352956
4976,5765,1,1,0.352956
883,3770,1,1,0.352956
152,486,1,1,0.352956
137,486,1,1,0.352956
3654,5084,1,1,0.352956
2165,6500,1,1,0.352956
5075,6806,1,1,0.352956
912,1069,1,1,0.352956
708,3515,1,1,0.352956
2815,6574,1,1,0.352956
5385,5463,1,1,0.352956
475,566,1,1,0.352956
475,1892,1,1,0.352956
566,1892,1,1,0.352956
566,4318,1,1,0.352956
1892,4318,1,1,0.352956
1773,1892,1,1,0.352956
1051,3109,1,1,0.352956
3533,4387,1,1,0.352956
1145,1167,1,1,0.352956
925,4368,1,1,0.352956
186,3247,1,1,0.352956
161,6334,1,1,0.352956
2293,4475,1,1,0.352956
2312,4662,1,1,0.352956
2027,5442,1,1,0.352956
475,2926,1,1,0.352956
498,2165,2,1,0.350645
498,3960,2,1,0.350645
2558,2899,2,2,0.346095
814,3272,1,1,0.345976
896,1083,1,1,0.345976
2216,4231,1,1,0.345976
3737,4733,1,1,0.345976
780,3874,1,1,0.345976
1116,2056,1,1,0.345976
1773,4318,1,1,0.345976
2868,4918,1,1,0.345976
1344,1459,1,1,0.345976
311,4955,1,1,0.345976
566,4009,1,1,0.345976
1512,2914,1,1,0.345976
225,467,1,1,0.345976
2690,4025,1,1,0.345976
1821,4186,1,1,0.345976
1621,5714,1,1,0.345976
467,4512,1,1,0.345976
467,5165,1,1,0.345976
4512,5165,1,1,0.345976
4025,6566,1,1,0.345976
2701,4796,1,1,0.345976
883,3806,1,1,0.345976
1682,3945,1,1,0.345976
6130,6731,1,1,0.345976
62,3945,1,1,0.345976
1299,3075,1,1,0.345976
577,965,1,1,0.345976
1299,6266,1,1,0.345976
3644,3945,1,1,0.345976
577,865,1,1,0.345976
1877,4166,1,1,0.345976
3945,4009,1,1,0.345976
3075,3945,1,1,0.345976
1341,1535,1,1,0.345976
1341,1561,1,1,0.345976
1535,1561,1,1,0.345976
899,2664,1,1,0.345976
865,2542,1,1,0.345976
3402,3535,1,1,0.345976
3737,5329,1,1,0.345976
475,6310,1,1,0.345976
3075,3359,1,1,0.345976
159,1858,1,1,0.345976
1858,3945,1,1,0.345976
1543,3931,1,1,0.345976
407,621,1,1,0.345976
896,1892,1,1,0.345976
1910,5405,1,1,0.345976
2957,3228,1,1,0.345976
982,3359,1,1,0.345976
2828,5298,1,1,0.345976
475,896,1,1,0.345976
720,6208,1,1,0.345976
503,6512,1,1,0.345976
2536,4934,1,1,0.345976
404,3900,1,1,0.345976
2383,5003,1,1,0.345976
503,720,1,1,0.345976
503,942,1,1,0.345976
503,2383,1,1,0.345976
503,5003,1,1,0.345976
503,6208,1,1,0.345976
720,2383,1,1,0.345976
720,942,1,1,0.345976
4308,6512,1,1,0.345976
404,5036,1,1,0.345976
3900,5036,1,1,0.345976
1754,2999,1,1,0.345976
1826,3820,1,1,0.345976
299,6597,1,1,0.345976
5003,6208,1,1,0.345976
311,864,1,1,0.345976
2027,6512,1,1,0.345976
2027,4308,1,1,0.345976
529,6806,1,1,0.345976
311,6806,1,1,0.345976
1910,6509,1,1,0.345976
311,529,1,1,0.345976
1365,6310,1,1,0.345976
942,2383,1,1,0.345976
942,6208,1,1,0.345976
4467,6208,1,1,0.345976
942,5003,1,1,0.345976
2383,6208,1,1,0.345976
503,4308,1,1,0.345976
2027,6100,1,1,0.345976
503,2027,1,1,0.345976
140,3744,2,2,0.345914
1344,1533,1,1,0.339623
3544,5660,1,1,0.339623
3544,6597,1,1,0.339623
2859,2886,1,1,0.339623
5660,6597,1,1,0.339623
315,501,1,1,0.339623
4040,5285,1,1,0.339623
1741,3661,1,1,0.339623
1246,5285,1,1,0.339623
301,501,1,1,0.339623
301,315,1,1,0.339623
2696,6597,1,1,0.339623
779,2497,1,1,0.339623
2696,5660,1,1,0.339623
2696,3544,1,1,0.339623
2696,6439,1,1,0.339623
1083,5833,1,1,0.339623
2878,5139,1,1,0.339623
3268,4427,1,1,0.339623
404,1096,1,1,0.339623
2849,5858,1,1,0.339623
1325,6387,1,1,0.339623
580,1816,1,1,0.339623
4971,6072,1,1,0.339623
3362,4019,1,1,0.339623
3721,5606,1,1,0.339623
1821,3924,1,1,0.339623
1202,3697,1,1,0.339623
6224,6690,1,1,0.339623
4478,6224,1,1,0.339623
556,6690,1,1,0.339623
556,6224,1,1,0.339623
556,4478,1,1,0.339623
1198,4631,1,1,0.339623
4717,5831,1,1,0.339623
2576,5757,1,1,0.339623
1527,5217,1,1,0.339623
1917,3971,1,1,0.339623
301,885,1,1,0.339623
2992,6518,1,1,0.339623
3787,5463,1,1,0.339623
1913,6517,1,1,0.339623
818,6517,1,1,0.339623
818,1913,1,1,0.339623
272,6517,1,1,0.339623
272,1913,1,1,0.339623
272,818,1,1,0.339623
2431,6621,1,1,0.339623
2431,3045,1,1,0.339623
1594,4023,1,1,0.339623
1267,6215,1,1,0.339623
4478,6690,1,1,0.339623
2827,4478,1,1,0.339623
2611,4478,1,1,0.339623
1242,6439,1,1,0.339623
2647,5536,1,1,0.339623
1459,5536,1,1,0.339623
1459,2647,1,1,0.339623
5183,6224,1,1,0.339623
2811,3224,1,1,0.339623
441,2324,1,1,0.339623
102,2227,1,1,0.339623
2227,5684,1,1,0.339623
899,1514,1,1,0.339623
2674,4631,1,1,0.339623
1242,2696,1,1,0.339623
2611,2827,1,1,0.339623
1641,4478,1,1,0.339623
1641,2827,1,1,0.339623
1641,2611,1,1,0.339623
2393,4388,1,1,0.339623
1465,4388,1,1,0.339623
1465,2393,1,1,0.339623
3204,3208,1,1,0.339623
1185,6185,2,1,0.338364
3699,6387,2,1,0.338364
320,6093,2,2,0.334821
3935,4995,1,1,0.333808
528,2070,1,1,0.333808
369,5437,1,1,0.333808
4105,6482,1,1,0.333808
2970,3273,1,1,0.333808
3280,3640,1,1,0.333808
1439,5442,1,1,0.333808
3939,4662,1,1,0.333808
311,856,1,1,0.333808
993,5065,1,1,0.333808
1525,5065,1,1,0.333808
4835,5988,1,1,0.333808
4662,6085,1,1,0.333808
3939,6085,1,1,0.333808
5856,6023,1,1,0.333808
1439,3509,1,1,0.333808
2999,6512,1,1,0.333808
2611,4696,1,1,0.333808
141,5863,1,1,0.333808
141,5298,1,1,0.333808
4594,5217,1,1,0.333808
1825,2137,1,1,0.333808
1525,1543,1,1,0.333808
276,1543,1,1,0.333808
276,1525,1,1,0.333808
4023,5003,1,1,0.333808
4023,5442,1,1,0.333808
5003,5442,1,1,0.333808
3280,4839,1,1,0.333808
3640,4839,1,1,0.333808
48,1439,1,1,0.333808
48,3186,1,1,0.333808
48,3509,1,1,0.333808
48,5442,1,1,0.333808
800,1439,1,1,0.333808
800,3186,1,1,0.333808
800,3509,1,1,0.333808
800,5442,1,1,0.333808
1439,3186,1,1,0.333808
993,1525,1,1,0.333808
1299,2185,1,1,0.333808
311,6099,1,1,0.333808
3280,5063,1,1,0.333808
2189,6099,1,1,0.333808
97,527,1,1,0.333808
856,6099,1,1,0.333808
856,2189,1,1,0.333808
3186,5442,1,1,0.333808
3186,3509,1,1,0.333808
311,2189,1,1,0.333808
1608,3081,1,1,0.333808
1325,3280,1,1,0.333808
1325,5063,1,1,0.333808
2168,2687,1,1,0.333808
2168,3280,1,1,0.333808
2687,3280,1,1,0.333808
1325,2168,1,1,0.333808
2687,5063,1,1,0.333808
1608,6415,1,1,0.333808
1608,6811,1,1,0.333808
6052,6294,1,1,0.333808
561,4234,1,1,0.333808
6415,6811,1,1,0.333808
561,6788,1,1,0.333808
4234,6788,1,1,0.333808
3081,6811,1,1,0.333808
6052,6811,1,1,0.333808
172,800,1,1,0.333808
3081,6415,1,1,0.333808
6294,6811,1,1,0.333808
1325,2687,1,1,0.333808
889,3935,1,1,0.328459
889,4025,1,1,0.328459
1211,5068,1,1,0.328459
501,5110,1,1,0.328459
889,2611,1,1,0.328459
889,1796,1,1,0.328459
501,6331,1,1,0.328459
301,5377,1,1,0.328459
3192,3824,1,1,0.328459
799,2347,1,1,0.328459
588,6339,1,1,0.328459
889,6269,1,1,0.328459
5512,6267,1,1,0.328459
27,1350,1,1,0.328459
153,2868,1,1,0.328459
1096,4390,1,1,0.328459
800,1318,1,1,0.328459
889,4553,1,1,0.328459
2701,5579,1,1,0.328459
889,6633,1,1,0.328459
6187,6390,1,1,0.328459
4025,4553,1,1,0.328459
4025,6269,1,1,0.328459
4025,6633,1,1,0.328459
4553,6269,1,1,0.328459
4553,6633,1,1,0.328459
626,5757,1,1,0.328459
1226,2495,1,1,0.328459
1135,3214,1,1,0.328459
1052,2347,1,1,0.328459
4029,5579,1,1,0.328459
6269,6633,1,1,0.328459
673,2015,1,1,0.328459
1389,3364,1,1,0.328459
673,3836,1,1,0.328459
673,5721,1,1,0.328459
2015,3836,1,1,0.328459
2015,5721,1,1,0.328459
3836,5721,1,1,0.328459
3935,6633,1,1,0.328459
69,4025,1,1,0.328459
2081,2344,1,1,0.328459
3935,6269,1,1,0.328459
2701,4029,1,1,0.328459
2795,3818,1,1,0.328459
2618,2621,1,1,0.328459
1796,2611,1,1,0.328459
1796,3935,1,1,0.328459
1796,4025,1,1,0.328459
1796,4553,1,1,0.328459
1796,6269,1,1,0.328459
1130,1598,1,1,0.328459
1796,6633,1,1,0.328459
2611,3935,1,1,0.328459
2611,4025,1,1,0.328459
2611,4553,1,1,0.328459
2611,6269,1,1,0.328459
2611,6633,1,1,0.328459
3935,4025,1,1,0.328459
3935,4553,1,1,0.328459
1318,2312,1,1,0.328459
982,4478,1,1,0.328459
3658,6331,1,1,0.328459
2324,3658,1,1,0.328459
479,4971,1,1,0.328459
3658,5110,1,1,0.328459
2324,6331,1,1,0.328459
48,59,1,1,0.328459
301,1725,1,1,0.328459
90,1725,1,1,0.328459
3816,6715,1,1,0.328459
90,301,1,1,0.328459
48,1725,1,1,0.328459
48,301,1,1,0.328459
2034,3026,1,1,0.328459
48,2324,1,1,0.328459
48,90,1,1,0.328459
48,5110,1,1,0.328459
48,3658,1,1,0.328459
2324,5110,1,1,0.328459
501,3658,1,1,0.328459
501,2324,1,1,0.328459
48,6331,1,1,0.328459
822,1936,1,1,0.328459
1725,2701,1,1,0.328459
5110,6331,1,1,0.328459
3702,6225,1,1,0.328459
701,6805,1,1,0.323515
701,3401,1,1,0.323515
1398,3401,1,1,0.323515
448,3782,1,1,0.323515
2382,2606,1,1,0.323515
701,1398,1,1,0.323515
2382,5421,1,1,0.323515
63,651,1,1,0.323515
1392,1991,1,1,0.323515
3768,6067,1,1,0.323515
2606,5421,1,1,0.323515
4302,5151,1,1,0.323515
1398,6805,1,1,0.323515
457,4443,1,1,0.323515
93,454,1,1,0.323515
93,4016,1,1,0.323515
454,4016,1,1,0.323515
275,3397,1,1,0.323515
1445,1482,1,1,0.323515
782,2866,1,1,0.323515
2866,4010,1,1,0.323515
3401,6805,1,1,0.323515
1621,2718,1,1,0.323515
1536,3075,1,1,0.323515
1320,6213,1,1,0.323515
1991,2051,1,1,0.323515
1392,2051,1,1,0.323515
4606,6331,1,1,0.323515
2606,6331,1,1,0.323515
2606,4606,1,1,0.323515
1007,6331,1,1,0.323515
1007,4606,1,1,0.323515
1007,2606,1,1,0.323515
3141,6331,1,1,0.323515
2618,5368,1,1,0.323515
4912,6331,1,1,0.323515
907,3280,1,1,0.323515
1325,3100,1,1,0.323515
4102,4697,1,1,0.323515
2268,5713,1,1,0.323515
2410,6693,1,1,0.323515
5145,6714,1,1,0.323515
1543,3203,1,1,0.323515
299,4102,1,1,0.323515
299,4697,1,1,0.323515
4023,5036,1,1,0.323515
3983,4426,1,1,0.323515
3,6693,1,1,0.323515
2808,3256,1,1,0.323515
3141,4912,1,1,0.323515
888,1023,1,1,0.323515
2537,5641,2,1,0.322239
2537,5453,2,1,0.322239
817,1833,1,1,0.318929
454,621,1,1,0.318929
2027,4796,1,1,0.318929
48,4839,1,1,0.318929
501,817,1,1,0.318929
1370,3949,1,1,0.318929
5067,6239,1,1,0.318929
48,1833,1,1,0.318929
529,3640,1,1,0.318929
1821,4796,1,1,0.318929
501,907,1,1,0.318929
4796,5326,1,1,0.318929
256,5834,1,1,0.318929
48,907,1,1,0.318929
2043,5054,1,1,0.318929
63,925,1,1,0.318929
122,3998,1,1,0.318929
3702,4971,1,1,0.318929
184,3924,1,1,0.318929
491,3998,1,1,0.318929
1833,4839,1,1,0.318929
529,623,1,1,0.318929
907,4839,1,1,0.318929
529,3509,1,1,0.318929
275,916,1,1,0.318929
48,817,1,1,0.318929
4029,6239,1,1,0.318929
529,5442,1,1,0.318929
925,3477,1,1,0.318929
1821,2027,1,1,0.318929
1821,5326,1,1,0.318929
907,1833,1,1,0.318929
161,449,1,1,0.318929
194,2312,1,1,0.318929
4023,4467,1,1,0.318929
4023,5714,1,1,0.318929
2001,3685,1,1,0.318929
4467,5714,1,1,0.318929
122,491,1,1,0.318929
256,6227,1,1,0.318929
69,1167,1,1,0.318929
1376,4741,1,1,0.318929
501,4839,1,1,0.318929
1125,4025,1,1,0.318929
69,527,1,1,0.318929
69,1968,1,1,0.318929
817,907,1,1,0.318929
527,1968,1,1,0.318929
98,132,1,1,0.318929
3640,5442,1,1,0.318929
3509,3640,1,1,0.318929
623,3509,1,1,0.318929
2168,5638,1,1,0.318929
914,2316,1,1,0.318929
1621,3544,1,1,0.318929
501,1833,1,1,0.318929
666,2797,1,1,0.318929
2540,4995,1,1,0.318929
2701,3544,1,1,0.318929
623,3640,1,1,0.318929
817,4839,1,1,0.318929
0,69,1,1,0.318929
623,5442,1,1,0.318929
768,6387,2,2,0.315165
1459,3510,1,1,0.314658
311,6597,1,1,0.314658
2348,4496,1,1,0.314658
729,2348,1,1,0.314658
72,2348,1,1,0.314658
72,4496,1,1,0.314658
757,3146,1,1,0.314658
296,3510,1,1,0.314658
311,3510,1,1,0.314658
311,1459,1,1,0.314658
296,6597,1,1,0.314658
296,5033,1,1,0.314658
1878,2859,1,1,0.314658
296,1459,1,1,0.314658
3965,5578,1,1,0.314658
1028,4502,1,1,0.314658
296,311,1,1,0.314658
1564,4293,1,1,0.314658
1878,2486,1,1,0.314658
296,4293,1,1,0.314658
296,1564,1,1,0.314658
296,6100,1,1,0.314658
2862,5240,1,1,0.314658
1734,3826,1,1,0.314658
1459,6597,1,1,0.314658
200,2058,1,1,0.314658
982,2862,1,1,0.314658
1182,2519,1,1,0.314658
1325,2519,1,1,0.314658
1543,4832,1,1,0.314658
380,3649,1,1,0.314658
296,576,1,1,0.314658
576,3799,1,1,0.314658
2058,5326,1,1,0.314658
369,1377,1,1,0.314658
200,5326,1,1,0.314658
1469,2028,1,1,0.314658
165,627,1,1,0.314658
380,5366,1,1,0.314658
2563,3065,1,1,0.314658
1676,1773,1,1,0.314658
576,6100,1,1,0.314658
2486,6331,1,1,0.314658
1564,6100,1,1,0.314658
4293,6100,1,1,0.314658
3172,6141,1,1,0.314658
576,4293,1,1,0.314658
406,5812,1,1,0.314658
576,1564,1,1,0.314658
754,3221,1,1,0.314658
2999,3640,1,1,0.314658
1812,4662,1,1,0.314658
123,848,1,1,0.314658
1155,3779,1,1,0.310667
626,6065,1,1,0.310667
1935,4008,1,1,0.310667
626,1682,1,1,0.310667
1682,6065,1,1,0.310667
404,3401,1,1,0.310667
301,3401,1,1,0.310667
1682,1826,1,1,0.310667
1155,6665,1,1,0.310667
3900,4008,1,1,0.310667
3020,3591,1,1,0.310667
2723,4631,1,1,0.310667
1935,3900,1,1,0.310667
315,2324,1,1,0.310667
1398,5349,1,1,0.310667
27,1506,1,1,0.310667
1590,3401,1,1,0.310667
4029,6219,1,1,0.310667
577,1670,1,1,0.310667
1192,5103,1,1,0.310667
1052,5103,1,1,0.310667
1052,1192,1,1,0.310667
993,3026,1,1,0.310667
141,1285,1,1,0.310667
715,1345,1,1,0.310667
865,2117,1,1,0.310667
5802,6213,1,1,0.310667
1764,5791,1,1,0.310667
4290,4664,1,1,0.310667
301,404,1,1,0.310667
3779,4148,1,1,0.310667
3779,6665,1,1,0.310667
457,5081,1,1,0.310667
524,3128,1,1,0.310667
4977,4980,1,1,0.310667
843,1493,2,1,0.308713
140,2165,2,1,0.308713
140,3421,2,1,0.308713
140,1493,2,1,0.308713
808,1493,2,1,0.308713
529,6450,1,1,0.306928
1762,6477,1,1,0.306928
4056,6415,1,1,0.306928
4056,6477,1,1,0.306928
1629,2740,1,1,0.306928
2563,3119,1,1,0.306928
6415,6477,1,1,0.306928
2563,5237,1,1,0.306928
1762,6415,1,1,0.306928
540,1213,1,1,0.306928
1233,1871,1,1,0.306928
296,2741,1,1,0.306928
3570,4045,1,1,0.306928
1762,4056,1,1,0.306928
993,2866,1,1,0.306928
1233,4530,1,1,0.306928
1009,4839,1,1,0.306928
1393,3112,1,1,0.306928
3119,4025,1,1,0.306928
2486,5063,1,1,0.306928
4839,5063,1,1,0.306928
2701,5063,1,1,0.306928
1871,4142,1,1,0.306928
1871,4294,1,1,0.306928
4142,4294,1,1,0.306928
3569,3919,1,1,0.306928
448,475,1,1,0.306928
3167,6099,1,1,0.306928
2563,6083,1,1,0.306928
1858,3826,1,1,0.306928
3119,5237,1,1,0.306928
2464,6310,1,1,0.306928
1533,5217,1,1,0.306928
1533,4839,1,1,0.306928
827,5225,1,1,0.306928
5237,6083,1,1,0.306928
4025,6083,1,1,0.306928
4025,5237,1,1,0.306928
4839,5217,1,1,0.306928
3119,6083,1,1,0.306928
2999,4594,1,1,0.306928
1734,5440,1,1,0.306928
2259,4545,1,1,0.303413
907,3289,1,1,0.303413
2690,3141,1,1,0.303413
1685,2808,1,1,0.303413
1685,6574,1,1,0.303413
356,3910,1,1,0.303413
356,4228,1,1,0.303413
149,1670,1,1,0.303413
501,6467,1,1,0.303413
149,273,1,1,0.303413
149,1233,1,1,0.303413
627,3910,1,1,0.303413
273,1233,1,1,0.303413
273,1670,1,1,0.303413
1233,1670,1,1,0.303413
742,1211,1,1,0.303413
742,6457,1,1,0.303413
1211,6457,1,1,0.303413
824,4179,1,1,0.303413
1192,2808,1,1,0.303413
1759,4545,1,1,0.303413
1554,4832,1,1,0.303413
152,2690,1,1,0.303413
824,2846,1,1,0.303413
564,3207,1,1,0.303413
3141,5405,1,1,0.303413
3,192,1,1,0.303413
3757,5405,1,1,0.303413
627,2259,1,1,0.303413
2259,2846,1,1,0.303413
3396,3919,1,1,0.303413
1506,4228,1,1,0.303413
2704,6083,1,1,0.303413
2299,6083,1,1,0.303413
3141,3757,1,1,0.303413
1506,1759,1,1,0.303413
1506,3910,1,1,0.303413
152,561,1,1,0.303413
1506,2846,1,1,0.303413
152,1762,1,1,0.303413
2690,5405,1,1,0.303413
1762,3757,1,1,0.303413
2690,3757,1,1,0.303413
627,4545,1,1,0.303413
152,3141,1,1,0.303413
1192,1685,1,1,0.303413
356,2846,1,1,0.303413
66,3910,1,1,0.303413
356,1759,1,1,0.303413
627,2846,1,1,0.303413
1695,5713,1,1,0.303413
1695,2764,1,1,0.303413
341,5713,1,1,0.303413
341,2764,1,1,0.303413
561,3141,1,1,0.303413
3883,6331,1,1,0.303413
1762,3141,1,1,0.303413
2846,4228,1,1,0.303413
561,3757,1,1,0.303413
311,6447,1,1,0.303413
1762,5405,1,1,0.303413
1759,2259,1,1,0.303413
3910,4228,1,1,0.303413
561,5405,1,1,0.303413
627,1759,1,1,0.303413
34,454,1,1,0.303413
3910,4545,1,1,0.303413
2846,4545,1,1,0.303413
34,414,1,1,0.303413
1778,2986,1,1,0.303413
2668,3032,1,1,0.303413
356,1506,1,1,0.303413
561,2690,1,1,0.303413
561,1762,1,1,0.303413
478,1600,1,1,0.303413
66,4228,1,1,0.303413
