venue_id,lat,lng,category_id,category,city,km
67374,40.7450947333,-73.9942848167,47,Modern Hotel,New York,8.57
67377,34.139580103,-118.3536891639,75,Theme Park,Los Angeles,18.224
67384,41.9401062241,-87.6494058967,25,Dancefloor,Chicago,12.645
67386,34.05752365,-118.2482537667,103,Theatre,Los Angeles,6.398
67586,40.7836122541,-73.9744287729,433,Starbucks,New York,10.243
67590,34.1017088833,-118.3432784667,360,Gym,Los Angeles,14.204
67591,34.1017088833,-118.3432784667,101,Sandwich Shop,Los Angeles,14.204
67594,34.1018462564,-118.3414810896,207,Museum,Los Angeles,14.117
67607,34.0507522667,-118.3443505167,64,Other - Food ,Los Angeles,10.366
67627,40.71402315,-73.9903207333,110,Bakery,New York,7.204
67662,33.9468799833,-118.4074924333,86,Seafood,Los Angeles,15.678
67671,40.7569238168,-73.9821586322,47,Modern Hotel,New York,8.472
67686,40.7150065845,-73.9970356869,18,Asian,New York,7.778
67696,41.8541697667,-87.9560171,54,Other - Shopping,Chicago,26.252
67704,34.05624475,-118.2464333667,126,Courthouse,Los Angeles,6.263
67760,40.7474196332,-73.9739769013,67,Wings,New York,7.273
67864,33.88624205,-118.3956922333,132,Hospital,Los Angeles,18.456
67870,34.0213373725,-118.3956670761,125,City Hall,Los Angeles,13.635
67880,40.7685069706,-73.9522745051,170,Warehouse & Industrial,New York,7.822
67888,34.0225378344,-118.3902382851,58,Other - Entertainment,Los Angeles,13.167
67896,34.0217330822,-118.3965736628,101,Sandwich Shop,Los Angeles,13.724
67942,40.7539795856,-73.9908839684,54,Other - Shopping,New York,8.853
67943,41.7130104507,-87.7811646995,11,Mall,Chicago,17.144
67965,40.5824704262,-74.1659195145,11,Mall,New York,26.041
67980,40.7190166905,-74.0019759908,121,Corporate Office,New York,8.247
68006,40.6778469139,-74.0125434684,155,Pizza,New York,9.643
68009,41.8197307,-87.9541831833,86,Seafood,Chicago,25.938
68022,34.09363375,-118.3777792833,470,FedEx Office,Los Angeles,15.716
68024,34.1273588484,-118.2653731095,458,Best Buy,Los Angeles,14.232
68088,40.742701104,-73.9983163816,1,Coffee Shop,New York,8.748
68090,41.9172090199,-87.7067131158,454,Subway,Chicago,11.444
68103,34.1405692667,-118.36956795,433,Starbucks,Los Angeles,19.121
68112,41.8839321453,-87.6271677017,661,Department Store,Chicago,6.487
68129,34.1848679467,-118.3136639265,155,Pizza,Los Angeles,21.376
68150,40.676626727,-74.0134978294,16,American,New York,9.766
68178,34.023322,-118.3944875333,363,Chipotle,Los Angeles,13.568
68184,40.7486712417,-73.9883226156,38,City Park,New York,8.343
68206,40.6776883833,-74.01276295,97,Saloon,New York,9.667
68235,40.6770547667,-74.0133284,110,Bakery,New York,9.736
68249,40.7296938285,-74.0041476488,80,Dessert,New York,8.682
68267,34.1422175,-118.4233326167,118,Health & Fitness,Los Angeles,22.471
68288,34.0162908006,-118.4001651406,28,Dive Bar,Los Angeles,13.96
68290,40.6787109031,-74.0110934051,27,Wine Bar,New York,9.495
68308,40.7291809,-73.9933717833,141,Hall,New York,7.797
68310,34.0004421702,-118.3949589729,457,Burger King,Los Angeles,13.363
68344,33.8889391,-118.3948727667,438,Target,Los Angeles,18.196
68362,33.90104195,-118.3843791833,454,Subway,Los Angeles,16.575
68378,40.7470131186,-73.9911925793,121,Corporate Office,New York,8.451
68391,40.7855823333,-74.1535336333,18,Asian,New York,22.632
68423,40.67417395,-74.0123219333,24,Pub,New York,9.775
68437,40.6769557833,-74.0154780167,24,Pub,New York,9.91
68452,34.0151124829,-118.4010234475,20,Apartment,Los Angeles,14.022
68457,41.9288502833,-87.6425002667,159,Sushi,Chicago,11.376
68458,34.0940756333,-118.3276858,98,Mediterranean,Los Angeles,12.675
68463,40.7805936049,-73.9806330095,28,Dive Bar,New York,10.283
68488,40.7273483201,-73.9884914622,26,Ultra-lounge,New York,7.343
68528,40.7314238869,-74.0005658866,24,Pub,New York,8.45
68557,40.7296003303,-73.9974796772,103,Theatre,New York,8.141
68568,41.9316816966,-87.6489392887,15,Mexican,Chicago,11.708
68571,40.7689473919,-73.9830172062,31,Performing Arts,New York,9.438
68574,40.6211239167,-74.0263228333,155,Pizza,New York,14.048
68587,40.7351671367,-74.0060067273,19,Italian,New York,9.019
68599,33.9786649833,-118.4385219833,186,Bank & Financial,Los Angeles,17.542
68605,40.7264518707,-73.984696438,101,Sandwich Shop,New York,7.008
68606,41.81388335,-87.8692914,125,City Hall,Chicago,18.946
68610,40.7231178903,-73.9895338433,47,Modern Hotel,New York,7.304
68644,40.7285271242,-74.0290546417,128,Bridge,New York,10.685
68648,41.8597011447,-87.9524767399,103,Theatre,Chicago,26.04
68655,41.9278072833,-87.6421542,24,Pub,Chicago,11.26
68660,40.7660333927,-73.9871848299,15,Mexican,New York,9.461
68680,41.8164322667,-87.8701931833,160,Indian,Chicago,19.001
68697,41.8117235,-87.8806952333,152,High School,Chicago,19.907
68700,40.7214164167,-74.0036463667,29,Condo,New York,8.43
68706,34.0129603435,-118.4864974022,152,High School,Los Angeles,21.847
68711,33.948855351,-118.3854332444,49,Luxury Hotel,Los Angeles,13.723
68715,40.713146668,-74.0362536907,155,Pizza,New York,11.059
68720,41.9201427333,-87.69243325,31,Performing Arts,Chicago,11.236
68721,40.7317761975,-73.985927899,80,Dessert,New York,7.302
68727,40.74712515,-74.0006600333,155,Pizza,New York,9.15
68749,34.1043282333,-118.2878132667,28,Dive Bar,Los Angeles,12.112
68777,34.0156783404,-118.494501261,241,Bar,Los Angeles,22.604
68779,40.7277984428,-73.9821930409,155,Pizza,New York,6.854
68780,33.8622695167,-118.3955529167,21,Home,Los Angeles,20.369
68786,40.6833741748,-73.9820175677,36,Technology,New York,7.023
68799,40.7179110727,-73.9578074408,37,Playground,New York,4.57
68800,33.8787754833,-118.3962217667,18,Asian,Los Angeles,19.07
68801,34.008959246,-118.4919662558,82,French,Los Angeles,22.327
68812,40.7320441465,-74.0035131042,155,Pizza,New York,8.708
68825,33.9997411667,-118.46495645,32,Live Music,Los Angeles,19.816
69209,40.8047495333,-73.9469503446,92,Bed & Breakfast,New York,11.332
69280,40.7235676771,-73.9965870059,16,American,New York,7.895
69303,34.03114415,-118.4159972167,119,Gas & Automotive,Los Angeles,15.687
69378,34.0570516294,-118.4174104035,121,Corporate Office,Los Angeles,16.681
69446,40.7511386871,-74.0059866352,121,Corporate Office,New York,9.758
69475,40.7354812299,-74.0059391767,24,Pub,New York,9.025
69477,40.7460960986,-73.9458486365,124,Diner,New York,5.458
69524,34.0837285333,-118.32546815,1,Coffee Shop,Los Angeles,11.62
69546,41.8855935457,-87.6261270046,24,Pub,Chicago,6.685
69578,40.7198906218,-74.0015387127,18,Asian,New York,8.226
69584,40.6569017,-73.8392978,473,Gap,New York,7.939
69596,41.8475652,-87.9719940333,436,,Chicago,27.496
69599,41.9753989694,-87.9071329538,433,Starbucks,Chicago,27.532
69648,34.0587988442,-118.4435919719,52,Modern Art Museum,Los Angeles,19.0
69725,40.7547944333,-73.9773726167,49,Luxury Hotel,New York,8.011
69749,41.9371792795,-87.6590108871,97,Saloon,Chicago,12.389
69797,33.9814899167,-117.9738923,159,Sushi,Los Angeles,25.539
69798,40.5792777,-74.1690240167,106,Grocery,New York,26.453
69804,40.5762413924,-74.1671776772,62,Toys & Games,New York,26.508
69813,40.5786835667,-74.16919555,458,Best Buy,New York,26.501
69815,40.5783299996,-74.1687962799,433,Starbucks,New York,26.494
69816,40.5787068667,-74.16921305,11,Mall,New York,26.501
69819,40.5787118167,-74.16923375,55,Other - Parks ,New York,26.502
69823,40.5783299996,-74.1687962799,192,,New York,26.494
69825,40.5786751333,-74.16923805,436,,New York,26.505
69827,40.5786987667,-74.16923545,468,Verizon,New York,26.503
69829,40.5786317,-74.1691926333,57,Other - Travel & Lodging,New York,26.504
69834,40.5786622833,-74.1692126833,35,Apparel,New York,26.504
69835,40.5783299996,-74.1687962799,53,Furniture,New York,26.494
69846,40.5764953667,-74.1660679333,433,Starbucks,New York,26.414
69854,40.5760943357,-74.1667890899,106,Grocery,New York,26.489
69875,34.03047824,-118.0069935322,36,Technology,Los Angeles,22.653
69881,34.1835400833,-118.3119249333,15,Mexican,Los Angeles,21.19
69901,34.1719735575,-118.3600902557,59,Other - Art & Culture,Los Angeles,21.644
69903,40.7191696756,-73.9997946995,18,Asian,New York,8.068
69945,34.0351060956,-118.471455574,159,Sushi,Los Angeles,20.78
69946,33.8620832667,-118.3954894333,917,Farmers Market,Los Angeles,20.38
69949,34.0497254167,-118.25279165,433,Starbucks,Los Angeles,5.535
69952,34.0185740833,-118.40304755,34,Thrift Store,Los Angeles,14.257
69970,34.0974372333,-118.3356671833,83,Middle Eastern,Los Angeles,13.404
69975,34.1904811833,-118.33036385,438,Target,Los Angeles,22.436
69977,33.8618497833,-118.3094943667,85,Pan Pacific,Los Angeles,16.313
69978,40.7676520972,-73.9853596634,24,Pub,New York,9.475
70011,34.0838968167,-118.07313405,444,In-N-Out Burger,Los Angeles,18.778
70029,34.0603051,-118.4207433667,101,Sandwich Shop,Los Angeles,17.104
70059,34.08811085,-118.3266104667,15,Mexican,Los Angeles,12.075
70132,34.1120888074,-118.3391046524,32,Live Music,Los Angeles,14.924
70135,33.9864082333,-118.4423051167,155,Pizza,Los Angeles,17.793
70152,40.7537215444,-73.9782800231,121,Corporate Office,New York,7.993
70184,41.91278215,-87.69739345,81,South American / Latin,Chicago,10.655
70210,40.7191010843,-73.9851068923,19,Italian,New York,6.847
70220,34.0981682295,-118.3663666248,236,Fine Dining,Los Angeles,15.3
70243,40.7657915879,-73.9872660412,28,Dive Bar,New York,9.448
70259,34.0217160833,-118.2884623667,141,Hall,Los Angeles,4.289
70295,41.9735093737,-87.6597842308,18,Asian,Chicago,16.413
70306,40.6724678833,-73.9826525833,19,Italian,New York,7.622
70326,34.083827729,-118.3677828312,415,Ski Shop,Los Angeles,14.306
70331,34.0835433823,-118.3661305904,35,Apparel,Los Angeles,14.17
70358,40.731114507,-73.9889486268,18,Asian,New York,7.514
70371,34.1801241526,-118.3209067362,62,Toys & Games,Los Angeles,21.066
70401,40.8092127667,-73.9479342167,17,BBQ,New York,11.829
70402,40.7612010882,-73.9818046264,82,French,New York,8.763
70417,34.1821955522,-118.3274940046,54,Other - Shopping,Los Angeles,21.479
70435,40.7630298289,-73.9880040545,17,BBQ,New York,9.288
70482,40.7245756254,-73.9933598042,241,Bar,New York,7.656
70494,34.1198076555,-118.2957601547,32,Live Music,Los Angeles,13.973
70505,40.6109931167,-74.136702,58,Other - Entertainment,New York,22.299
70520,34.09630795,-118.12437535,188,Gallery,Los Angeles,15.768
70530,40.7272648653,-73.985356763,241,Bar,New York,7.089
70534,40.7296674751,-73.9885895229,81,South American / Latin,New York,7.431
70552,40.728169385,-73.9812791348,241,Bar,New York,6.795
70569,40.7147507436,-73.9979195595,18,Asian,New York,7.849
70588,34.07242865,-118.3609014833,124,Diner,Los Angeles,13.011
70593,34.0951259667,-118.12660965,18,Asian,Los Angeles,15.528
70613,40.7627554922,-73.987609148,15,Mexican,New York,9.242
70636,41.8996212,-87.6670984,15,Mexican,Chicago,8.402
70642,34.0619247,-118.0916682667,18,Asian Food,Los Angeles,16.134
70643,40.7178591653,-73.9574074745,155,Pizza,New York,4.535
70653,40.7839331388,-73.9775575697,16,American,New York,10.424
70661,34.0637615333,-118.2951151667,67,Wings,Los Angeles,8.219
70696,34.0574625,-118.3592575,58,Other - Entertainment,Los Angeles,11.925
70714,40.7273502363,-73.9849309623,103,Theatre,New York,7.057
70730,34.076342339,-118.3054259868,159,Sushi,Los Angeles,9.907
70746,34.0954642167,-118.2849339167,926,Thai,Los Angeles,11.092
70776,33.8621709833,-118.4000340333,155,Pizza,Los Angeles,20.652
70796,40.7142955,-73.9517376,26,Ultra-lounge,New York,3.984
70798,40.7316450652,-73.9891849458,32,Live Music,New York,7.553
70804,34.0609745667,-118.4455649167,159,Sushi,Los Angeles,19.255
70805,34.1091231667,-118.2878627667,106,Grocery,Los Angeles,12.625
70817,34.1051776645,-118.2920372486,124,Diner,Los Angeles,12.32
70819,34.08151995,-118.389368,31,Performing Arts,Los Angeles,15.718
70848,40.72919085,-73.9887562333,28,Dive Bar,New York,7.428
70851,40.727085653,-73.9838758185,64,Other - Food ,New York,6.964
70856,40.7302080662,-74.0004059672,83,Middle Eastern,New York,8.397
70868,34.04652255,-118.2341658167,170,Warehouse & Industrial,Los Angeles,5.375
70874,40.7270687151,-73.9894659072,28,Dive Bar,New York,7.413
70883,40.5873964322,-74.1503548622,44,Motel,New York,24.639
70895,41.9247836668,-87.6568651199,139,Dormitory,Chicago,10.999
70903,40.7211890205,-73.994615078,241,Bar,New York,7.677
70907,34.0896528138,-118.3851145598,49,Luxury Hotel,Los Angeles,15.948
70910,40.7299625937,-74.0005836099,58,Other - Entertainment,New York,8.403
70943,40.7226201158,-73.9884379506,110,Bakery,New York,7.202
71152,41.7591553667,-87.9444478,433,Starbucks,Chicago,26.225
71173,34.1451332,-118.1488479,24,Pub,Los Angeles,18.634
71231,40.6948953007,-73.994974494,433,Starbucks,New York,7.701
71268,41.8127160211,-87.9630688322,55,Other - Parks ,Chicago,26.709
71284,40.7580634526,-73.9710767794,433,Starbucks,New York,7.87
71287,40.715756709,-74.0031199386,433,Starbucks,New York,8.297
71304,41.9180381007,-87.6529678702,101,Sandwich Shop,Chicago,10.219
71321,40.7019209833,-73.9868474,201,Drugstore & Pharmacy,New York,6.911
71432,34.0065176278,-118.4912897995,49,Luxury Hotel,Los Angeles,22.254
71480,34.0981018333,-118.3621107333,440,Coffee Bean and Tea Leaf,Los Angeles,15.022
71566,34.0625976,-118.23816645,110,Bakery,Los Angeles,7.045
71652,40.7805553011,-73.9802221347,110,Bakery,New York,10.259
71715,34.1585065167,-118.3962262167,64,Other - Food ,Los Angeles,22.181
71769,40.6056555779,-73.9998910184,143,Rec Center,New York,13.89
71793,41.867605391,-87.6386019588,186,Bank & Financial,Chicago,4.571
71798,40.7195117942,-73.986704915,27,Wine Bar,New York,6.987
71808,40.704041943,-74.0101826191,15,Mexican,New York,8.856
71813,34.1578299,-118.4233116333,201,Drugstore & Pharmacy,Los Angeles,23.723
71825,40.7380530739,-74.0041793386,24,Pub,New York,8.988
71853,34.1457767303,-118.1473770053,166,Historic Landmark,Los Angeles,18.764
71865,41.9740033333,-87.6548690167,123,Breakfast,Chicago,16.435
71867,41.8981181674,-87.6227919227,16,American,Chicago,8.105
71881,41.8670561004,-87.6414692402,458,Best Buy,Chicago,4.505
71885,41.8659067667,-87.7646316,119,Gas & Automotive,Chicago,11.114
71930,33.8635305907,-118.3923508206,106,Grocery,Los Angeles,20.069
71933,34.1457126072,-118.455426693,28,Dive Bar,Los Angeles,24.91
71960,40.7492932169,-74.0039285849,188,Gallery,New York,9.507
71987,40.7482948333,-73.9879112333,121,Corporate Office,New York,8.291
72010,33.8204488333,-118.1845637,15,Mexican,Los Angeles,20.859
72012,40.7171656286,-73.9631239456,124,Diner,New York,4.987
72025,40.7445181125,-73.9809177594,17,BBQ,New York,7.569
72026,41.8990029792,-87.6238042116,19,Italian,Chicago,8.186
72033,34.1571696,-118.4385538,230,Apple Store,Los Angeles,24.637
72034,40.7166153167,-73.9621193167,180,Candy Store,New York,4.892
72046,40.7595699333,-73.9769768715,465,H&M,New York,8.342
72060,41.9003218652,-87.6264481594,106,Grocery,Chicago,8.295
72100,40.7041394852,-73.9341624399,1,Coffee Shop,New York,2.473
72101,34.1004855167,-118.2902092167,117,Salon & Barbershop,Los Angeles,11.771
72122,34.0168432667,-118.4065477167,159,Sushi,Los Angeles,14.551
72144,34.0180277667,-118.4075515333,201,Drugstore & Pharmacy,Los Angeles,14.66
72152,34.0466402667,-118.43394615,98,Mediterranean,Los Angeles,17.728
72154,34.02196455,-118.4372934833,422,Whole Foods,Los Angeles,17.435
72157,34.0464012,-118.4337728,155,Pizza,Los Angeles,17.705
72172,40.7540295667,-73.9875717,54,Other - Shopping,New York,8.63
72173,34.0758552019,-118.3644741534,44,Motel,Los Angeles,13.506
72174,34.0485714167,-118.43593475,130,Sports Bar,Los Angeles,17.966
72190,34.0484106167,-118.43557445,34,Thrift Store,Los Angeles,17.929
72224,40.7211584667,-73.9963159333,19,Italian,New York,7.817
72235,40.7569355807,-73.9889589883,16,American,New York,8.918
72241,34.1507002,-118.4482769,119,Gas & Automotive,Los Angeles,24.785
72254,34.1529618674,-118.4483949533,458,Best Buy,Los Angeles,24.963
72256,34.1017469333,-118.291608,15,Mexican,Los Angeles,11.945
72258,34.0446971421,-118.3770809478,62,Toys & Games,Los Angeles,12.723
72260,40.74490295,-73.9195014333,58,Other - Entertainment,New York,4.29
72267,40.7498985512,-73.9902162552,24,Pub,New York,8.551
72278,34.069555898,-118.2290804386,209,Farm,Los Angeles,7.971
72281,34.0446013203,-118.3776993572,101,Sandwich Shop,Los Angeles,12.771
72327,40.7343283909,-73.9909882936,908,Chocolate,New York,7.803
72348,40.75168975,-73.9941437667,32,Live Music,New York,8.937
72381,41.9670609161,-87.6874315739,80,Dessert,Chicago,16.084
72397,40.7458887,-73.9843427582,19,Italian,New York,7.894
72408,40.732405219,-74.0359532833,438,Target,New York,11.349
72416,34.0710879833,-118.4450271833,51,Sculpture,Los Angeles,19.632
72429,34.0650232444,-118.2497656345,205,Place of Worship,Los Angeles,7.23
72435,34.0702493516,-118.4467681139,79,Stadium,Los Angeles,19.742
72437,34.1471399461,-118.4246751666,913,Frozen Yogurt,Los Angeles,22.946
72464,34.06655545,-118.4461155833,132,Hospital,Los Angeles,19.528
72495,34.0662853017,-118.2539284229,199,Hotel,Los Angeles,7.379
72496,34.0626918933,-118.4471746709,30,Cineplex,Los Angeles,19.461
72507,34.06043815,-118.4461597667,35,Apparel,Los Angeles,19.285
72513,34.0982095814,-118.3004981271,83,Middle Eastern,Los Angeles,11.87
72519,40.7629505215,-73.9836609364,103,Theatre,New York,9.01
72546,40.7290031326,-74.0549416249,152,High School,New York,12.834
72571,41.9460952,-87.6492488333,54,Other - Shopping,Chicago,13.31
72589,41.9454314,-87.6501199,24,Pub,Chicago,13.24
72629,33.85873745,-118.1395818,90,Modern,Los Angeles,18.722
72633,34.1443571966,-118.2578576851,16,American,Los Angeles,16.068
72706,40.7578448169,-73.5883413464,87,Duplex,New York,27.274
72707,34.0292469233,-118.4030662711,106,Grocery,Los Angeles,14.478
72733,41.81063985,-87.9682348833,363,Chipotle,Chicago,27.151
72747,41.907539259,-87.634389622,24,Pub,Chicago,9.024
72754,34.0146189186,-118.4971216321,24,Pub,Los Angeles,22.837
72769,34.1544302833,-118.13268795,154,Burgers,Los Angeles,20.288
72792,34.0384172333,-118.43163345,81,South American / Latin,Los Angeles,17.276
72805,40.73024655,-73.99033115,24,Pub,New York,7.591
72808,33.8559648167,-118.3905868874,26,Ultra-lounge,Los Angeles,20.61
72829,34.0401470216,-118.2633102712,56,Other - Nightlife ,Los Angeles,4.629
72859,34.101584504,-118.3335744693,25,Dancefloor,Los Angeles,13.67
72882,40.7152754333,-74.01025335,16,American,New York,8.89
72901,40.7292722143,-74.000982783,27,Wine Bar,New York,8.413
72907,41.9452963333,-87.6496379667,25,Dancefloor,Chicago,13.222
72911,41.9400124522,-87.6537108421,25,Dancefloor,Chicago,12.659
72948,40.7327569615,-73.9858830793,25,Dancefloor,New York,7.338
72970,34.1033120921,-118.3263587952,166,Historic Landmark,Los Angeles,13.47
72971,34.1019062229,-118.3257472515,103,Theatre,Los Angeles,13.308
73361,40.7789340422,-73.9813238093,363,Chipotle,New York,10.175
73397,33.9261144988,-118.3965172919,123,Breakfast,Los Angeles,15.814
73478,41.8692013029,-87.6243674755,16,American,Chicago,4.946
73484,34.184695093,-118.3385432148,74,Arcade,Los Angeles,22.096
73493,34.1602343667,-118.1324288667,16,American,Los Angeles,20.849
73503,34.1723479,-118.4403599167,123,Breakfast,Los Angeles,25.973
73509,40.7251217207,-74.0032222436,160,Indian,New York,8.478
73511,41.7576194667,-87.8304402,54,Other - Shopping,Chicago,17.453
73512,41.8518059109,-87.6319956779,110,Bakery,Chicago,2.913
73518,34.0633523,-118.29744905,18,Asian,Los Angeles,8.291
73536,41.7585397442,-87.8265094757,162,Cemetery,Chicago,17.116
73550,40.6767141117,-73.9800827002,101,Sandwich Shop,New York,7.198
73560,33.9444064,-118.3697580833,170,Warehouse & Industrial,Los Angeles,12.656
73573,34.1221513167,-118.2734062,38,City Park,Los Angeles,13.752
73584,34.1702400833,-118.1107028667,59,Other - Art & Culture,Los Angeles,22.867
73592,40.6704178833,-73.9785421667,19,Italian,New York,7.452
73618,41.7268274,-87.7020976,154,Burgers,Chicago,12.181
73626,40.57648245,-74.1383518667,73,History Museum,New York,24.501
73630,34.1208868169,-118.273460269,55,Other - Parks ,Los Angeles,13.614
73639,40.5761164833,-74.1391459167,60,Other - Architecture,New York,24.579
73642,41.8772685833,-87.6190189667,214,Garden,Chicago,5.934
73645,40.7226490333,-73.9958815167,118,Health & Fitness,New York,7.815
73652,40.7232944167,-73.9957936,106,Grocery,New York,7.823
73664,40.7253102675,-73.9513194148,64,Other - Food ,New York,4.341
73671,40.57641325,-74.1412721833,166,Historic Landmark,New York,24.703
73676,41.9682137667,-87.6883815667,98,Mediterranean,Chicago,16.228
73677,40.5802307833,-74.1518105167,38,City Park,New York,25.184
73679,33.9056233,-118.3943326667,458,Best Buy,Los Angeles,16.952
73681,40.7142554319,-74.0347717925,166,Historic Landmark,New York,10.941
73699,40.5914032333,-74.1641521333,449,,New York,25.393
73704,40.59249325,-74.1621394,460,Barnes & Noble,New York,25.185
73708,40.59248895,-74.1621602333,433,Starbucks,New York,25.187
73715,33.8863677667,-118.4106472333,123,Breakfast,Los Angeles,19.475
73723,33.86812775,-118.3534858833,186,Bank & Financial,Los Angeles,17.498
73743,34.15075735,-118.3410214,15,Mexican,Los Angeles,18.743
73755,33.8647855667,-118.3531016333,54,Other - Shopping,Los Angeles,17.792
73761,34.0640827,-118.2944565167,18,Asian,Los Angeles,8.219
73778,41.9328701045,-87.6402201242,130,Sports Bar,Chicago,11.823
73787,40.5817896453,-74.166860734,433,Starbucks,New York,26.149
73804,34.156979715,-118.4393012524,35,Apparel,Los Angeles,24.671
73805,34.1434693333,-118.3962893333,110,Bakery,Los Angeles,20.882
73806,40.5785792,-74.16476325,100,Steakhouse,New York,26.194
73810,40.5790934788,-74.1638731956,19,Italian,New York,26.1
73813,40.5786202167,-74.1648023833,101,Sandwich Shop,New York,26.194
73818,34.0492481156,-118.4608093107,18,Asian,Los Angeles,20.185
73833,40.6790552215,-73.9716006699,16,American,New York,6.447
73836,34.1175363333,-118.2615705667,81,South American / Latin,Los Angeles,13.113
73845,34.1071143667,-118.2643972167,35,Apparel,Los Angeles,11.984
73855,34.1427912598,-118.4023055434,36,Technology,Los Angeles,21.187
73858,40.7236641637,-73.9966706447,154,Burgers,New York,7.904
73879,41.8581529406,-87.646535933,1,Coffee Shop,Chicago,3.541
73882,41.9305707143,-87.6534426212,55,Other - Parks ,Chicago,11.611
73896,34.1056830833,-118.2878311667,173,Pet Store,Los Angeles,12.257
73900,34.0532638774,-118.2504951954,52,Modern Art Museum,Los Angeles,5.923
73914,34.0534848,-118.25128715,19,Italian,Los Angeles,5.948
73933,33.9019394653,-118.3951873047,35,Apparel,Los Angeles,17.27
73942,33.8180978667,-118.3879857,82,French,Los Angeles,23.901
73945,34.1811045167,-118.3093058333,16,American,Los Angeles,20.865
73950,34.1236534929,-118.3006310463,166,Historic Landmark,Los Angeles,14.519
73996,34.12142775,-118.3144082,181,Cave,Los Angeles,14.748
74008,33.9210250683,-118.3873961931,79,Stadium,Los Angeles,15.417
74018,34.1431864023,-118.3954793215,201,Drugstore & Pharmacy,Los Angeles,20.81
74047,33.8183108333,-118.38607205,913,Frozen Yogurt,Los Angeles,23.788
74050,40.8260842667,-73.9564906333,39,Regional / State Park,New York,13.836
74051,34.1432751982,-118.3927166462,436,,Los Angeles,20.654
74229,40.7522921461,-73.9943253994,363,Chipotle,New York,8.987
74268,40.7140481237,-73.9562889427,17,BBQ,New York,4.358
74274,33.8640594167,-118.3971512,64,Other - Food ,Los Angeles,20.318
74277,34.151754704,-118.4532579239,96,Bookstore,Los Angeles,25.203
74281,40.6122288667,-74.1374497833,59,Other - Art & Culture,New York,22.288
74326,41.97728708,-87.867181933,47,Modern Hotel,Chicago,25.108
74331,41.8538284124,-87.6330871509,18,Asian,Chicago,3.109
74341,41.8573185167,-87.6660453,15,Mexican,Chicago,3.989
74375,33.9811730333,-118.4395093,436,,Los Angeles,17.597
74383,40.6618506462,-73.9929280813,28,Dive Bar,New York,8.992
74396,34.0881857652,-118.14785605,161,Vegetarian / Vegan,Los Angeles,13.591
74407,41.9095640328,-87.6774407063,16,American,Chicago,9.704
74410,34.08336775,-118.3391019,19,Italian,Los Angeles,12.383
74418,41.8535493833,-87.6310428,164,Subway,Chicago,3.121
74450,34.0980425633,-118.352732836,18,Asian,Los Angeles,14.437
74497,34.0954348378,-118.3725953605,49,Luxury Hotel,Los Angeles,15.498
74669,40.7834306486,-73.978187135,82,French,New York,10.41
74694,40.7256568134,-73.9803697144,101,Sandwich Shop,New York,6.634
74699,34.05953715,-118.4479107833,46,Bus Station,Los Angeles,19.402
74703,34.0595755833,-118.4476367667,183,Police Station,Los Angeles,19.38
74721,40.7446345494,-73.9908888991,1,Coffee Shop,New York,8.295
74740,41.7865051734,-87.7384203566,164,Subway,Chicago,9.199
74756,41.7645568,-87.9439819,210,Other - Medical,Chicago,26.022
74804,40.7305419926,-73.9542140091,433,Starbucks,New York,4.837
74861,34.0630137833,-118.0900883667,433,Starbucks,Los Angeles,16.317
74872,41.9247679333,-87.6965025,64,Other - Food ,Chicago,11.84
74881,40.6116698638,-74.0093865874,110,Bakery,New York,13.842
74893,34.0515216102,-118.4110951424,58,Other - Entertainment,Los Angeles,15.913
74912,40.6221013,-74.1190100333,38,City Park,New York,20.397
74929,40.6241291667,-74.11711835,33,Zoo,New York,20.151
74933,41.9252242667,-87.69593835,37,Playground,Chicago,11.869
74946,40.61610985,-74.0953903333,433,Starbucks,New York,19.009
75000,41.9224947833,-87.6970824,124,Diner,Chicago,11.626
75015,41.9210917833,-87.6973781167,183,Police Station,Chicago,11.493
75017,40.6475619045,-74.0077763983,15,Mexican,New York,10.942
75031,33.8589301833,-118.0109507667,123,Breakfast,Los Angeles,27.065
75037,40.6439313,-74.0745436,125,City Hall,New York,15.95
75040,40.6439757,-74.0745752333,73,History Museum,New York,15.95
75054,40.64390565,-74.0744235167,79,Stadium,New York,15.942
75077,40.6478645781,-74.0074693265,15,Mexican,New York,10.901
75080,41.9498860167,-87.6755908667,437,,Chicago,14.006
75090,40.7267216401,-73.9959377744,16,American,New York,7.927
75093,40.7587884386,-73.9755269416,121,Corporate Office,New York,8.194
75097,41.9278039333,-87.7068427167,124,Diner,Chicago,12.499
75098,40.6152117167,-74.0635356167,166,Historic Landmark,New York,16.865
75113,34.0581527013,-118.4147429466,121,Corporate Office,Los Angeles,16.501
75116,40.6180014333,-74.0752531833,73,History Museum,New York,17.478
75121,41.9473408,-87.6748455333,164,Subway,Chicago,13.716
75136,40.7223151975,-74.0010738373,54,Other - Shopping,New York,8.236
75142,34.05821685,-118.3979543,118,Health & Fitness,Los Angeles,15.093
75143,41.7207051667,-87.7772634667,16,American,Chicago,16.298
75146,40.6018674167,-74.1209217667,449,,New York,21.679
75150,40.5887822167,-74.1386815667,39,Regional / State Park,New York,23.732
75171,40.7272140493,-74.0018624067,1,Coffee Shop,New York,8.423
75177,40.560838025,-74.1696345806,32,Live Music,New York,27.66
75208,41.9219937233,-87.6650780439,101,Sandwich Shop,Chicago,10.794
