userid1,userid2,source
8634,155532,crawl
8634,301,crawl
8634,210226,crawl
8634,81459,crawl
8634,8378,crawl
8634,156669,crawl
8634,4351,crawl
8644,309765,crawl
8644,174566,crawl
8644,2511562,crawl
8644,2171565,crawl
8644,289295,crawl
8644,14195,crawl
8644,8664,crawl
8644,112025,crawl
8644,13118,crawl
8650,20535,crawl
8653,92,crawl
8660,67456,crawl
8660,11862,crawl
8660,10511,crawl
8660,67472,crawl
8660,143194,crawl
8660,6814,crawl
8660,58657,crawl
8660,11811,crawl
8660,1841,crawl
8660,9521,crawl
8660,2878,crawl
8660,6720,crawl
8660,360897,crawl
8660,61814,crawl
8660,48070,crawl
8660,215521,crawl
8660,6600,crawl
8660,3022,crawl
8660,2771,crawl
8660,7144,crawl
8660,11755,crawl
8660,168044,crawl
8660,7918,crawl
8660,56950,crawl
8660,2681,crawl
8660,3582,crawl
8660,120319,crawl
8664,8644,crawl
8666,5632,crawl
8666,6928,crawl
8666,6930,crawl
8666,7829,crawl
8666,6934,crawl
8666,6300,crawl
8666,7845,crawl
8666,8105,crawl
8666,2145340,crawl
8666,236862,crawl
8666,7626,crawl
8666,11089,crawl
8666,78431,crawl
8666,6032,crawl
8666,9572,crawl
8672,23429,crawl
8672,5142,crawl
8672,334331,crawl
8676,54547,crawl
8690,138848,crawl
8690,6566,crawl
8690,6951,crawl
8690,275127,crawl
8690,6956,crawl
8690,9298,crawl
8690,7122,crawl
8690,7125,crawl
8690,28567,crawl
8690,2262489,crawl
8690,305082,crawl
8690,29884,crawl
8709,2,crawl
8709,389,crawl
8709,3340,crawl
8709,2191,crawl
8709,6033,crawl
8709,2144493,crawl
8709,8086,crawl
8709,68762,crawl
8709,8361,crawl
8709,210481,crawl
8709,530,crawl
8709,2611,crawl
8709,308152,crawl
8709,315,crawl
8709,24010,crawl
8709,200297,crawl
8709,714,crawl
8709,91035,crawl
8709,1121627,crawl
8709,3550,crawl
8709,234,crawl
8709,6125,crawl
8709,152041,crawl
8709,149625,crawl
8709,2123391,crawl
8709,2684,crawl
8711,18188,crawl
8711,11917,crawl
8711,8339,crawl
8711,15645,crawl
8711,24353,crawl
8711,6178,crawl
8711,53923,crawl
8711,151601,crawl
8711,300,crawl
8711,1843,crawl
8711,6454,crawl
8711,457,crawl
8711,135740,crawl
8711,131382,crawl
8711,4681,crawl
8711,150178,crawl
8711,468,crawl
8711,105058,crawl
8711,52242,crawl
8711,5487,crawl
8711,16958,crawl
8711,78712,crawl
8711,129727,crawl
8711,50940,crawl
8714,73313,crawl
8714,7330,crawl
8714,10345,crawl
8714,149080,crawl
8714,34100,crawl
8714,11350,crawl
8728,105058,crawl
8728,2156484,crawl
8728,22956,crawl
8728,6414,crawl
8728,52217,crawl
8728,20247,crawl
8728,6303,crawl
8739,11808,crawl
8739,470092,crawl
8742,130056,crawl
8742,12309,crawl
8742,3482,crawl
8742,4380,crawl
8742,9246,crawl
8742,17183,crawl
8742,102921,crawl
8742,18730,crawl
8742,65324,crawl
8742,84655,crawl
8742,564,crawl
8742,7864,crawl
8742,187082,crawl
8742,451,crawl
8742,23748,crawl
8742,59215,crawl
8742,121638,crawl
8742,3553,crawl
8742,51554,crawl
8742,31465,crawl
8742,2410,crawl
8742,39918,crawl
8742,4975,crawl
8742,61175,crawl
8742,3832,crawl
8742,112505,crawl
8742,83451,crawl
8742,120319,crawl
8743,3328,crawl
8743,1665,crawl
8743,309765,crawl
8743,202890,crawl
8743,136677,crawl
8743,2101007,crawl
8743,79509,crawl
8743,2319769,crawl
8743,112025,crawl
8743,1920542,crawl
8743,237990,crawl
8743,11815,crawl
8743,7853,crawl
8743,1454,crawl
8743,2190642,crawl
8743,60,crawl
8743,89049,crawl
8743,112860,crawl
8743,1531870,crawl
8743,8031,crawl
8743,194912,crawl
8743,1124,crawl
8743,174566,crawl
8743,4177,crawl
8743,343537,crawl
8743,191273,crawl
8743,194812,crawl
8758,57750,crawl
8758,3086,crawl
8758,13294,crawl
8758,164991,crawl
8768,943,crawl
8768,2184290,crawl
8768,3809,crawl
8768,12909,crawl
8771,51332,crawl
8771,2173043,crawl
8771,6106,crawl
8774,359086,crawl
8783,8982,crawl
8783,16035,crawl
8783,181031,crawl
8783,15040,crawl
8783,19434,crawl
8785,289260,crawl
8785,58920,crawl
8785,20841,crawl
8785,8318,crawl
8808,5408,crawl
8808,121154,crawl
8808,34533,crawl
8808,13096,crawl
8808,11755,crawl
8808,42348,crawl
8808,12717,crawl
8808,29199,crawl
8808,1520,crawl
8808,124273,crawl
8808,106589,crawl
8808,108142,crawl
8808,109305,crawl
8808,33949,crawl
8808,5407,crawl
8809,66953,crawl
8809,17304,crawl
8809,64709,crawl
8809,33698,crawl
8809,479397,crawl
8809,9254,crawl
8809,100009,crawl
8809,9266,crawl
8809,162107,crawl
8809,15419,crawl
8809,110155,crawl
8809,16581,crawl
8809,5707,crawl
8809,55632,crawl
8809,14674,crawl
8809,2048984,crawl
8809,2084132,crawl
8809,112098,crawl
8809,9187,crawl
8809,9198,crawl
8809,73940,crawl
8809,12284,crawl
8811,61048,crawl
8828,156649,crawl
8828,252525,crawl
8828,86771,crawl
8828,267187,crawl
8828,5788,crawl
8833,7396,crawl
8833,116008,crawl
8833,42345,crawl
8833,244686,crawl
8833,40431,crawl
8833,217526,crawl
8833,59689,crawl
8837,1,crawl
8837,2,crawl
8837,3158,crawl
8837,8269,crawl
8837,1056342,crawl
8837,17516,crawl
8837,8318,crawl
8837,13955,crawl
8837,116877,crawl
8837,7826,crawl
8837,277661,crawl
8837,7838,crawl
8837,7844,crawl
8837,59049,crawl
8837,9407,crawl
8837,196,crawl
8837,2760,crawl
8837,714,crawl
8837,7906,crawl
8837,234,crawl
8837,3848,crawl
8837,2831,crawl
8837,23835,crawl
8837,14647,crawl
8837,5950,crawl
8837,46401,crawl
8837,8018,crawl
8837,2318186,crawl
8837,10610,crawl
8837,10622,crawl
8837,385,crawl
8837,388,crawl
8837,8086,crawl
8837,7077,crawl
8837,9641,crawl
8837,7330,crawl
8837,97759,crawl
8837,53234,crawl
8837,10835,crawl
8837,10234,crawl
8837,14844,crawl
8840,214496,crawl
8840,389,crawl
8840,172551,crawl
8840,309765,crawl
8840,130300,crawl
8840,1343,crawl
8852,1152,crawl
8852,1793,crawl
8852,309765,crawl
8852,88594,crawl
8852,154900,crawl
8852,22431,crawl
8852,7077,crawl
8852,943,crawl
8852,106420,crawl
8852,128586,crawl
8852,17240,crawl
8852,6239,crawl
8852,224,crawl
8852,31465,crawl
8852,180084,crawl
8852,115135,crawl
2106011,59534,crawl
2106011,2098973,crawl
2106011,14496,crawl
2106011,262108,crawl
2106011,143979,crawl
2106011,6125,crawl
2106011,42739,crawl
8861,74523,crawl
8861,12452,crawl
8861,17861,crawl
8861,185414,crawl
8861,17863,crawl
8861,19192,crawl
8861,16602,crawl
8861,42757,crawl
8876,2289157,crawl
8876,9490,crawl
8876,246212,crawl
8876,2449081,crawl
8876,3508,crawl
8876,82617,crawl
8876,249918,crawl
8876,14655,crawl
8876,141124,crawl
8876,328973,crawl
8876,371144,crawl
8876,52814,crawl
8876,22352,crawl
8876,86111,crawl
8876,2170576,crawl
8876,310641,crawl
8876,138996,crawl
8876,3007,crawl
8916,5632,crawl
8916,7940,crawl
8916,54088,crawl
8916,8105,crawl
8916,6032,crawl
8916,6934,crawl
8916,9572,crawl
8933,17153,crawl
8933,771,crawl
8933,9489,crawl
8933,15563,crawl
8933,16088,crawl
8933,22642,crawl
2106109,118220,crawl
8967,124343,crawl
8969,93115,crawl
8969,4363,crawl
8969,11636,crawl
8969,4251,crawl
8973,209314,crawl
8973,118317,crawl
8978,81038,crawl
8978,63271,crawl
8978,63272,crawl
8978,18730,crawl
8978,92215,crawl
8978,196956,crawl
8978,76377,crawl
8978,85596,crawl
8978,11104,crawl
8978,3553,crawl
8978,582650,crawl
8982,3973,crawl
8982,3340,crawl
8982,7693,crawl
8982,4751,crawl
8982,52124,crawl
8982,17183,crawl
8982,25632,crawl
8982,16035,crawl
8982,37668,crawl
8982,5798,crawl
8982,53147,crawl
8982,275810,crawl
8982,51503,crawl
8982,71857,crawl
8982,71262,crawl
8982,442,crawl
8982,59451,crawl
8982,17724,crawl
8982,11658,crawl
8982,4671,crawl
8982,58432,crawl
8982,197,crawl
8982,59745,crawl
8982,24906,crawl
8982,85196,crawl
8982,155490,crawl
8982,8783,crawl
8982,104914,crawl
8982,156244,crawl
8982,11350,crawl
8982,18782,crawl
8982,64607,crawl
8982,7138,crawl
8982,3811,crawl
8982,20068,crawl
8982,121195,crawl
8982,7916,crawl
8982,50940,crawl
8982,129759,crawl
8992,178649,crawl
8992,25274,crawl
9006,58180,crawl
9006,112708,crawl
9006,67899,crawl
9006,9022,crawl
2106161,244332,crawl
9012,331965,crawl
9016,9751,crawl
9016,29197,crawl
9016,1172,crawl
9016,103977,crawl
9016,23282,crawl
9016,95688,crawl
9016,386857,crawl
9016,368952,crawl
9016,71775,crawl
9016,23221,crawl
9016,67,crawl
9016,6596,crawl
9016,861686,crawl
9016,260577,crawl
9016,2146903,crawl
9016,289487,crawl
9016,9298,crawl
9016,134744,crawl
9016,2413657,crawl
9016,158049,crawl
9016,95587,crawl
9016,3172,crawl
9016,20197,crawl
9016,22482,crawl
9016,3186,crawl
9016,20598,crawl
9016,14327,crawl
9016,246484,crawl
9016,1562238,crawl
9016,28053,crawl
9021,17923,crawl
9021,12818,crawl
9021,13463,crawl
9021,45465,crawl
9021,105251,crawl
9021,6575,crawl
9021,2113463,crawl
9021,288056,crawl
9021,2567364,crawl
9021,4933,crawl
9021,81367,crawl
9021,9183,crawl
9021,25316,crawl
9021,86297,crawl
9021,117246,crawl
9022,1152,crawl
9022,131626,crawl
9022,43155,crawl
9022,134789,crawl
9022,43144,crawl
9022,6283,crawl
9022,5901,crawl
9022,58001,crawl
9022,34711,crawl
9022,68377,crawl
9022,57632,crawl
9022,16034,crawl
9022,676644,crawl
9022,20902,crawl
9022,15021,crawl
9022,9006,crawl
9022,58180,crawl
9022,171745,crawl
9022,11350,crawl
9022,2224599,crawl
9022,46808,crawl
9022,16602,crawl
9022,165373,crawl
9022,131451,crawl
9022,31465,crawl
9022,72298,crawl
9022,6763,crawl
9022,22771,crawl
9022,164727,crawl
9022,37115,crawl
9022,59389,crawl
9032,707061,crawl
9036,68276,crawl
9036,1495,crawl
9041,46809,crawl
9046,15895,crawl
9046,23582,crawl
9046,25632,crawl
9046,2094,crawl
9046,169534,crawl
9046,22642,crawl
9046,7116,crawl
9046,9423,crawl
9046,16088,crawl
9046,3809,crawl
9046,3347,crawl
9046,104227,crawl
9046,33142,crawl
9046,15223,crawl
9046,9097,crawl
9046,132497,crawl
9046,292252,crawl
9046,10684,crawl
9046,7113,crawl
9057,32901,crawl
9057,289295,crawl
9057,18579,crawl
9057,1970342,crawl
9057,223155,crawl
9057,1895487,crawl
9057,69067,crawl
9057,260577,crawl
9057,117480,crawl
9057,69997,crawl
9057,122738,crawl
9057,382205,crawl
2106243,2129863,crawl
2106243,2126840,crawl
9094,3716,crawl
9094,3340,crawl
9094,29197,crawl
9094,86189,crawl
9094,112026,crawl
9094,12588,crawl
9094,23470,crawl
9094,95407,crawl
9094,133040,crawl
9094,2153778,crawl
9094,10682,crawl
9094,189,crawl
9094,51650,crawl
9094,20547,crawl
9094,152648,crawl
9094,22858,crawl
9094,242423,crawl
9094,112354,crawl
9094,370383,crawl
9094,22482,crawl
9094,2225405,crawl
9094,130873,crawl
9094,224,crawl
9094,56550,crawl
9094,100200,crawl
9094,31465,crawl
9094,13415,crawl
9094,52946,crawl
9094,124904,crawl
9094,74473,crawl
9094,150266,crawl
9094,19964,crawl
9094,6527,crawl
9097,288956,crawl
9097,9423,crawl
9097,9046,crawl
9097,10684,crawl
9097,33142,crawl
9108,23282,crawl
9117,5171,crawl
9117,143550,crawl
9117,265553,crawl
9117,2482141,crawl
9117,68985,crawl
9129,31465,crawl
2106297,229760,crawl
2106297,942722,crawl
9163,67456,crawl
9163,65388,crawl
9163,107758,crawl
9163,8227,crawl
9163,17322,crawl
9163,25379,crawl
9163,47675,crawl
9163,8513,crawl
9163,173643,crawl
9163,8015,crawl
9163,53228,crawl
9163,7534,crawl
9163,10488,crawl
9163,8319,crawl
9165,21186,crawl
9165,175036,crawl
9165,12914,crawl
9167,43910,crawl
9167,11919,crawl
9167,42279,crawl
9167,22482,crawl
9167,35799,crawl
9167,13093,crawl
9167,3809,crawl
9167,31465,crawl
9167,876,crawl
9179,3340,crawl
9179,23445,crawl
9179,67105,crawl
9179,7077,crawl
9179,94889,crawl
9179,22482,crawl
9179,20195,crawl
9179,3045,crawl
9179,230504,crawl
9179,31465,crawl
9179,30577,crawl
9179,76543,crawl
9183,227204,crawl
9183,1313548,crawl
9183,194320,crawl
9183,3221,crawl
9183,13463,crawl
9183,45465,crawl
9183,105251,crawl
9183,3116,crawl
9183,6575,crawl
9183,288056,crawl
9183,9021,crawl
9183,2567364,crawl
9183,4933,crawl
9183,624725,crawl
9183,81367,crawl
9183,267745,crawl
9183,25316,crawl
9183,2524140,crawl
9183,355960,crawl
9183,86297,crawl
9183,117246,crawl
9187,38176,crawl
9187,479397,crawl
9187,9254,crawl
9187,9266,crawl
9187,15419,crawl
9187,13634,crawl
9187,5707,crawl
9187,110155,crawl
9187,14674,crawl
9187,284512,crawl
9187,8809,crawl
9187,9198,crawl
9187,12284,crawl
9188,3857,crawl
9188,15636,crawl
9188,50227,crawl
9188,54452,crawl
9188,16570,crawl
9188,13256,crawl
9188,5587,crawl
9188,1245,crawl
9188,89953,crawl
9188,77164,crawl
9188,80109,crawl
9188,169714,crawl
9193,467,crawl
9193,11348,crawl
9198,113682,crawl
9198,38176,crawl
9198,479397,crawl
9198,9254,crawl
9198,100009,crawl
9198,9266,crawl
9198,15419,crawl
9198,13634,crawl
9198,5707,crawl
9198,110155,crawl
9198,14674,crawl
9198,288350,crawl
9198,284512,crawl
9198,112098,crawl
9198,9187,crawl
9198,8809,crawl
9198,12284,crawl
9221,10998,crawl
9225,91051,crawl
9225,3245,crawl
9225,154311,crawl
9225,236850,crawl
9225,3384,crawl
9225,1396482,crawl
9225,26183,crawl
9225,136099,crawl
9225,137960,crawl
9225,23919,crawl
9225,379771,crawl
9225,27826,crawl
9233,2,crawl
9233,13955,crawl
9233,38411,crawl
9233,3340,crawl
9233,189840,crawl
9233,58139,crawl
9233,108658,crawl
9233,4390,crawl
9233,107761,crawl
9233,181916,crawl
9233,68210,crawl
9233,138077,crawl
9233,97715,crawl
9233,20917,crawl
9233,66744,crawl
9233,65990,crawl
9233,714,crawl
9233,91085,crawl
9233,51665,crawl
9233,2002,crawl
9233,82133,crawl
9233,133080,crawl
9233,133981,crawl
9233,7902,crawl
9233,55907,crawl
9233,335588,crawl
9233,26726,crawl
9233,21585,crawl
9233,54504,crawl
9233,17390,crawl
9233,46202,crawl
9233,331861,crawl
9244,5,crawl
9244,2116656,crawl
9244,29197,crawl
9244,303880,crawl
9244,38,crawl
9244,60462,crawl
9244,5679,crawl
9244,61704,crawl
9244,22578,crawl
9244,96307,crawl
9244,55,crawl
9244,95237,crawl
9244,19006,crawl
9244,67138,crawl
9244,67,crawl
9244,79373,crawl
9244,95827,crawl
9244,2146903,crawl
9244,3172,crawl
9244,97,crawl
9244,14436,crawl
9244,23582,crawl
9244,12909,crawl
9244,3186,crawl
9244,41077,crawl
9244,2684,crawl
9244,136829,crawl
9244,108163,crawl
9244,134,crawl
9244,166023,crawl
9244,226957,crawl
9244,2191,crawl
9244,1172,crawl
9244,151,crawl
9244,68762,crawl
9244,159,crawl
9244,26790,crawl
9244,2496679,crawl
9244,22642,crawl
9244,1566,crawl
9244,111220,crawl
9244,58997,crawl
9244,265504,crawl
9244,246467,crawl
9244,216788,crawl
9244,214,crawl
9244,289487,crawl
9244,3809,crawl
9244,3832,crawl
9244,15099,crawl
9244,765,crawl
9244,2323413,crawl
9244,92226,crawl
9244,6405,crawl
9244,130320,crawl
9244,388366,crawl
9244,156036,crawl
9244,347931,crawl
9244,386857,crawl
9244,4931,crawl
9244,324,crawl
9244,153313,crawl
9244,14160,crawl
9244,156132,crawl
9244,264548,crawl
9244,362,crawl
9244,876,crawl
9244,5229,crawl
9244,82152,crawl
9244,16958,crawl
9244,33142,crawl
9244,1562238,crawl
9244,183678,crawl
9244,29055,crawl
9244,15745,crawl
9244,2090390,crawl
9244,20547,crawl
9244,350102,crawl
9244,13720,crawl
9244,112025,crawl
9244,292252,crawl
9244,2098973,crawl
9244,343537,crawl
9244,191912,crawl
9244,2110398,crawl
9244,187125,crawl
9244,6596,crawl
9244,337872,crawl
9244,7636,crawl
9244,218069,crawl
9244,133080,crawl
9244,153561,crawl
9244,104357,crawl
9244,484,crawl
9244,1970342,crawl
9244,4177,crawl
9244,5182,crawl
9244,7670,crawl
9244,14327,crawl
9244,25080,crawl
9244,323582,crawl
9245,37378,crawl
9245,51332,crawl
9245,165894,crawl
9245,93194,crawl
9245,133080,crawl
9245,68762,crawl
9245,25632,crawl
9245,11817,crawl
9245,90794,crawl
9245,51891,crawl
9245,51892,crawl
9245,23221,crawl
9245,1466,crawl
9245,22844,crawl
9245,3007,crawl
9245,116039,crawl
9245,6351,crawl
9245,30803,crawl
9245,89685,crawl
9245,101846,crawl
9245,17240,crawl
9245,153316,crawl
9245,96228,crawl
9245,172568,crawl
9245,120937,crawl
9245,123260,crawl
9246,15745,crawl
9246,347283,crawl
9246,4380,crawl
9246,8742,crawl
9246,5679,crawl
9246,122430,crawl
9246,3661,crawl
9246,181858,crawl
9246,21359,crawl
9246,28914,crawl
9246,83451,crawl
9246,115454,crawl
9249,370595,crawl
9254,9266,crawl
9254,17304,crawl
9254,479397,crawl
9254,15419,crawl
9254,16581,crawl
9254,110155,crawl
9254,55632,crawl
9254,9187,crawl
9254,8809,crawl
9254,190829,crawl
9254,9198,crawl
9265,25632,crawl
9265,31465,crawl
9266,479397,crawl
9266,9254,crawl
9266,15419,crawl
9266,5707,crawl
9266,110155,crawl
9266,2048984,crawl
9266,9187,crawl
9266,8809,crawl
9266,9198,crawl
9266,12284,crawl
9274,9850,crawl
9274,234659,crawl
9278,1,crawl
9278,2736,crawl
9278,26193,crawl
9278,70645,crawl
9282,17920,crawl
9282,309765,crawl
9282,122888,crawl
9282,154635,crawl
9282,67105,crawl
9282,60972,crawl
9282,117343,crawl
9282,16958,crawl
9282,232029,crawl
9282,9314,crawl
9282,59491,crawl
9282,9317,crawl
9282,71441,crawl
9282,133308,crawl
9282,23152,crawl
9282,4729,crawl
9282,20672,crawl
9282,670,crawl
9282,3767,crawl
9282,189,crawl
9282,129727,crawl
9282,58560,crawl
9282,8399,crawl
9282,2771,crawl
9282,46321,crawl
9282,18166,crawl
9282,242423,crawl
9282,14077,crawl
9282,119043,crawl
9282,9490,crawl
9282,25369,crawl
9282,32027,crawl
9282,11575,crawl
9282,28992,crawl
9282,100200,crawl
9282,2410,crawl
9282,152462,crawl
9282,21912,crawl
9282,13733,crawl
9282,2478,crawl
9282,10677,crawl
9282,73143,crawl
9282,3007,crawl
9282,138690,crawl
9282,10193,crawl
9282,22482,crawl
9282,126931,crawl
9282,34273,crawl
9282,55795,crawl
9282,42493,crawl
9282,5118,crawl
9287,14500,crawl
9287,25250,crawl
9287,48083,crawl
9287,14487,crawl
9289,194912,crawl
9289,130850,crawl
9289,117480,crawl
9289,71945,crawl
9293,157217,crawl
9293,13871,crawl
9293,74338,crawl
9293,117349,crawl
9293,10859,crawl
9293,129657,crawl
9293,17074,crawl
9293,108215,crawl
9293,12573,crawl
9293,6460,crawl
9293,13123,crawl
9293,40284,crawl
9293,8549,crawl
9293,214844,crawl
9293,876,crawl
9293,10098,crawl
9293,4501,crawl
9293,2969,crawl
9293,1960,crawl
9293,183733,crawl
9293,14290,crawl
9298,24579,crawl
9298,165894,crawl
9298,74413,crawl
9298,26627,crawl
9298,110615,crawl
9298,299036,crawl
9298,6189,crawl
9298,12334,crawl
9298,92215,crawl
9298,277066,crawl
9298,69690,crawl
9298,28738,crawl
9298,6211,crawl
9298,72,crawl
9298,36938,crawl
9298,26700,crawl
9298,223311,crawl
9298,92,crawl
9298,127070,crawl
9298,22623,crawl
9298,2190642,crawl
9298,12387,crawl
9298,24676,crawl
9298,59493,crawl
9298,65641,crawl
9298,22642,crawl
9298,116852,crawl
9298,32901,crawl
9298,2183,crawl
9298,6283,crawl
9298,2211985,crawl
9298,108691,crawl
9298,193544,crawl
9298,151,crawl
9298,159,crawl
9298,8355,crawl
9298,164,crawl
9298,2214,crawl
9298,55463,crawl
9298,200463,crawl
9298,14508,crawl
9298,314933,crawl
9298,383150,crawl
9298,207560,crawl
9298,116918,crawl
9298,69819,crawl
9298,2240,crawl
9298,128715,crawl
9298,20681,crawl
9298,8400,crawl
9298,209,crawl
9298,214,crawl
9298,12503,crawl
9298,324891,crawl
9298,55514,crawl
9298,80091,crawl
9298,4316,crawl
9298,233693,crawl
9298,231327,crawl
9298,264675,crawl
9298,2285811,crawl
9298,309480,crawl
9298,162046,crawl
9298,55554,crawl
9298,78089,crawl
9298,270,crawl
9298,310981,crawl
9298,2119957,crawl
9298,281,crawl
9298,71962,crawl
9298,4380,crawl
9298,10531,crawl
9298,2117925,crawl
9298,186663,crawl
9298,13020,crawl
9298,12588,crawl
9298,302,crawl
9298,2231171,crawl
9298,12597,crawl
9298,139316,crawl
9298,324,crawl
9298,2385,crawl
9298,176469,crawl
9298,147800,crawl
9298,373082,crawl
9298,109967,crawl
9298,84574,crawl
9298,6494,crawl
9298,194912,crawl
9298,2171565,crawl
9298,198041,crawl
9298,382011,crawl
9298,2174975,crawl
9298,8553,crawl
9298,69997,crawl
9298,29040,crawl
9298,61809,crawl
9298,3476,crawl
9298,2365818,crawl
9298,102783,crawl
9298,10633,crawl
9298,14733,crawl
9298,314552,crawl
9298,51603,crawl
9298,72090,crawl
9298,2459,crawl
9298,25012,crawl
9298,188855,crawl
9298,129468,crawl
9298,6596,crawl
9298,2304456,crawl
9298,470092,crawl
9298,459,crawl
9298,97699,crawl
9298,19534,crawl
9298,61912,crawl
9298,260577,crawl
9298,484,crawl
9298,174566,crawl
9298,10727,crawl
9298,8690,crawl
9298,184823,crawl
9298,193020,crawl
9298,2642431,crawl
9298,76288,crawl
9298,18945,crawl
9298,515,crawl
9298,309765,crawl
9298,2120204,crawl
9298,29198,crawl
9298,289295,crawl
9298,64016,crawl
9298,2220803,crawl
9298,29206,crawl
9298,287940,crawl
9298,1249830,crawl
9298,45616,crawl
9298,564,crawl
9298,29238,crawl
9298,2616,crawl
9298,164411,crawl
9298,16958,crawl
9298,540085,crawl
9298,12870,crawl
9298,56417,crawl
9298,89492,crawl
9298,2184570,crawl
9298,2643,crawl
9298,1124,crawl
9298,10846,crawl
9298,76390,crawl
9298,72298,crawl
9298,185447,crawl
9298,23148,crawl
9298,123901,crawl
9298,66161,crawl
9298,93630,crawl
9298,2696,crawl
9298,2161292,crawl
9298,1025474,crawl
9298,2101007,crawl
9298,6808,crawl
9298,133819,crawl
9298,129727,crawl
9298,117047,crawl
9298,62146,crawl
9298,37668,crawl
9298,2780,crawl
9298,139997,crawl
9298,15070,crawl
9298,37601,crawl
9298,342755,crawl
9298,62181,crawl
9298,117480,crawl
9298,6902,crawl
9298,7636,crawl
9298,763,crawl
9298,239786,crawl
9298,324359,crawl
9298,2174082,crawl
9298,4891,crawl
9298,2319769,crawl
9298,6946,crawl
9298,115499,crawl
9298,9016,crawl
9298,60219,crawl
9298,202890,crawl
9298,277313,crawl
9298,41798,crawl
9298,584526,crawl
9298,6993,crawl
9298,136677,crawl
9298,119648,crawl
9298,269153,crawl
9298,23399,crawl
9298,194812,crawl
9298,105327,crawl
9298,23409,crawl
9298,103287,crawl
9298,60945,crawl
9298,277392,crawl
9298,2565009,crawl
9298,21315,crawl
9298,141124,crawl
9298,91041,crawl
9298,2979,crawl
9298,943,crawl
9298,168888,crawl
9298,1770436,crawl
9298,3014,crawl
9298,7116,crawl
9298,338893,crawl
9298,1289680,crawl
9298,19416,crawl
9298,144549,crawl
9298,1970342,crawl
9298,3050,crawl
9298,135655,crawl
9298,78834,crawl
9298,287913,crawl
9298,19451,crawl
9298,13308,crawl
9298,64888,crawl
9298,95235,crawl
9298,5128,crawl
9298,2508631,crawl
9298,113679,crawl
9298,29725,crawl
9298,5153,crawl
9298,1399,crawl
9298,21544,crawl
9298,156718,crawl
9298,343537,crawl
9298,101430,crawl
9298,8031,crawl
9298,109628,crawl
9298,270568,crawl
9298,281002,crawl
9298,42048,crawl
9298,42051,crawl
9298,97348,crawl
9298,144454,crawl
9298,64586,crawl
9298,5207,crawl
9298,25697,crawl
9298,15459,crawl
9298,3172,crawl
9298,2192572,crawl
9298,3186,crawl
9298,1150,crawl
9298,1152,crawl
9298,224386,crawl
9298,1159,crawl
9298,208011,crawl
9298,1303694,crawl
9298,4973,crawl
9298,78992,crawl
9298,78994,crawl
9298,87189,crawl
9298,2088473,crawl
9298,68762,crawl
9298,144241,crawl
9298,74931,crawl
9298,233673,crawl
9298,116596,crawl
9298,23745,crawl
9298,113858,crawl
9298,58564,crawl
9298,1230,crawl
9298,3282,crawl
9298,25818,crawl
9298,7396,crawl
9298,74989,crawl
9298,25852,crawl
9298,2318054,crawl
9298,3338,crawl
9298,83213,crawl
9298,166787,crawl
9298,66836,crawl
9298,328983,crawl
9298,381325,crawl
9298,58657,crawl
9298,859428,crawl
9298,11575,crawl
9298,9528,crawl
9298,68922,crawl
9298,1343,crawl
9298,113989,crawl
9298,255301,crawl
9298,116039,crawl
9298,1356,crawl
9298,16952,crawl
9298,118107,crawl
9298,330251,crawl
9298,187751,crawl
9298,102135,crawl
9298,17780,crawl
9298,62840,crawl
9298,150905,crawl
9298,23930,crawl
9298,21912,crawl
9298,13721,crawl
9298,112025,crawl
9298,138673,crawl
9298,12190,crawl
9298,124343,crawl
9298,15801,crawl
9298,96159,crawl
9298,11710,crawl
9298,52675,crawl
9298,97736,crawl
9298,69067,crawl
9298,15828,crawl
9298,1158613,crawl
9298,1496,crawl
9298,3558,crawl
9298,36329,crawl
9298,17899,crawl
9298,19954,crawl
9298,40436,crawl
9298,241143,crawl
9298,316224,crawl
9298,136706,crawl
9298,2377221,crawl
9298,75270,crawl
9298,251408,crawl
9298,4696,crawl
9298,9751,crawl
9298,75289,crawl
9298,1564,crawl
9298,86183,crawl
9298,67105,crawl
9298,118308,crawl
9298,179750,crawl
9298,51540,crawl
9298,3676,crawl
9298,2265351,crawl
9298,13868,crawl
9298,34349,crawl
9298,63069,crawl
9298,2102837,crawl
9298,2391608,crawl
9298,1290,crawl
9298,79425,crawl
9298,5707,crawl
9298,314958,crawl
9298,2088535,crawl
9298,5723,crawl
9298,1628,crawl
9298,108126,crawl
9298,138848,crawl
9298,9490,crawl
9298,1665,crawl
9298,3716,crawl
9298,5765,crawl
9298,163465,crawl
9298,109305,crawl
9298,89746,crawl
9298,79509,crawl
9298,13982,crawl
9298,83617,crawl
9298,22179,crawl
9298,28328,crawl
9298,224943,crawl
9298,26290,crawl
9298,102067,crawl
9298,108215,crawl
9298,247486,crawl
9298,57632,crawl
9298,73436,crawl
9298,71366,crawl
9298,85703,crawl
9298,46804,crawl
9298,129657,crawl
9298,1756,crawl
9298,7902,crawl
9298,3809,crawl
9298,20197,crawl
9298,26346,crawl
9298,173805,crawl
9298,141045,crawl
9298,243446,crawl
9298,28628,crawl
9298,308781,crawl
9298,89854,crawl
9298,3840,crawl
9298,270084,crawl
9298,2244225,crawl
9298,59150,crawl
9298,69392,crawl
9298,58328,crawl
9298,28436,crawl
9298,2199319,crawl
9298,378659,crawl
9298,42802,crawl
9298,102202,crawl
