u1,u2,mask_weight
722,15342,1.5
722,15443,1.5
722,15658,1.5
722,16530,1.5
722,16630,1.5
722,16691,1.5
722,16740,1.5
722,17449,1.5
722,17901,1.5
723,1006,1.5
724,1076,1.5
724,1571,1.5
724,1981,1.5
724,2372,1.5
724,2511,1.5
724,2960,1.5
724,3208,1.5
724,3563,1.5
724,6672,1.5
724,8795,1.5
724,21194,1.5
724,25590,1.5
725,4080,1.5
726,19434,1.5
727,14264,1.5
727,21194,1.5
727,26249,1.5
728,13931,1.5
728,14264,1.5
729,1017,1.5
729,1504,1.5
729,1677,1.5
729,1900,1.5
729,2431,1.5
729,5027,1.5
729,5726,1.5
729,5744,1.5
729,5928,1.5
729,6735,1.5
729,6980,1.5
729,9644,1.5
729,12806,1.5
729,13211,1.5
729,17863,1.5
730,841,1.5
730,887,1.5
730,1012,1.5
730,1017,1.5
730,2095,1.5
730,5094,1.5
730,8203,1.5
730,13308,1.5
730,18568,1.5
730,29731,1.5
731,7238,1.5
731,25631,1.5
731,31576,1.5
732,879,1.5
732,3500,1.5
732,6344,1.5
732,7234,1.5
732,8095,1.5
732,10196,1.5
732,15434,1.5
732,16299,1.5
733,3296,1.5
734,739,1.5
734,930,1.5
734,1571,1.5
734,3563,1.5
734,4034,1.5
734,4395,1.5
734,4550,1.5
734,4948,1.5
734,5009,1.5
734,7471,1.5
734,8068,1.5
734,11917,1.5
734,11987,1.5
734,12834,1.5
734,14356,1.5
734,14580,1.5
734,15360,1.5
734,20065,1.5
734,23009,1.5
735,2200,1.5
736,5535,1.5
736,9135,1.5
737,837,1.5
737,991,1.5
737,1063,1.5
737,2502,1.5
737,3168,1.5
737,5151,1.5
737,6269,1.5
737,6939,1.5
737,9915,1.5
737,10512,1.5
737,11826,1.5
737,13388,1.5
737,15373,1.5
738,21729,1.5
739,1855,1.5
739,3502,1.5
739,3528,1.5
739,3995,1.5
739,4807,1.5
739,4987,1.5
739,5092,1.5
739,5566,1.5
739,6757,1.5
739,7354,1.5
739,8609,1.5
739,8909,1.5
739,8989,1.5
739,11352,1.5
739,25098,1.5
740,1846,1.5
740,2828,1.5
740,4142,1.5
740,4165,1.5
740,4553,1.5
740,5094,1.5
740,5524,1.5
740,5877,1.5
740,7865,1.5
740,9937,1.5
740,10507,1.5
740,11982,1.5
740,18898,1.5
741,893,1.5
741,967,1.5
741,1031,1.5
741,1064,1.5
741,1072,1.5
741,1076,1.5
741,1124,1.5
741,1132,1.5
741,1136,1.5
741,1150,1.5
741,1165,1.5
741,1187,1.5
741,1218,1.5
741,1297,1.5
741,1392,1.5
741,1425,1.5
741,1447,1.5
741,1459,1.5
741,1752,1.5
741,1770,1.5
741,2198,1.5
741,2319,1.5
741,2511,1.5
741,2542,1.5
741,2590,1.5
741,2653,1.5
741,2679,1.5
741,2684,1.5
741,2695,1.5
741,2830,1.5
741,3031,1.5
741,3089,1.5
741,3208,1.5
741,3374,1.5
741,3702,1.5
741,4034,1.5
741,4284,1.5
741,4912,1.5
741,4931,1.5
741,5252,1.5
741,5600,1.5
741,5726,1.5
741,5736,1.5
741,7681,1.5
741,8645,1.5
741,9107,1.5
741,9901,1.5
741,10419,1.5
741,10802,1.5
741,11649,1.5
741,12485,1.5
741,12542,1.5
741,12545,1.5
741,15143,1.5
741,25602,1.5
742,1250,1.5
742,1371,1.5
742,1821,1.5
742,1845,1.5
742,1862,1.5
742,2675,1.5
742,3208,1.5
742,4518,1.5
742,5745,1.5
742,6407,1.5
742,9473,1.5
742,10172,1.5
742,10959,1.5
742,12125,1.5
742,13186,1.5
742,13481,1.5
742,14338,1.5
743,7376,1.5
744,15070,1.5
745,1400,1.5
745,3465,1.5
745,8911,1.5
746,4489,1.5
747,1093,1.5
747,2524,1.5
747,4456,1.5
747,6620,1.5
748,11183,1.5
748,14622,1.5
748,25838,1.5
750,1613,1.5
750,3960,1.5
750,7443,1.5
750,10913,1.5
750,17504,1.5
751,921,1.5
751,932,1.5
751,1621,1.5
751,2741,1.5
751,2747,1.5
751,3019,1.5
751,3605,1.5
751,5565,1.5
751,7236,1.5
751,8209,1.5
751,8246,1.5
751,14844,1.5
751,15812,1.5
752,2306,1.5
753,756,1.5
753,776,1.5
753,791,1.5
753,1571,1.5
753,3026,1.5
753,3528,1.5
753,6660,1.5
753,11672,1.5
755,760,1.5
755,1063,1.5
756,757,1.5
756,776,1.5
756,791,1.5
756,1111,1.5
756,1703,1.5
756,1737,1.5
756,5837,1.5
756,6262,1.5
756,7360,1.5
756,8814,1.5
756,9461,1.5
756,10832,1.5
756,13044,1.5
756,16704,1.5
756,18122,1.5
757,776,1.5
757,887,1.5
757,991,1.5
757,1117,1.5
757,1362,1.5
757,1703,1.5
757,1862,1.5
757,2086,1.5
757,3296,1.5
757,3563,1.5
757,4034,1.5
757,4417,1.5
757,5534,1.5
757,5537,1.5
757,6388,1.5
757,7154,1.5
757,7157,1.5
757,8943,1.5
757,11672,1.5
757,12596,1.5
757,14071,1.5
757,15342,1.5
757,21194,1.5
757,21416,1.5
757,21873,1.5
757,27007,1.5
758,841,1.5
758,930,1.5
758,1063,1.5
758,1943,1.5
758,2550,1.5
758,2979,1.5
758,3070,1.5
758,3208,1.5
758,3787,1.5
758,4980,1.5
758,4987,1.5
758,5475,1.5
758,5535,1.5
758,5599,1.5
758,5755,1.5
758,5820,1.5
758,5896,1.5
758,6060,1.5
758,6103,1.5
758,7473,1.5
758,8462,1.5
758,8645,1.5
758,8909,1.5
758,11255,1.5
758,11649,1.5
758,11672,1.5
758,12325,1.5
758,12521,1.5
758,12591,1.5
758,13016,1.5
758,13257,1.5
758,13397,1.5
758,13509,1.5
758,27064,1.5
758,29407,1.5
758,29960,1.5
759,2097,1.5
759,15551,1.5
759,19437,1.5
761,1821,1.5
762,2961,1.5
763,990,1.5
763,1571,1.5
763,2032,1.5
763,6057,1.5
763,16719,1.5
764,3208,1.5
764,4034,1.5
765,772,1.5
765,6251,1.5
765,7457,1.5
765,9117,1.5
765,10669,1.5
765,12185,1.5
765,13754,1.5
765,17676,1.5
765,27455,1.5
765,31270,1.5
766,1432,1.5
766,1562,1.5
766,2550,1.5
766,2887,1.5
766,3296,1.5
766,3447,1.5
766,3528,1.5
766,3892,1.5
766,4034,1.5
766,5009,1.5
766,5547,1.5
766,5560,1.5
766,5614,1.5
766,5737,1.5
766,6862,1.5
766,6871,1.5
766,7900,1.5
766,8645,1.5
766,11574,1.5
766,11824,1.5
766,12094,1.5
766,12205,1.5
766,12325,1.5
766,14264,1.5
766,16530,1.5
766,16630,1.5
767,4034,1.5
767,17096,1.5
768,1882,1.5
768,1922,1.5
768,3288,1.5
768,3296,1.5
768,19540,1.5
768,25033,1.5
769,1267,1.5
769,1331,1.5
769,1895,1.5
769,2403,1.5
769,2511,1.5
769,2678,1.5
769,2734,1.5
769,3655,1.5
769,4034,1.5
769,5009,1.5
769,5110,1.5
769,5658,1.5
769,5931,1.5
769,6323,1.5
769,6800,1.5
769,7347,1.5
769,7382,1.5
769,8900,1.5
769,9176,1.5
769,9456,1.5
769,9877,1.5
769,9973,1.5
769,10820,1.5
769,10860,1.5
769,11074,1.5
769,11649,1.5
769,11672,1.5
769,11768,1.5
769,11884,1.5
769,11984,1.5
769,11996,1.5
769,12257,1.5
769,12467,1.5
769,12897,1.5
769,13509,1.5
769,14264,1.5
769,14370,1.5
769,14679,1.5
769,16691,1.5
769,18301,1.5
769,18761,1.5
769,19009,1.5
769,19335,1.5
769,21194,1.5
769,22201,1.5
769,24449,1.5
769,26726,1.5
769,29732,1.5
769,29846,1.5
769,30020,1.5
769,30557,1.5
770,873,1.5
770,1074,1.5
770,1117,1.5
770,1411,1.5
770,1752,1.5
770,1791,1.5
770,1811,1.5
770,1827,1.5
770,3506,1.5
770,3528,1.5
770,3995,1.5
770,5728,1.5
770,6305,1.5
770,6686,1.5
770,8209,1.5
770,8957,1.5
770,10109,1.5
770,11523,1.5
770,11649,1.5
770,12658,1.5
770,12834,1.5
770,13431,1.5
770,16829,1.5
770,20272,1.5
770,21399,1.5
771,1049,1.5
771,1480,1.5
771,1533,1.5
771,1604,1.5
771,4098,1.5
771,4424,1.5
771,4442,1.5
771,4489,1.5
771,5129,1.5
771,5780,1.5
771,5862,1.5
771,5968,1.5
771,6193,1.5
771,6351,1.5
771,8436,1.5
771,8746,1.5
771,9812,1.5
771,10263,1.5
771,11339,1.5
771,14209,1.5
771,14675,1.5
771,15414,1.5
771,15551,1.5
771,15860,1.5
771,16085,1.5
771,16920,1.5
771,17328,1.5
771,17676,1.5
771,19373,1.5
771,20065,1.5
771,20189,1.5
771,20248,1.5
771,22196,1.5
771,22855,1.5
772,3605,1.5
772,7645,1.5
772,8595,1.5
772,11017,1.5
772,13454,1.5
772,16330,1.5
772,22493,1.5
772,26360,1.5
772,27455,1.5
772,29207,1.5
773,12528,1.5
774,6715,1.5
774,22938,1.5
775,2979,1.5
775,3652,1.5
775,12264,1.5
776,791,1.5
776,930,1.5
776,1004,1.5
776,1117,1.5
776,1124,1.5
776,1501,1.5
776,1571,1.5
776,1705,1.5
776,1828,1.5
776,1970,1.5
776,2086,1.5
776,5009,1.5
776,5062,1.5
776,5091,1.5
776,7157,1.5
776,7324,1.5
776,7425,1.5
776,7586,1.5
776,8746,1.5
776,9496,1.5
776,9811,1.5
776,10802,1.5
776,10883,1.5
776,11574,1.5
776,11596,1.5
776,11649,1.5
776,11672,1.5
777,2511,1.5
777,4079,1.5
777,31418,1.5
778,798,1.5
778,807,1.5
778,1405,1.5
778,1775,1.5
778,2316,1.5
778,2457,1.5
778,3670,1.5
778,4424,1.5
778,6432,1.5
778,9250,1.5
778,11649,1.5
778,15039,1.5
778,15869,1.5
779,870,1.5
779,1438,1.5
779,1737,1.5
779,2029,1.5
779,2809,1.5
779,4130,1.5
779,12331,1.5
779,15191,1.5
780,782,1.5
780,12738,1.5
780,19231,1.5
780,20065,1.5
781,1013,1.5
781,5475,1.5
781,8296,1.5
782,4056,1.5
782,5183,1.5
782,5493,1.5
783,1546,1.5
783,1604,1.5
783,10811,1.5
783,12185,1.5
783,21194,1.5
784,3489,1.5
784,3662,1.5
784,3888,1.5
784,8203,1.5
784,8889,1.5
785,2168,1.5
785,31143,1.5
786,984,1.5
786,1649,1.5
786,1897,1.5
786,2140,1.5
786,2595,1.5
786,3296,1.5
786,3605,1.5
786,4034,1.5
786,4280,1.5
786,4545,1.5
786,5555,1.5
786,7643,1.5
786,11098,1.5
786,14517,1.5
786,19490,1.5
786,20113,1.5
786,23633,1.5
786,27191,1.5
787,1431,1.5
787,1462,1.5
787,1582,1.5
787,1603,1.5
787,2357,1.5
787,2618,1.5
787,2873,1.5
787,3640,1.5
787,5110,1.5
787,6342,1.5
787,6492,1.5
787,10440,1.5
787,13212,1.5
787,15090,1.5
787,19404,1.5
787,24769,1.5
787,27256,1.5
787,30040,1.5
788,870,1.5
788,1041,1.5
788,1100,1.5
788,1215,1.5
788,1288,1.5
788,1299,1.5
788,1613,1.5
788,2046,1.5
788,2574,1.5
788,2620,1.5
788,2797,1.5
788,3652,1.5
788,3848,1.5
788,4457,1.5
788,4912,1.5
788,5433,1.5
788,5955,1.5
788,6171,1.5
788,6380,1.5
788,6571,1.5
788,9272,1.5
788,11012,1.5
788,11752,1.5
788,11763,1.5
788,12462,1.5
788,13310,1.5
788,13835,1.5
788,16396,1.5
789,13191,1.5
790,799,1.5
790,4375,1.5
790,4980,1.5
790,5560,1.5
790,6060,1.5
790,6464,1.5
790,7558,1.5
790,11672,1.5
790,11974,1.5
790,12339,1.5
790,12596,1.5
790,14799,1.5
790,16740,1.5
790,18893,1.5
790,19261,1.5
790,19396,1.5
790,23358,1.5
790,23655,1.5
790,30179,1.5
791,794,1.5
791,817,1.5
791,1501,1.5
791,2200,1.5
791,4830,1.5
791,5837,1.5
791,7367,1.5
791,13458,1.5
791,14264,1.5
791,16724,1.5
791,20234,1.5
791,26900,1.5
791,29827,1.5
792,1920,1.5
792,3093,1.5
793,797,1.5
793,947,1.5
793,1631,1.5
793,1918,1.5
793,2673,1.5
793,7573,1.5
793,13495,1.5
793,15013,1.5
793,26922,1.5
793,31082,1.5
794,1392,1.5
794,1770,1.5
794,2294,1.5
794,3110,1.5
794,4767,1.5
794,4980,1.5
794,5079,1.5
794,6129,1.5
794,6827,1.5
794,7159,1.5
794,7255,1.5
794,7367,1.5
794,7797,1.5
794,8448,1.5
794,8528,1.5
794,8645,1.5
794,9496,1.5
794,10883,1.5
794,11481,1.5
794,11649,1.5
794,12110,1.5
794,12331,1.5
794,12339,1.5
794,12964,1.5
794,14795,1.5
795,1571,1.5
795,1821,1.5
795,1840,1.5
795,1841,1.5
795,1917,1.5
795,2550,1.5
795,2732,1.5
795,2742,1.5
795,3208,1.5
795,3528,1.5
795,3563,1.5
795,4034,1.5
795,4098,1.5
795,4243,1.5
795,5702,1.5
795,5906,1.5
795,6511,1.5
795,6655,1.5
795,6667,1.5
795,6672,1.5
795,6696,1.5
795,6813,1.5
795,6856,1.5
795,7324,1.5
795,7545,1.5
795,7819,1.5
795,9157,1.5
795,10142,1.5
795,10423,1.5
795,12407,1.5
795,12652,1.5
795,14675,1.5
795,15719,1.5
795,15750,1.5
795,16807,1.5
795,20065,1.5
795,20481,1.5
795,20764,1.5
795,22240,1.5
795,25035,1.5
795,25064,1.5
795,25171,1.5
795,25189,1.5
795,26710,1.5
795,28311,1.5
795,29295,1.5
796,29732,1.5
797,830,1.5
797,869,1.5
797,1076,1.5
797,1479,1.5
797,1535,1.5
797,1546,1.5
797,1631,1.5
797,1653,1.5
797,1682,1.5
797,1910,1.5
797,1943,1.5
797,2511,1.5
797,3296,1.5
797,3632,1.5
797,4034,1.5
797,5377,1.5
797,5387,1.5
797,5572,1.5
797,12576,1.5
798,828,1.5
798,879,1.5
798,967,1.5
798,987,1.5
798,1046,1.5
798,1069,1.5
798,1072,1.5
798,1078,1.5
798,1132,1.5
798,1150,1.5
798,1153,1.5
798,1270,1.5
798,1287,1.5
798,1303,1.5
798,1358,1.5
798,1362,1.5
798,1425,1.5
798,1427,1.5
798,1532,1.5
798,1819,1.5
798,1821,1.5
798,1880,1.5
798,1933,1.5
798,1991,1.5
798,2104,1.5
798,2363,1.5
798,2511,1.5
798,2545,1.5
798,2678,1.5
798,2979,1.5
798,3031,1.5
798,3034,1.5
798,3458,1.5
798,3461,1.5
798,3496,1.5
798,3528,1.5
798,3563,1.5
798,3653,1.5
798,3661,1.5
798,3676,1.5
798,3787,1.5
798,4034,1.5
798,4098,1.5
798,4489,1.5
798,4609,1.5
798,4898,1.5
798,4951,1.5
798,4974,1.5
798,5009,1.5
798,5137,1.5
798,5149,1.5
798,5582,1.5
798,5660,1.5
798,6081,1.5
798,6313,1.5
798,6599,1.5
798,6672,1.5
798,7198,1.5
798,7485,1.5
798,7491,1.5
798,7660,1.5
798,7792,1.5
798,8049,1.5
798,8909,1.5
798,9388,1.5
798,9901,1.5
798,9973,1.5
798,10423,1.5
798,10626,1.5
798,11485,1.5
798,11574,1.5
798,11649,1.5
798,11672,1.5
798,11767,1.5
798,12257,1.5
798,12332,1.5
798,12339,1.5
798,12485,1.5
798,12545,1.5
798,12642,1.5
798,13240,1.5
798,13509,1.5
798,14809,1.5
798,14819,1.5
798,15342,1.5
798,16184,1.5
798,17436,1.5
798,17462,1.5
798,17524,1.5
798,18414,1.5
798,18507,1.5
798,19345,1.5
798,19435,1.5
798,20065,1.5
798,20233,1.5
798,20764,1.5
798,21137,1.5
798,21194,1.5
798,22185,1.5
798,22855,1.5
798,23649,1.5
798,24560,1.5
798,25366,1.5
798,27455,1.5
798,28487,1.5
798,28525,1.5
798,29512,1.5
798,29732,1.5
798,30109,1.5
799,893,1.5
799,1011,1.5
799,1571,1.5
799,1834,1.5
799,1991,1.5
799,2098,1.5
799,2353,1.5
799,2498,1.5
799,3114,1.5
799,3208,1.5
799,3528,1.5
799,3656,1.5
799,3714,1.5
799,4375,1.5
799,4965,1.5
799,4974,1.5
799,5560,1.5
799,5614,1.5
799,5653,1.5
799,5725,1.5
799,5820,1.5
799,6060,1.5
799,7490,1.5
799,8018,1.5
799,8725,1.5
799,8954,1.5
799,8971,1.5
799,9134,1.5
799,10110,1.5
799,10424,1.5
799,11672,1.5
799,11816,1.5
799,11917,1.5
799,11996,1.5
799,12092,1.5
799,12261,1.5
799,12314,1.5
799,12339,1.5
799,12596,1.5
799,12986,1.5
799,13230,1.5
799,13648,1.5
799,15342,1.5
799,15492,1.5
799,15796,1.5
799,16740,1.5
799,17130,1.5
799,17629,1.5
799,17901,1.5
799,17933,1.5
799,18893,1.5
799,19101,1.5
799,19261,1.5
799,20472,1.5
799,21194,1.5
799,23655,1.5
801,928,1.5
801,1174,1.5
801,1293,1.5
801,1571,1.5
801,1677,1.5
801,1941,1.5
801,3208,1.5
801,3471,1.5
801,3472,1.5
801,3549,1.5
801,3563,1.5
801,3603,1.5
801,3714,1.5
801,4071,1.5
801,5035,1.5
801,5058,1.5
801,6575,1.5
801,6999,1.5
801,9058,1.5
801,11049,1.5
801,11879,1.5
801,13610,1.5
801,13621,1.5
801,13972,1.5
801,14352,1.5
801,14686,1.5
801,14690,1.5
801,15762,1.5
801,17203,1.5
801,19596,1.5
801,20869,1.5
801,22775,1.5
801,29767,1.5
804,838,1.5
804,1255,1.5
804,1571,1.5
805,1721,1.5
805,10756,1.5
806,969,1.5
806,1031,1.5
806,1046,1.5
806,1150,1.5
806,1287,1.5
806,1427,1.5
806,1645,1.5
806,1819,1.5
806,1862,1.5
806,2271,1.5
806,2408,1.5
806,2468,1.5
806,2713,1.5
806,2891,1.5
806,2901,1.5
806,2999,1.5
806,3026,1.5
806,3115,1.5
806,3208,1.5
806,3374,1.5
806,3521,1.5
806,3548,1.5
806,3572,1.5
806,3942,1.5
806,3958,1.5
806,4284,1.5
806,4365,1.5
806,5315,1.5
806,5316,1.5
806,5533,1.5
806,5779,1.5
806,5780,1.5
806,6221,1.5
806,7394,1.5
806,7586,1.5
806,8584,1.5
806,8930,1.5
806,9817,1.5
806,22497,1.5
807,893,1.5
807,1429,1.5
807,1562,1.5
807,2659,1.5
807,3540,1.5
807,8900,1.5
807,9496,1.5
807,9530,1.5
807,11228,1.5
807,12897,1.5
807,15160,1.5
807,20065,1.5
807,20722,1.5
807,23245,1.5
808,3489,1.5
808,6493,1.5
808,11561,1.5
808,12291,1.5
808,14261,1.5
808,14526,1.5
808,16350,1.5
808,17089,1.5
809,948,1.5
809,1283,1.5
809,1545,1.5
809,1700,1.5
809,2501,1.5
809,7375,1.5
809,11665,1.5
809,13670,1.5
810,1638,1.5
810,4269,1.5
810,6129,1.5
811,930,1.5
811,1004,1.5
811,1064,1.5
811,1362,1.5
811,1571,1.5
811,1821,1.5
811,2511,1.5
811,3026,1.5
811,3208,1.5
811,3563,1.5
811,4181,1.5
811,4365,1.5
811,5475,1.5
811,7436,1.5
811,8645,1.5
811,10354,1.5
811,10598,1.5
811,11339,1.5
811,11456,1.5
811,11649,1.5
811,12855,1.5
811,13545,1.5
811,23614,1.5
811,27677,1.5
812,894,1.5
812,2375,1.5
812,3296,1.5
812,3444,1.5
812,4012,1.5
812,5775,1.5
812,6579,1.5
813,11325,1.5
813,13067,1.5
813,20214,1.5
814,4022,1.5
814,6187,1.5
815,1279,1.5
815,1628,1.5
815,1768,1.5
815,1821,1.5
815,1870,1.5
815,2032,1.5
815,2041,1.5
815,2049,1.5
815,2118,1.5
815,2224,1.5
815,2435,1.5
815,2511,1.5
815,2887,1.5
815,3166,1.5
815,3251,1.5
815,3254,1.5
815,3509,1.5
815,3528,1.5
815,3652,1.5
815,3893,1.5
815,3895,1.5
815,3995,1.5
815,4098,1.5
815,4244,1.5
815,4414,1.5
815,4470,1.5
815,4489,1.5
815,4831,1.5
815,4948,1.5
815,5009,1.5
815,5345,1.5
815,5346,1.5
815,5495,1.5
815,5566,1.5
815,5614,1.5
815,5737,1.5
815,6080,1.5
815,6672,1.5
815,6699,1.5
815,7471,1.5
815,7692,1.5
815,7811,1.5
815,7914,1.5
815,8034,1.5
815,8094,1.5
815,8191,1.5
815,8320,1.5
815,8609,1.5
815,8662,1.5
815,9642,1.5
815,9766,1.5
815,10307,1.5
815,10423,1.5
815,10461,1.5
815,10480,1.5
815,10538,1.5
815,10871,1.5
815,11625,1.5
815,11644,1.5
815,11672,1.5
815,11917,1.5
815,12012,1.5
815,12014,1.5
815,12205,1.5
815,12277,1.5
815,12993,1.5
815,12996,1.5
815,13343,1.5
815,13473,1.5
815,14133,1.5
815,14264,1.5
815,14580,1.5
815,14675,1.5
815,14798,1.5
815,14939,1.5
815,15091,1.5
815,15270,1.5
815,15298,1.5
815,15503,1.5
815,15551,1.5
815,15695,1.5
815,16332,1.5
815,16551,1.5
815,17581,1.5
815,17676,1.5
815,17878,1.5
815,18078,1.5
815,18141,1.5
815,18211,1.5
815,19021,1.5
815,19277,1.5
815,19373,1.5
815,19692,1.5
815,19763,1.5
815,20065,1.5
815,20233,1.5
815,20318,1.5
815,20414,1.5
815,20432,1.5
815,20501,1.5
815,20632,1.5
815,20764,1.5
815,20840,1.5
815,21074,1.5
815,21428,1.5
815,22126,1.5
815,22855,1.5
815,24690,1.5
815,26094,1.5
815,26922,1.5
815,26928,1.5
815,26996,1.5
815,27161,1.5
815,27378,1.5
815,27455,1.5
815,27721,1.5
815,29220,1.5
815,30425,1.5
816,2853,1.5
816,3043,1.5
816,18686,1.5
818,12577,1.5
819,5599,1.5
819,12462,1.5
819,24342,1.5
819,25437,1.5
820,1044,1.5
820,6671,1.5
820,13099,1.5
820,14603,1.5
821,1958,1.5
821,2033,1.5
821,2584,1.5
821,3940,1.5
821,4034,1.5
821,8742,1.5
821,12738,1.5
822,877,1.5
822,916,1.5
822,1117,1.5
822,1118,1.5
822,2650,1.5
822,2651,1.5
822,3489,1.5
822,4293,1.5
822,5255,1.5
822,9516,1.5
822,9744,1.5
822,9821,1.5
822,11012,1.5
822,11255,1.5
822,11816,1.5
822,16396,1.5
822,16428,1.5
822,18169,1.5
822,24449,1.5
823,19060,1.5
824,2511,1.5
824,9635,1.5
824,13921,1.5
824,16664,1.5
824,16953,1.5
825,1164,1.5
825,3208,1.5
825,3389,1.5
825,13931,1.5
825,17519,1.5
826,967,1.5
826,1392,1.5
826,1504,1.5
826,1811,1.5
826,2608,1.5
826,5394,1.5
826,5644,1.5
826,5726,1.5
826,8675,1.5
826,13577,1.5
826,13969,1.5
826,14180,1.5
826,21134,1.5
827,12328,1.5
828,967,1.5
828,1072,1.5
828,1132,1.5
828,1150,1.5
828,1300,1.5
828,1474,1.5
828,2511,1.5
828,2830,1.5
828,3499,1.5
828,4081,1.5
828,6835,1.5
828,6879,1.5
828,6906,1.5
828,7513,1.5
828,9901,1.5
828,11649,1.5
828,12125,1.5
828,25344,1.5
828,29910,1.5
828,30018,1.5
829,2043,1.5
830,1153,1.5
830,1218,1.5
830,2511,1.5
830,2912,1.5
830,3146,1.5
830,4052,1.5
830,5009,1.5
830,5364,1.5
830,5702,1.5
830,5706,1.5
830,6166,1.5
830,6181,1.5
830,6515,1.5
830,6672,1.5
830,7785,1.5
830,8645,1.5
830,9079,1.5
830,9154,1.5
830,9736,1.5
830,11255,1.5
830,14580,1.5
830,19719,1.5
830,26475,1.5
831,7372,1.5
831,15639,1.5
831,16009,1.5
831,27677,1.5
831,28466,1.5
832,1546,1.5
832,1807,1.5
832,3640,1.5
832,6270,1.5
832,8746,1.5
832,26150,1.5
833,894,1.5
833,1161,1.5
833,1571,1.5
833,2400,1.5
833,4530,1.5
833,9278,1.5
833,16436,1.5
834,1361,1.5
834,4198,1.5
834,6525,1.5
834,6814,1.5
834,7798,1.5
836,20793,1.5
836,30958,1.5
837,1827,1.5
837,2650,1.5
837,3208,1.5
837,4165,1.5
837,4741,1.5
837,4948,1.5
837,5287,1.5
837,5383,1.5
837,5550,1.5
837,5670,1.5
837,5726,1.5
837,5929,1.5
837,5989,1.5
837,6901,1.5
837,9644,1.5
837,10412,1.5
837,11826,1.5
837,12832,1.5
837,13028,1.5
837,14526,1.5
837,14696,1.5
837,17846,1.5
837,19080,1.5
837,21906,1.5
837,22280,1.5
837,22817,1.5
838,979,1.5
838,987,1.5
838,1542,1.5
838,1571,1.5
838,1572,1.5
838,3136,1.5
838,3296,1.5
838,4609,1.5
838,8057,1.5
838,9601,1.5
838,12990,1.5
838,15298,1.5
838,15350,1.5
839,887,1.5
839,1283,1.5
839,2501,1.5
839,7375,1.5
839,8308,1.5
840,1251,1.5
840,1253,1.5
840,9530,1.5
840,20782,1.5
841,882,1.5
841,967,1.5
841,1328,1.5
841,1424,1.5
841,1504,1.5
841,1562,1.5
841,1571,1.5
841,2511,1.5
841,3026,1.5
841,4303,1.5
841,4633,1.5
841,4824,1.5
841,5896,1.5
841,6214,1.5
841,6298,1.5
841,6980,1.5
841,8755,1.5
841,8990,1.5
841,9901,1.5
841,11241,1.5
841,11672,1.5
841,11826,1.5
841,11844,1.5
841,12092,1.5
841,12177,1.5
841,13157,1.5
841,13896,1.5
841,15697,1.5
842,1883,1.5
842,2017,1.5
842,2051,1.5
842,2075,1.5
842,2287,1.5
842,3208,1.5
842,3341,1.5
842,3937,1.5
842,4034,1.5
842,7752,1.5
842,10950,1.5
842,12301,1.5
842,12716,1.5
842,12877,1.5
842,17586,1.5
842,18295,1.5
842,22944,1.5
842,22945,1.5
842,23164,1.5
842,30280,1.5
843,1000,1.5
843,3276,1.5
843,3416,1.5
843,3724,1.5
843,7142,1.5
843,12257,1.5
843,15795,1.5
843,19862,1.5
844,3467,1.5
844,5560,1.5
844,5599,1.5
845,1429,1.5
845,3368,1.5
845,3655,1.5
845,9421,1.5
845,14763,1.5
847,3503,1.5
847,10238,1.5
847,10873,1.5
847,15408,1.5
847,19091,1.5
848,1199,1.5
848,26651,1.5
850,2249,1.5
850,3350,1.5
850,4842,1.5
850,10405,1.5
850,10662,1.5
850,10698,1.5
850,11320,1.5
850,11677,1.5
850,11751,1.5
850,11765,1.5
850,11820,1.5
850,13381,1.5
850,14991,1.5
850,15090,1.5
850,15857,1.5
850,20992,1.5
850,21499,1.5
850,22094,1.5
850,22662,1.5
850,28766,1.5
850,30645,1.5
851,1278,1.5
851,2353,1.5
851,5755,1.5
851,6032,1.5
851,7276,1.5
851,7755,1.5
851,8206,1.5
851,9752,1.5
851,11969,1.5
851,12257,1.5
851,12733,1.5
851,12865,1.5
851,13292,1.5
851,15585,1.5
851,17275,1.5
851,17921,1.5
851,19878,1.5
851,20094,1.5
851,22965,1.5
851,24129,1.5
851,25663,1.5
851,26855,1.5
851,29767,1.5
851,29877,1.5
851,30801,1.5
852,1967,1.5
852,2204,1.5
852,5399,1.5
852,6120,1.5
852,6832,1.5
852,10797,1.5
852,12015,1.5
853,3338,1.5
853,11918,1.5
853,19171,1.5
854,3563,1.5
854,4034,1.5
854,18021,1.5
854,24583,1.5
855,3208,1.5
855,3290,1.5
855,4034,1.5
855,4373,1.5
855,5556,1.5
855,5613,1.5
855,6372,1.5
855,6862,1.5
855,7499,1.5
855,15781,1.5
855,20255,1.5
855,20318,1.5
855,23013,1.5
856,1821,1.5
856,10062,1.5
857,3336,1.5
858,1546,1.5
858,9507,1.5
858,10423,1.5
858,11448,1.5
858,18748,1.5
858,23358,1.5
858,24690,1.5
859,968,1.5
859,8746,1.5
859,15875,1.5
860,967,1.5
860,1150,1.5
860,13504,1.5
860,15068,1.5
860,25042,1.5
861,1073,1.5
861,2424,1.5
861,3711,1.5
861,4012,1.5
861,6927,1.5
861,8202,1.5
861,10098,1.5
861,11947,1.5
861,13073,1.5
861,20832,1.5
862,8395,1.5
863,956,1.5
863,992,1.5
863,1635,1.5
