u1,u2
4722,6108
2670,6110
369,6111
481,1898
878,6112
1899,2087
1899,2333
1296,1899
1900,2025
999,1900
1901,6587
1901,5453
1134,6116
871,6118
2224,6120
2780,6120
2998,6120
3128,6120
4629,6120
369,6122
1905,5255
2002,6123
6123,6267
2224,6123
6123,6581
6123,6604
2780,6123
2933,6123
2998,6123
3128,6123
66,6123
4321,6123
5008,6123
239,1908
656,1909
929,1909
1910,1921
1910,6310
475,1910
930,1910
1150,1910
0,26
26,892
2674,6125
1050,6125
3785,6127
279,1911
2121,6128
2305,6128
3494,6129
6130,6731
3858,6130
4241,6131
1288,6132
1912,4237
1913,2321
818,1913
1913,5522
2807,6133
446,6133
5355,6133
6134,6162
6134,6745
3180,6134
1043,6135
1917,4445
1919,3362
1919,3838
1919,4082
1919,4537
1921,2558
1921,2629
1921,2892
1921,2899
449,1921
1921,4955
1059,1921
1089,1921
1185,1921
1921,5351
2731,6136
4007,6137
640,1922
1057,1922
142,1922
6138,6506
1923,2154
1923,3498
1923,3787
637,1923
1923,4623
10,1923
828,1923
1923,4835
849,1923
871,1923
1029,1923
1170,1923
1924,2413
1925,2070
1925,2257
1925,2728
3350,6140
4047,6140
5409,6140
2709,6141
3172,6141
1928,2542
1929,4220
6144,6473
201,2542
201,2546
201,277
201,757
201,910
201,936
148,201
201,5414
6145,6543
690,6146
5023,6148
1933,2646
1934,6387
1934,2739
1934,6806
1934,3366
1934,3509
1935,6387
1935,6512
1935,3075
1935,4029
828,1935
1935,4840
885,1935
1280,1935
1936,6303
1936,6351
1936,6397
273,1936
1936,3683
822,1936
1017,1936
2952,6153
6154,6477
4019,6154
1937,2359
352,1937
417,1937
478,1937
1937,4045
872,1937
910,1937
110,6155
886,1938
1940,3044
1940,4037
3143,6158
5517,6158
1941,2183
1942,6494
456,1943
766,6163
2554,6164
1022,6164
1947,6397
1947,2973
1947,3683
1948,3451
1948,3539
3441,6168
3890,6170
1949,4409
1949,4779
1950,3678
6173,6629
5292,6173
202,6426
202,5024
6174,6624
1089,6174
1951,3881
1952,2137
1952,2295
1952,2416
667,1952
1268,1952
159,1952
1953,4088
6179,6603
2990,6179
631,6180
642,6181
2775,6183
1957,4578
3766,6185
842,1958
27,518
27,892
27,1350
2251,6188
3508,6188
4284,6188
5082,6188
1960,2258
1960,5097
1961,4882
1962,6827
1962,5119
1964,5430
36,1965
569,1965
1965,5024
1965,5235
1342,1965
697,6189
1966,5136
1966,5333
1968,2196
1968,6460
1968,2533
324,1968
1968,3993
1968,4042
1968,4413
669,1968
718,1968
947,1968
1968,5121
2637,6193
907,6193
967,6193
3181,6194
842,6194
5239,6194
1969,6519
1969,2796
1971,2882
279,6199
2606,6202
311,1975
1976,5442
3497,6204
84,6204
1977,6310
1977,2465
407,1978
1978,3929
1116,1978
126,1979
1980,4135
840,1980
1981,2606
59,1981
5003,6208
5075,6209
158,1982
1983,4608
111,1983
1984,3715
501,1984
6212,6578
2553,6212
217,6213
3052,6214
4543,6214
3726,6215
3750,6216
5177,6216
863,6218
2065,6219
6219,6387
6219,6519
2466,6219
2637,6219
2985,6219
3723,6219
3996,6219
4029,6219
828,6219
4971,6219
5067,6219
963,6219
967,6219
1025,6219
1059,6219
769,1986
871,6220
1987,2551
2542,6221
439,6221
4347,6221
6223,6644
769,1991
857,1991
977,1991
1185,1991
697,6224
705,6224
2985,6225
1009,6225
209,1993
294,1993
775,1993
1994,2168
1996,3852
217,1998
1998,2671
277,1998
302,1998
1998,3216
37,1998
324,1998
1998,3507
380,1998
454,1998
530,1998
89,1998
1998,4553
97,1998
106,1998
947,1998
992,1998
1023,1998
144,1998
1206,1998
1224,1998
1999,4361
10,1999
1999,5004
1056,1999
2000,3246
399,2000
2000,3918
877,2000
2001,2137
203,206
2002,2079
2002,2113
2002,6581
2002,6680
2002,2606
2002,2780
2002,2998
2002,4629
1293,2002
1304,2002
239,2004
1214,2004
551,6230
2005,2359
2005,3398
407,2005
697,2005
260,2006
28,2668
28,871
28,4918
28,883
28,1211
204,325
204,3700
204,998
3037,6231
352,6231
111,6231
1185,6231
2008,3542
3235,6232
2009,6522
2009,6725
2009,2747
2010,2698
4075,6233
2811,6234
4996,6234
1335,6234
6236,6520
2331,6237
3459,6237
1291,6238
2654,6239
871,6239
5506,6239
2011,2808
2011,4080
5359,6244
2013,4304
1177,2014
2015,2160
286,2015
1265,2015
2016,2658
3850,6245
205,4671
205,876
2017,2116
2017,2398
478,2017
82,2017
2017,5302
2017,5506
2018,2040
2018,2163
2719,6246
4037,6246
2067,6247
4317,6248
5013,6249
4409,6250
4445,6251
769,2020
2021,4531
1138,2021
226,2022
6255,6527
2024,2056
2024,6387
2024,2333
2024,2644
2024,2674
301,2024
311,2024
2024,3414
2024,3498
2024,4029
479,2024
485,2024
540,2024
599,2024
10,2024
729,2024
769,2024
963,2024
1059,2024
1185,2024
1267,2024
3570,6256
3623,6256
424,6256
352,2026
2027,4895
1009,2027
2027,5133
2027,5326
2028,3570
2028,4263
698,2028
2028,4860
132,2028
4164,6259
2650,6260
3214,6260
5085,6260
5287,6260
5543,6260
453,2029
2030,2317
2031,6289
2031,2724
356,2031
2116,6262
2985,6262
4037,6262
2032,4089
2033,6601
2033,2427
2033,2473
2033,3762
2033,3885
887,2033
496,2034
1057,6266
2224,6267
6267,6604
6267,6662
2606,6267
2780,6267
2937,6267
2998,6267
3735,6267
3956,6267
66,6267
6268,6528
2786,6268
3354,6268
3571,6268
4148,6268
4727,6268
207,231
207,410
70,207
207,857
207,865
126,207
3410,6270
5208,6270
2036,4485
2036,4528
2036,5566
3290,6271
6272,6584
2037,5472
2039,4106
769,2040
2443,6274
272,6274
734,6274
2042,6337
2042,2487
2042,3699
406,2042
2042,4130
2042,4860
1264,2042
2042,5554
6275,6742
5305,6276
33,2043
621,2043
729,2043
883,2043
992,2043
140,2043
2044,2551
2044,3037
2045,3248
2159,6279
3301,6279
4276,6281
5545,6281
2047,2359
1056,2047
1308,6282
5085,6284
5543,6284
2048,2656
2048,2684
2048,2714
2048,3292
325,2048
2049,4675
2049,4980
1221,2050
2051,3888
2319,6288
580,2053
2054,2704
697,2054
2056,3414
2057,4262
2058,4222
637,2058
942,2058
1037,2058
3002,6294
3838,6294
622,6294
1334,6294
2059,2509
2059,4907
1185,2059
1345,2059
3850,6295
1034,6297
2062,2155
2062,3274
2065,6387
2065,2214
2065,6472
2065,6519
2065,2616
2065,2647
2065,2674
2065,2775
2065,2919
326,2065
2065,3616
2065,3996
2065,4426
90,2065
2065,4971
963,2065
1059,2065
697,6298
3457,6299
2066,2137
828,2066
2066,5278
4232,6305
6307,6531
3200,6308
3078,6309
3688,6309
111,6309
2465,6310
475,6310
106,6310
2069,3328
111,209
2070,2257
528,2070
2071,2542
2071,2669
352,2071
2071,3688
2071,4131
2071,4746
865,2071
917,2071
1300,2071
2072,2246
5150,6316
3971,6317
2074,3639
478,2074
2074,4177
769,2074
2075,2629
2077,2766
3103,6320
524,2079
719,2079
2080,6387
754,2080
2081,3513
841,2081
2081,5054
2082,3220
325,2082
2082,5293
2084,3295
2087,3450
568,2087
2087,4339
596,2087
2087,4875
1199,2087
614,2088
2089,3065
534,2090
917,2090
4891,6323
2092,6739
2093,2231
2095,4163
2095,4242
2096,3012
600,2098
702,6324
662,2100
2103,2520
2103,3192
6327,6455
2506,6327
2105,5000
2105,5525
2106,6362
2106,3877
6328,6376
6328,6503
2942,6329
6331,6519
6331,6585
2859,6331
3401,6331
4971,6331
1059,6331
2107,4014
3437,6333
3670,6333
4980,6333
5044,6334
2109,3851
2109,4800
2111,6387
2111,6472
2111,6582
2111,2404
2111,2455
32,2111
2111,3643
2111,3685
683,2111
2113,2224
2113,2780
2113,2998
675,2113
2113,4629
3052,6339
588,6339
6340,6733
4706,6340
2114,3133
239,2115
2115,2558
2115,3216
2115,3498
2115,3629
2115,3633
362,2115
1143,2115
1352,2115
2116,2119
2116,2183
2116,2533
2116,2812
33,2116
2116,2985
2116,3170
2116,3400
2116,4229
655,2116
667,2116
2116,4651
769,2116
158,2116
1306,2116
2116,5507
1335,2116
2117,4062
3767,6341
519,2118
673,2118
718,2118
791,2118
2119,2866
2119,3261
2119,3286
2119,3498
2119,3721
2119,3964
518,2119
2119,4382
708,2119
10,2119
771,2119
793,2119
965,2119
2120,2492
304,2120
211,3398
211,865
5194,6344
2124,2184
2124,2328
2124,3064
2124,3377
2124,3757
2124,4038
2124,4122
2124,4873
2125,5561
4764,6348
2126,2842
367,2126
2126,4125
2126,4227
579,2126
700,2126
769,2126
2126,4875
1335,2126
2165,6350
2894,6350
3960,6350
2956,6353
2132,2351
1089,2132
1114,2132
6355,6798
352,2133
2134,3056
2134,3116
2135,2811
2137,6387
2137,3498
449,2137
2137,4486
701,2137
10,2137
730,2137
901,2137
979,2137
1059,2137
2138,2202
4969,6359
2139,3148
585,2139
641,2139
1044,2139
2142,3080
3877,6362
2144,3439
1035,2144
6363,6639
3077,6363
962,6363
2148,2359
2149,3057
2149,4274
239,2150
2150,5216
660,2151
2152,2208
2152,6740
2152,6852
2152,2986
2152,3435
5459,6367
213,414
76,213
10,213
213,1108
213,1359
4321,6368
5502,6368
2153,3028
2153,4854
225,2154
2154,2508
2154,2873
2154,3027
2154,3250
2154,3658
2154,3924
2154,4107
629,2154
2154,4806
963,2154
2154,5186
2154,5313
1185,2154
2155,3464
2606,6369
3698,6369
214,784
3125,6370
257,2157
1360,2157
2159,2791
2160,2258
6373,6548
6373,6861
498,6373
611,2161
92,2161
9,2161
815,2161
1228,2161
2162,3131
876,2162
2163,2719
2163,6842
2163,3498
2163,3999
2163,4006
2163,4037
497,2163
2163,4155
2163,4729
865,2163
123,2163
940,2163
1011,2163
6374,6547
2165,2223
2165,6596
2165,3470
2165,3859
2165,3960
2165,4873
2165,4887
2165,5531
2166,3660
2167,4562
4302,6378
3895,6379
2168,2775
2168,2859
2168,2999
2168,3167
2168,4482
828,2168
1143,2168
4330,6380
6382,6394
3435,6382
391,6382
2172,2784
2172,2946
2424,6386
2210,6387
2214,6387
2219,6387
224,6387
6387,6472
6387,6501
6387,6512
6387,6519
6387,6605
6387,6625
2466,6387
2519,6387
2579,6387
2637,6387
2674,6387
2716,6387
2757,6387
2775,6387
2788,6387
2839,6387
2889,6387
2919,6387
2985,6387
3075,6387
311,6387
3194,6387
3261,6387
3272,6387
326,6387
3401,6387
3544,6387
3616,6387
3685,6387
411,6387
464,6387
3996,6387
4029,6387
4132,6387
529,6387
562,6387
73,6387
4426,6387
90,6387
730,6387
4774,6387
828,6387
4817,6387
112,6387
4918,6387
885,6387
4971,6387
4985,6387
931,6387
5036,6387
963,6387
967,6387
1009,6387
1025,6387
1059,6387
1198,6387
153,6387
1280,6387
1318,6387
5518,6387
5536,6387
2173,4132
871,6390
3285,6392
18,6392
2986,6394
3329,6394
631,6394
2175,2280
2175,2915
2175,2996
2175,3412
2175,3568
2175,3723
2175,3816
843,2175
2177,2606
2177,2739
1306,2177
2973,6397
4576,6398
2178,4472
592,2179
892,2179
146,2179
2181,6884
220,2183
2183,2333
2183,6580
2183,2416
2183,2466
2183,2718
2183,2985
2183,3080
2183,3412
2183,3471
379,2183
2183,3755
417,2183
443,2183
2183,4229
584,2183
2183,4410
2183,4451
666,2183
2183,4588
1056,2183
2183,5235
2183,5338
1185,2183
1186,2183
1235,2183
159,2183
1359,2183
2184,3064
2184,3377
2184,3757
401,2184
2184,4038
2184,4873
1048,2184
2185,2465
2185,3171
372,2185
380,2185
564,2185
574,2185
2185,4364
871,2185
2185,5237
2186,2774
4421,6403
609,6403
2187,3287
816,2188
3084,6406
2513,6408
634,2190
4580,6409
796,6409
4882,6409
6410,6469
5235,6411
3575,6414
4473,6415
3082,6417
6418,6744
85,6419
2472,6420
428,2192
2193,4057
2193,5541
2194,3111
1185,2194
217,224
217,2291
217,231
217,240
217,286
217,3058
217,379
217,410
51,217
217,460
217,465
217,486
217,577
217,4661
217,865
217,1007
217,1099
217,1169
217,1296
350,2198
2198,3711
2198,3739
462,2198
603,2198
1205,2198
3098,6421
2200,3403
2201,2643
2201,2880
2201,3169
2201,3686
618,2201
753,2201
2201,4992
973,2201
5084,6422
3085,6423
2203,6513
3688,6427
4285,6427
5263,6427
2205,3593
1183,2205
6429,6482
4991,6431
2206,2366
2206,3271
332,2207
1030,2207
2208,6459
2208,6616
2208,4354
4106,6435
3008,6438
449,6438
3616,6439
2210,2439
2210,2739
1059,2210
6440,6612
2683,6441
4124,6441
4167,6441
100,6442
2211,2363
2211,2629
4109,6443
1272,6444
662,2212
697,2212
1138,2212
2212,5459
2213,2343
968,2213
2214,6519
2214,2466
2214,2616
2214,2674
2214,2775
2214,3167
311,2214
2214,3883
2214,3996
2214,4029
720,2214
828,2214
2214,4918
885,2214
963,2214
1009,2214
1059,2214
2718,6448
3636,6448
3931,6448
2216,2886
38,218
218,714
2217,5233
6450,6519
3996,6450
4029,6450
593,6450
1041,6450
1059,6450
2218,3937
2220,4800
673,2221
219,2350
4878,6451
5133,6451
5057,6452
2222,2425
2222,3498
479,2222
2222,4249
2222,4514
697,2222
123,2222
2223,2363
2223,6596
2223,2458
2223,3424
697,2223
2223,4746
2223,5531
2224,6581
2224,6662
2224,2606
2224,2780
2224,3128
408,2224
520,2224
2224,4203
2224,5052
1230,2224
2224,5512
220,694
2225,2261
2225,2373
2225,3078
929,2225
2225,5460
2225,5550
3038,6455
221,2887
2228,6791
2228,5562
2344,6457
2230,2255
2230,6802
2780,6458
4629,6458
2231,2738
2231,3039
782,2231
2231,5293
1138,2231
2231,5324
1246,2231
243,2232
10,2232
2233,2704
2233,2719
3,222
2235,4530
3721,6460
2237,4858
89,2240
93,2240
799,2240
928,2241
2242,4037
2242,4151
2242,4863
2242,5005
2243,4125
2243,5056
469,2244
2245,2906
224,2637
224,3389
224,4151
3883,6467
303,2246
356,2246
871,2246
936,2246
153,2246
3367,6469
2859,6472
3262,6472
112,6472
4839,6472
5323,6472
5364,6472
2249,3080
2249,3324
2249,3732
851,2250
2251,2795
2251,3508
2251,4284
2251,5080
2252,4266
2261,6473
2256,3318
925,2256
2258,2319
2258,2415
2258,2481
286,2258
2258,2961
2258,3078
2258,3272
2258,3633
491,2258
2258,4424
655,2258
668,2258
828,2258
2258,5081
1005,2258
1124,2258
1153,2258
1154,2258
1359,2258
2621,6479
6480,6523
2259,2435
1057,2259
6481,6599
6481,6826
5241,6482
1230,6482
1045,2260
225,237
225,313
225,330
225,442
225,467
225,485
225,634
225,722
225,848
225,958
225,988
225,1080
146,225
274,2261
2261,3078
2261,5460
3228,6484
1264,6484
764,2262
113,2262
1231,2262
1269,2264
2265,2740
2265,2821
2265,4037
2265,4424
871,2265
3230,6486
285,2266
2266,3078
478,2266
579,2266
2266,4424
778,2266
865,2266
2267,2676
2268,2643
2271,4403
835,2271
2271,5423
226,2619
226,2632
226,2884
226,2914
226,285
226,287
226,3035
226,325
226,370
226,4072
226,543
226,4423
226,4429
226,700
226,750
226,4911
226,976
226,1251
840,6491
227,233
227,295
227,441
227,449
227,560
227,584
227,944
227,1294
3309,6493
3718,6493
3839,6493
985,6493
149,6493
92,2275
2276,2281
2276,3162
397,6494
2277,3763
5059,6495
235,2278
46,2278
352,2279
865,2279
2280,3412
2281,2913
2281,4961
2664,6496
950,6496
2282,2453
404,2282
967,2282
758,6497
18,6499
2983,6500
5531,6500
2284,4513
796,6502
2287,3123
2290,5369
2291,3700
650,2291
3171,6509
3820,6509
53,6509
4016,6509
4608,6509
822,6509
2742,6510
2615,6514
5088,6515
2575,6516
2293,2542
345,2293
4258,6517
5205,6517
2992,6518
2294,2373
2294,2536
285,2294
2294,3078
478,2294
490,2294
708,2294
865,2294
2294,5258
140,2294
1307,2294
2294,5515
6519,6551
2357,6519
2436,6519
2466,6519
2616,6519
2674,6519
2753,6519
3000,6519
3221,6519
3685,6519
3996,6519
4073,6519
4362,6519
4390,6519
4446,6519
4482,6519
90,6519
828,6519
885,6519
4971,6519
5067,6519
963,6519
1009,6519
1025,6519
1059,6519
2809,6520
3399,6522
4656,6522
2739,6523
10,6523
4045,6525
4947,6525
1230,6525
4700,6526
853,2296
2344,6527
3272,6527
3638,6527
469,2298
593,2298
3299,6528
3354,6528
2299,6690
460,2300
771,2300
2300,5401
3784,6532
4396,6532
5262,6532
286,6533
2750,6534
229,3421
478,2302
121,2303
2304,6805
2304,3931
2306,3437
2306,4980
795,2308
5284,6536
561,2309
1001,6538
3228,6539
45,230
230,697
230,769
3307,6540
361,6540
917,6540
766,6541
231,2410
231,240
34,231
231,298
231,300
51,231
231,475
66,231
231,565
86,231
94,231
231,710
231,711
231,815
126,231
231,1051
231,1096
17,231
146,231
149,231
156,231
231,1296
163,231
16,2311
0,30
30,532
2,30
30,1173
30,1206
4367,6544
2975,6545
3171,6545
3971,6545
4074,6545
4442,6545
4530,6545
778,6545
63,2316
2575,6548
2719,6548
352,6548
370,6548
4037,6548
865,6548
1059,6548
1306,6548
579,2317
1107,2317
2648,6550
2318,3488
325,2319
410,2319
626,2319
769,2319
117,2319
1120,2319
3651,6552
4557,6552
2320,2655
2321,5161
2322,6674
2322,3657
2322,3774
424,6555
1138,6555
3250,6557
794,6557
2325,6585
2326,6877
2326,3269
2326,4072
2326,4975
6558,6619
2327,2468
2327,3388
1138,2327
2328,4038
2748,6559
325,6559
2329,3286
2329,4685
936,2329
1302,2329
5132,6562
2331,2542
2333,2542
2333,2985
111,2333
895,2333
232,266
46,232
232,508
80,232
6566,6784
2340,2704
718,2340
2519,6568
3341,6568
3912,6568
5180,6568
4123,6570
541,2342
6571,6774
947,6574
239,2344
623,2344
1211,2344
1235,6579
370,2346
2346,3755
577,2346
1020,2346
1231,2346
461,2347
106,2347
2348,2524
2348,2884
2542,6580
2873,6580
2349,3843
6581,6662
2606,6581
2739,6581
2780,6581
3128,6581
3786,6581
4629,6581
4769,6581
1230,6581
3487,6582
1114,2351
2352,2957
2352,3493
2352,4375
1156,2352
463,6584
2353,3466
2354,2915
2356,2691
2356,2820
2357,2466
2357,2616
2357,2674
2357,2775
2357,3040
311,2357
2357,3996
2357,4029
529,2357
562,2357
2357,4863
963,2357
1009,2357
1059,2357
2358,2593
2359,3078
2359,3570
2359,3966
562,2359
2359,4424
828,2359
895,2359
965,2359
1024,2359
1155,2359
1296,2359
536,2360
851,2360
932,6588
2739,6589
5004,6590
2363,6784
2363,2894
286,2363
498,2363
2363,4852
1346,2363
2364,2571
5528,6591
1021,2366
555,2367
697,2367
922,2367
956,2367
132,2367
1304,2367
1316,2367
234,2738
234,1267
2370,2843
286,2370
2370,3091
2370,3464
2370,3562
697,2370
1169,2370
963,6593
1184,6594
828,2371
2371,4918
963,2371
2372,2784
2373,6616
2373,2630
2373,6825
2373,3078
2373,3471
2373,3516
458,2373
468,2373
2373,4104
865,2373
2373,5208
2373,5460
4215,6596
4953,6596
1230,6596
4918,6597
235,3498
235,370
235,397
235,579
9,235
2380,5162
2382,3113
2382,3551
2383,2503
579,6603
2606,6604
2780,6604
6604,6863
3735,6604
3956,6604
515,6604
524,6604
4629,6604
1109,6604
77,2385
503,2386
2418,6607
697,2387
2387,4746
2388,2833
2388,3139
2388,5465
2389,2579
2389,3721
2389,3816
2389,4433
590,2390
1317,2390
561,2391
2391,5569
4660,6611
2392,2786
2393,2403
2393,2519
2393,4911
2393,5165
1185,2393
2394,5422
2396,3513
6614,6847
3004,6614
3015,6614
4093,6614
4556,6614
1323,6614
3800,6615
2398,4729
2400,6680
251,2400
267,2400
2400,3078
2400,3261
478,2400
479,2400
2400,4037
2400,4087
562,2400
763,2400
769,2400
1304,2400
2400,5515
6616,6621
251,6616
3287,6616
3901,6616
4104,6616
4154,6616
524,6616
4327,6616
4638,6616
1155,6616
3331,6617
885,2402
2404,2476
481,2404
2405,3616
369,2405
2405,4308
2406,4677
927,2406
3045,6621
4267,6623
2443,6625
3873,6625
734,6625
2408,6680
287,2409
273,2410
2410,3089
2410,3171
324,2410
2410,3770
53,2410
2410,4530
2410,4533
2410,4713
149,2410
1284,2410
450,2411
2412,4890
1212,2412
443,2413
2413,4696
671,6627
2416,3274
383,2416
1185,2416
5506,6631
2417,3951
1103,6632
2419,2859
922,2419
4623,6633
4156,6634
4107,6635
2421,3848
3805,6636
237,2637
237,611
237,865
237,1107
237,1138
3837,6640
2425,2881
479,2425
553,2425
2427,4918
2605,6645
3138,6645
3548,6645
2429,6810
2429,4037
2429,4748
878,2429
2429,5404
778,2430
66,2431
2431,4240
2619,6647
2911,6647
3101,6647
2434,4296
371,2435
2435,4179
717,2435
778,2435
138,2435
865,2436
1057,2436
2436,5453
2689,6653
2439,3996
757,2439
828,2439
2439,5036
1086,2439
2441,2606
325,6654
272,2443
2443,6863
2443,3151
2443,3323
2443,3888
2443,4648
734,2443
697,2444
2679,6655
697,2448
270,6657
2449,3747
2450,2904
2451,2736
404,2453
613,2453
865,2453
2455,2476
2455,6839
2455,3598
2455,4485
94,2455
98,2455
2455,4683
101,2455
918,2455
2455,5162
132,2455
2455,5555
2750,6659
2456,3414
3912,6660
2458,2612
2458,4259
2458,4265
2458,4980
251,2459
2459,3006
2459,3163
2459,3166
356,2459
648,2459
2459,4911
132,2459
442,2461
2461,4188
1000,2461
239,6794
239,3062
239,3137
239,3246
239,325
239,332
239,3575
239,3663
239,3859
239,3918
239,3971
239,4196
239,553
239,561
239,653
239,690
239,765
239,4765
239,4797
239,4845
239,877
239,4918
117,239
239,883
239,1138
239,1224
2606,6662
2780,6662
4629,6662
1230,6662
461,2463
2786,6665
2464,2578
993,2464
2466,2674
2466,2748
2466,2775
2466,2919
2466,2999
2466,3167
2466,3272
2466,3996
2466,4029
2466,4132
562,2466
593,2466
2466,4467
828,2466
856,2466
2466,4918
963,2466
967,2466
1009,2466
2466,5142
1059,2466
2466,5323
2466,5518
79,2467
2467,4968
1348,2467
31,302
31,53
31,149
2469,2606
2469,4875
240,3250
240,3658
240,3721
240,410
240,3924
64,240
240,562
240,4399
240,654
240,697
113,240
240,4835
240,905
4,240
240,1175
2470,2739
2470,4059
241,3589
747,2472
2473,4027
2475,5342
346,2476
2476,3570
2476,3772
555,2476
94,2476
697,2476
132,2476
3838,6671
691,2477
2480,4411
1306,2481
2483,3201
334,2484
2484,4445
2484,4628
2484,4911
2486,2679
2486,4750
2487,4485
6673,6687
822,2488
160,2489
2491,2753
242,3256
242,5521
350,2492
462,2492
3619,6674
3657,6674
697,6675
2597,6676
6676,6807
33,2495
2495,3342
830,2495
1149,2495
2496,2621
2496,2873
2496,3103
2496,3135
325,2496
370,2496
2496,4125
598,2496
828,2496
2496,4956
321,2497
598,2498
478,6677
865,6677
5235,6679
158,6679
331,6680
3966,6680
465,6680
1304,6680
244,3095
2672,6681
871,6681
5024,6681
2501,2509
91,2501
769,2501
251,2502
865,2502
2502,4952
1224,2502
1277,2502
2503,3167
2503,4191
245,3103
245,479
111,245
245,1051
245,1306
245,1351
2504,3318
2504,5531
2505,4535
2611,6684
246,791
246,5174
246,5248
2507,3565
2507,4808
2508,3273
91,2509
1335,2509
1345,2509
2510,4340
2511,6696
352,2513
2513,4248
2514,4111
1116,6690
2515,2758
2519,3912
2519,4756
2519,5075
390,2520
2521,3402
2808,6691
3256,6691
561,6691
2522,2526
2523,3144
697,2523
2524,2864
2524,4886
947,2524
958,2524
2524,5084
1224,2524
1277,2524
1269,2525
76,2527
1185,2527
1263,2528
2530,3097
1142,2530
2534,4029
2536,2641
871,6692
2537,3634
2539,3841
865,2540
2541,3228
1329,2541
4281,6693
5405,6693
2542,2849
277,2542
285,2542
2542,2985
2542,3005
2542,3166
2542,3391
2542,3401
331,2542
2542,3479
352,2542
2542,3669
2542,3690
379,2542
2542,4211
577,2542
600,2542
743,2542
769,2542
2542,4729
2542,4796
2542,5106
130,2542
1155,2542
1307,2542
2542,5515
1351,2542
83,2543
1040,2543
2547,4037
390,2548
2549,4471
247,3409
247,3414
247,780
247,936
2550,3059
2551,2719
2551,2819
2551,2840
2551,3037
2551,3321
2551,4037
561,2551
2551,4611
763,2551
2551,4729
111,2551
865,2551
2551,5104
1020,2551
2551,5302
1185,2551
1296,2551
163,2551
564,2554
138,2555
2558,2899
2558,3109
2558,3406
449,2558
2558,4125
2558,4174
2558,4181
85,2558
2558,4521
710,2558
2560,3758
2562,5133
6701,6713
842,6701
5256,6701
2563,3065
2563,4025
2564,4676
2719,6702
2565,2621
325,2565
2565,3476
2565,3707
894,2565
325,2567
4001,6703
2568,4883
1012,2569
2569,5252
248,3826
147,248
5257,6705
739,6706
2572,2886
705,6710
2573,6876
279,2575
2575,3005
2575,3475
2575,4220
111,2575
2576,2592
2576,3513
2576,3836
2577,3892
793,2577
1292,2577
993,2578
2578,5258
529,2579
533,2579
2579,4918
249,2590
249,390
249,809
2581,2915
89,2581
843,2581
5256,6713
2583,3386
2584,4885
251,370
251,3755
251,710
251,769
251,865
132,251
251,1277
2605,6714
3224,6714
3570,6714
3577,6714
3684,6714
555,6714
4485,6714
4665,6714
4875,6714
5555,6714
311,6715
5313,6715
1124,2587
820,2588
1320,2589
4845,6719
390,2590
2592,6784
4598,6721
252,4713
252,860
2594,6861
535,2596
3382,6723
5345,6724
2597,6807
5015,6726
3249,6727
4670,6727
708,6728
2598,3146
2598,3167
2598,4029
551,2598
160,2600
2904,6731
3858,6731
5358,6731
865,2601
3673,6733
4706,6733
2602,3912
1078,2602
3109,6734
1158,2604
2605,2769
2605,3945
2606,2660
278,2606
2606,6873
2606,2953
2606,2998
2606,3128
332,2606
2606,3684
2606,3704
2606,3734
47,2606
394,2606
2606,3797
417,2606
2606,3904
2606,4055
2606,4056
515,2606
524,2606
533,2606
2606,4203
543,2606
553,2606
2606,4309
600,2606
648,2606
2606,4583
708,2606
2606,4629
725,2606
2606,4769
2606,4813
910,2606
2606,5040
2606,5052
972,2606
1198,2606
158,2606
2607,3787
32,2797
32,3347
32,3433
32,514
4923,6736
2610,2820
2611,4696
2613,5531
2614,5331
2615,6865
1005,6738
2616,2674
2616,2889
2616,2919
2616,3414
2616,4362
885,2616
936,2616
1242,2616
2618,3270
1224,2618
2921,6741
697,6741
5313,6743
2619,2632
2619,2884
285,2619
2619,3204
439,2619
2619,3995
2619,4072
2619,4227
700,2619
2619,4746
857,2619
1059,2619
1251,2619
2620,3003
475,2621
894,2621
992,2621
1167,2621
2623,3394
2623,5237
2625,3174
3180,6745
2626,4291
1181,2626
3693,6746
1089,2629
2630,3867
2631,3831
53,2631
4522,6747
253,261
253,3453
253,3933
253,4385
253,5231
285,2632
543,2632
793,2632
878,2632
2634,4416
440,2635
1196,2636
76,2637
967,2637
2638,4256
2639,4052
2640,2722
462,2641
2642,3817
5466,6750
2643,3169
2643,3686
618,2643
753,2643
973,2643
2644,3000
1217,2644
0,3469
0,372
0,510
0,527
0,4188
0,2
0,4697
0,1173
0,1206
6752,6850
2646,2739
2647,2674
2649,3649
132,2649
2649,5366
1138,2652
2653,2665
2653,3138
2653,3333
2653,3359
2654,3577
2654,3585
494,2654
498,2654
2655,6760
274,2655
142,2655
325,2656
2656,4578
1089,2656
3310,6755
3509,6755
2658,2671
2661,4875
2665,4443
2666,4993
4746,6760
2667,4655
2668,6784
883,2668
1069,2668
730,2671
1246,2671
871,2672
2674,2775
2674,2919
2674,3389
2674,3996
2674,4029
529,2674
562,2674
757,2674
828,2674
885,2674
963,2674
967,2674
1059,2674
1280,2674
2676,4553
2676,4623
2976,6765
2679,3272
2679,3685
2679,4717
828,2679
2679,4971
1155,2680
2681,5552
2682,3220
598,2682
2682,5056
110,2683
1187,6767
256,815
3134,6768
5248,6769
4296,6771
2689,5332
2690,2702
1138,2690
1170,2690
4499,6772
257,5106
257,1330
64,258
2880,6774
5550,6774
757,2696
