u1,u2,n_groups,n_venues,weight_idf
522,1002,2,1,0.457724
496,1050,2,1,0.457724
496,1002,2,1,0.457724
496,522,2,1,0.457724
331,390,2,1,0.457724
331,522,2,1,0.457724
331,398,2,1,0.457724
390,398,2,1,0.457724
390,608,2,1,0.457724
398,608,2,1,0.457724
206,331,2,1,0.457724
331,521,2,1,0.457724
331,496,2,1,0.457724
365,734,2,1,0.457724
286,522,2,1,0.457724
331,536,2,1,0.457724
331,727,2,1,0.457724
286,496,2,1,0.457724
521,1002,2,1,0.457724
234,522,2,1,0.457724
206,608,2,1,0.457724
304,523,2,1,0.457724
129,679,2,1,0.457724
410,709,2,1,0.457724
331,890,2,1,0.457724
372,1021,2,1,0.457724
331,796,2,1,0.457724
331,750,2,1,0.457724
331,589,2,1,0.457724
463,890,2,1,0.457724
463,796,2,1,0.457724
463,750,2,1,0.457724
343,1019,2,1,0.457724
286,521,2,1,0.457724
463,589,2,1,0.457724
486,759,2,1,0.457724
90,759,2,1,0.457724
90,486,2,1,0.457724
759,866,2,1,0.457724
410,589,2,1,0.457724
410,750,2,1,0.457724
350,759,2,1,0.457724
410,796,2,1,0.457724
679,885,2,1,0.457724
679,921,2,1,0.457724
395,679,2,1,0.457724
679,761,2,1,0.457724
166,921,2,1,0.457724
166,885,2,1,0.457724
129,166,2,1,0.457724
343,395,2,1,0.457724
201,304,2,1,0.457724
304,410,2,1,0.457724
343,761,2,1,0.457724
372,395,2,1,0.457724
372,761,2,1,0.457724
410,890,2,1,0.457724
160,372,2,1,0.457724
521,759,2,1,0.457724
463,709,2,1,0.457724
328,759,2,1,0.457724
659,823,2,1,0.457724
34,521,2,1,0.457724
234,521,2,1,0.457724
34,350,2,1,0.457724
34,328,2,1,0.457724
34,156,2,1,0.457724
34,866,2,1,0.457724
659,1068,2,1,0.457724
823,1068,2,1,0.457724
156,759,2,1,0.457724
336,1027,2,1,0.457724
160,732,2,1,0.457724
732,1019,2,1,0.457724
732,1021,2,1,0.457724
326,686,1,1,0.45512
48,751,1,1,0.45512
354,702,1,1,0.45512
344,949,1,1,0.45512
588,690,1,1,0.45512
71,1018,1,1,0.45512
957,987,1,1,0.45512
535,949,1,1,0.45512
52,164,1,1,0.45512
368,650,1,1,0.45512
303,987,1,1,0.45512
164,1039,1,1,0.45512
150,880,1,1,0.45512
89,1058,1,1,0.45512
651,1058,1,1,0.45512
773,889,1,1,0.45512
39,970,1,1,0.45512
773,831,1,1,0.45512
491,640,1,1,0.45512
166,167,1,1,0.45512
15,167,1,1,0.45512
15,166,1,1,0.45512
824,845,1,1,0.45512
285,390,1,1,0.45512
498,582,1,1,0.45512
166,925,1,1,0.45512
822,912,1,1,0.45512
674,981,1,1,0.45512
167,685,1,1,0.45512
295,676,1,1,0.45512
672,821,1,1,0.45512
215,861,1,1,0.45512
171,372,1,1,0.45512
413,569,1,1,0.45512
685,1039,1,1,0.45512
15,51,1,1,0.45512
354,506,1,1,0.45512
19,543,1,1,0.45512
417,421,1,1,0.45512
115,563,1,1,0.45512
169,499,1,1,0.45512
499,1083,1,1,0.45512
593,612,1,1,0.45512
14,586,2,1,0.453852
14,435,2,1,0.453852
467,495,2,2,0.453684
14,912,2,2,0.452618
172,500,2,2,0.450734
892,1000,2,2,0.442509
187,233,2,2,0.440796
311,1000,2,2,0.439806
137,453,2,1,0.438179
113,766,2,1,0.438179
618,850,1,1,0.434294
47,736,1,1,0.434294
22,618,1,1,0.434294
312,575,1,1,0.434294
406,484,1,1,0.434294
244,536,1,1,0.434294
73,332,1,1,0.434294
251,1076,1,1,0.434294
33,822,1,1,0.434294
294,1076,1,1,0.434294
577,917,1,1,0.434294
280,311,1,1,0.434294
22,850,1,1,0.434294
294,577,1,1,0.434294
178,912,1,1,0.434294
129,665,1,1,0.434294
375,457,1,1,0.434294
114,858,1,1,0.434294
614,848,1,1,0.434294
473,733,1,1,0.434294
424,511,1,1,0.434294
611,831,1,1,0.434294
255,800,1,1,0.434294
732,886,1,1,0.434294
196,1045,1,1,0.434294
638,782,1,1,0.434294
111,782,1,1,0.434294
111,638,1,1,0.434294
111,925,1,1,0.434294
87,648,1,1,0.434294
248,280,1,1,0.434294
457,1051,1,1,0.434294
396,951,1,1,0.434294
539,838,1,1,0.434294
51,878,1,1,0.434294
15,953,1,1,0.434294
476,594,1,1,0.434294
818,1076,1,1,0.434294
594,1064,1,1,0.434294
612,994,1,1,0.434294
442,780,2,2,0.433861
130,938,2,2,0.432462
496,510,2,2,0.431815
291,742,2,2,0.418778
218,360,1,1,0.417032
195,1080,1,1,0.417032
1031,1053,1,1,0.417032
56,1080,1,1,0.417032
674,727,1,1,0.417032
119,216,1,1,0.417032
244,323,1,1,0.417032
12,601,1,1,0.417032
360,897,1,1,0.417032
198,283,1,1,0.417032
783,888,1,1,0.417032
561,1019,1,1,0.417032
550,564,1,1,0.417032
47,561,1,1,0.417032
90,465,1,1,0.417032
360,830,1,1,0.417032
527,1080,1,1,0.417032
231,646,1,1,0.417032
208,806,1,1,0.417032
392,933,1,1,0.417032
728,969,1,1,0.417032
90,496,1,1,0.417032
90,1072,1,1,0.417032
591,805,1,1,0.417032
816,889,1,1,0.417032
88,229,1,1,0.417032
784,1082,1,1,0.417032
335,784,1,1,0.417032
70,261,1,1,0.417032
7,18,1,1,0.417032
727,1019,1,1,0.417032
407,476,1,1,0.417032
196,312,1,1,0.417032
646,721,1,1,0.417032
102,349,1,1,0.417032
107,787,1,1,0.417032
621,831,1,1,0.417032
505,916,1,1,0.417032
107,601,1,1,0.417032
56,130,2,1,0.413541
56,912,2,1,0.413541
130,912,2,1,0.413541
313,730,2,1,0.407724
169,510,2,1,0.405906
354,387,2,1,0.405906
169,890,2,1,0.405906
153,325,2,1,0.405906
153,421,2,1,0.405906
153,780,2,1,0.405906
510,890,2,1,0.405906
110,788,2,1,0.405906
696,788,2,1,0.405906
368,696,2,1,0.405906
110,696,2,1,0.405906
110,368,2,1,0.405906
622,788,2,1,0.405906
325,421,2,1,0.405906
463,713,2,1,0.405906
852,931,2,1,0.405906
159,211,2,1,0.405906
421,780,2,1,0.405906
325,780,2,1,0.405906
831,880,2,1,0.405906
211,710,2,1,0.405906
211,892,2,1,0.405906
249,922,2,1,0.405906
244,922,2,1,0.405906
312,564,2,1,0.405906
249,401,2,1,0.405906
880,922,2,1,0.405906
286,788,2,1,0.405906
286,1000,2,1,0.405906
788,1000,2,1,0.405906
201,564,2,1,0.405906
325,922,2,1,0.405906
569,710,2,1,0.405906
569,922,2,1,0.405906
569,964,2,1,0.405906
710,964,2,1,0.405906
922,964,2,1,0.405906
831,922,2,1,0.405906
249,1017,2,1,0.405906
401,1017,2,1,0.405906
922,1017,2,1,0.405906
211,922,2,1,0.405906
710,880,2,1,0.405906
710,831,2,1,0.405906
413,880,2,1,0.405906
413,831,2,1,0.405906
182,880,2,1,0.405906
182,831,2,1,0.405906
401,922,2,1,0.405906
182,892,2,1,0.405906
159,413,2,1,0.405906
492,719,2,2,0.403274
354,904,1,1,0.40243
443,863,1,1,0.40243
50,354,1,1,0.40243
50,904,1,1,0.40243
594,686,1,1,0.40243
357,701,1,1,0.40243
354,664,1,1,0.40243
805,863,1,1,0.40243
181,354,1,1,0.40243
184,746,1,1,0.40243
54,805,1,1,0.40243
54,158,1,1,0.40243
93,750,1,1,0.40243
234,288,1,1,0.40243
234,249,1,1,0.40243
220,917,1,1,0.40243
220,736,1,1,0.40243
220,288,1,1,0.40243
220,249,1,1,0.40243
220,234,1,1,0.40243
157,288,1,1,0.40243
157,220,1,1,0.40243
352,912,1,1,0.40243
822,994,1,1,0.40243
360,427,1,1,0.40243
18,594,1,1,0.40243
749,767,1,1,0.40243
188,307,1,1,0.40243
282,736,1,1,0.40243
273,783,1,1,0.40243
273,340,1,1,0.40243
249,288,1,1,0.40243
490,917,1,1,0.40243
532,860,1,1,0.40243
351,1051,1,1,0.40243
908,922,1,1,0.40243
95,1024,1,1,0.40243
95,359,1,1,0.40243
243,949,1,1,0.40243
490,949,1,1,0.40243
490,736,1,1,0.40243
249,736,1,1,0.40243
234,490,1,1,0.40243
157,490,1,1,0.40243
581,1012,1,1,0.40243
746,865,1,1,0.40243
288,917,1,1,0.40243
288,736,1,1,0.40243
249,917,1,1,0.40243
745,1082,1,1,0.40243
157,249,1,1,0.40243
317,868,1,1,0.40243
90,1030,1,1,0.40243
402,539,2,1,0.393113
568,1058,2,1,0.393113
408,539,2,1,0.393113
217,288,2,1,0.393113
982,1060,2,1,0.393113
176,1060,2,1,0.393113
176,982,2,1,0.393113
1044,1055,2,1,0.393113
539,1058,2,1,0.393113
527,1044,2,1,0.393113
424,1044,2,1,0.393113
435,1060,2,1,0.393113
435,527,2,1,0.393113
527,1058,2,1,0.393113
81,402,2,1,0.393113
52,664,2,2,0.390955
176,841,1,1,0.389871
43,554,1,1,0.389871
715,813,1,1,0.389871
558,730,1,1,0.389871
255,475,1,1,0.389871
298,954,1,1,0.389871
384,674,1,1,0.389871
685,703,1,1,0.389871
240,1055,1,1,0.389871
255,933,1,1,0.389871
85,856,1,1,0.389871
160,949,1,1,0.389871
30,856,1,1,0.389871
250,475,1,1,0.389871
24,464,1,1,0.389871
250,933,1,1,0.389871
218,933,1,1,0.389871
674,949,1,1,0.389871
1,160,1,1,0.389871
62,484,1,1,0.389871
1,251,1,1,0.389871
486,610,1,1,0.389871
320,949,1,1,0.389871
1,320,1,1,0.389871
1,674,1,1,0.389871
160,251,1,1,0.389871
416,550,1,1,0.389871
302,939,1,1,0.389871
464,905,1,1,0.389871
251,320,1,1,0.389871
251,674,1,1,0.389871
218,664,1,1,0.389871
30,85,1,1,0.389871
280,461,1,1,0.389871
262,289,1,1,0.389871
621,950,1,1,0.389871
325,569,2,2,0.387137
312,1000,2,2,0.387137
62,683,2,1,0.381168
361,897,2,1,0.381168
234,463,1,1,0.378923
197,976,1,1,0.378923
197,921,1,1,0.378923
256,484,1,1,0.378923
208,903,1,1,0.378923
484,921,1,1,0.378923
484,1058,1,1,0.378923
197,208,1,1,0.378923
115,637,1,1,0.378923
125,983,1,1,0.378923
983,1040,1,1,0.378923
293,523,1,1,0.378923
110,516,1,1,0.378923
484,976,1,1,0.378923
484,903,1,1,0.378923
85,345,1,1,0.378923
582,903,1,1,0.378923
433,1080,1,1,0.378923
406,591,1,1,0.378923
208,464,1,1,0.378923
208,484,1,1,0.378923
208,582,1,1,0.378923
350,872,1,1,0.378923
208,1058,1,1,0.378923
464,484,1,1,0.378923
464,582,1,1,0.378923
464,903,1,1,0.378923
464,921,1,1,0.378923
484,582,1,1,0.378923
98,484,1,1,0.378923
582,1058,1,1,0.378923
582,921,1,1,0.378923
582,976,1,1,0.378923
112,279,1,1,0.378923
644,884,1,1,0.378923
25,517,1,1,0.378923
206,383,1,1,0.378923
276,503,1,1,0.378923
375,1007,1,1,0.378923
534,601,1,1,0.378923
903,1058,1,1,0.378923
471,969,1,1,0.378923
471,619,1,1,0.378923
310,375,1,1,0.378923
976,1058,1,1,0.378923
659,748,1,1,0.378923
204,461,1,1,0.378923
34,295,1,1,0.378923
34,293,1,1,0.378923
234,523,1,1,0.378923
750,928,1,1,0.378923
323,639,1,1,0.378923
34,463,1,1,0.378923
475,745,1,1,0.378923
903,976,1,1,0.378923
903,921,1,1,0.378923
464,976,1,1,0.378923
464,1058,1,1,0.378923
450,689,2,1,0.376073
450,915,2,1,0.376073
543,869,2,1,0.376073
620,689,1,1,0.369269
802,1056,1,1,0.369269
148,563,1,1,0.369269
591,1049,1,1,0.369269
484,885,1,1,0.369269
181,1044,1,1,0.369269
61,197,1,1,0.369269
354,1044,1,1,0.369269
513,530,1,1,0.369269
152,171,1,1,0.369269
233,427,1,1,0.369269
233,1049,1,1,0.369269
427,1049,1,1,0.369269
171,668,1,1,0.369269
682,865,1,1,0.369269
344,359,1,1,0.369269
804,927,1,1,0.369269
668,682,1,1,0.369269
350,1065,1,1,0.369269
129,953,1,1,0.369269
492,953,1,1,0.369269
152,865,1,1,0.369269
171,744,1,1,0.369269
488,885,1,1,0.369269
854,1014,1,1,0.369269
152,668,1,1,0.369269
682,744,1,1,0.369269
852,1066,1,1,0.369269
304,768,1,1,0.369269
106,689,1,1,0.369269
265,390,1,1,0.369269
515,549,1,1,0.369269
18,927,1,1,0.369269
304,471,1,1,0.369269
235,948,1,1,0.369269
745,1064,1,1,0.369269
152,744,1,1,0.369269
386,390,1,1,0.369269
263,390,1,1,0.369269
415,985,1,1,0.369269
124,475,1,1,0.369269
244,614,1,1,0.369269
263,386,1,1,0.369269
457,485,1,1,0.369269
527,823,1,1,0.369269
668,744,1,1,0.369269
182,246,1,1,0.369269
406,515,1,1,0.369269
171,682,1,1,0.369269
905,1083,2,1,0.368369
325,664,2,1,0.368369
291,312,2,1,0.368369
375,1000,2,1,0.368369
350,655,2,1,0.368369
887,924,2,1,0.368369
1000,1083,2,1,0.368369
7,688,2,1,0.368369
441,703,2,1,0.368369
641,1000,2,1,0.368369
187,311,2,1,0.368369
325,443,2,1,0.368369
128,1083,2,1,0.368369
924,1083,2,1,0.368369
626,924,2,1,0.368369
350,626,2,1,0.368369
128,492,2,1,0.368369
291,325,2,1,0.368369
626,655,2,1,0.368369
311,924,2,1,0.368369
187,291,2,1,0.368369
812,974,2,1,0.368369
337,502,2,1,0.368369
187,492,2,1,0.368369
641,814,2,1,0.368369
95,913,2,1,0.368369
325,626,2,1,0.368369
492,626,2,1,0.368369
463,823,1,1,0.360674
909,1074,1,1,0.360674
814,1064,1,1,0.360674
229,460,1,1,0.360674
329,746,1,1,0.360674
329,660,1,1,0.360674
17,324,1,1,0.360674
17,647,1,1,0.360674
440,746,1,1,0.360674
844,956,1,1,0.360674
152,409,1,1,0.360674
417,927,1,1,0.360674
148,683,1,1,0.360674
70,761,1,1,0.360674
413,706,1,1,0.360674
9,459,1,1,0.360674
255,266,1,1,0.360674
96,527,1,1,0.360674
852,927,1,1,0.360674
85,291,1,1,0.360674
1004,1015,1,1,0.360674
138,808,1,1,0.360674
132,944,1,1,0.360674
944,1049,1,1,0.360674
51,56,1,1,0.360674
18,409,1,1,0.360674
431,925,1,1,0.360674
132,286,1,1,0.360674
138,849,1,1,0.360674
414,559,1,1,0.360674
96,1068,1,1,0.360674
96,188,1,1,0.360674
664,931,1,1,0.360674
686,944,1,1,0.360674
160,1045,1,1,0.360674
372,470,1,1,0.360674
857,901,1,1,0.360674
286,1049,1,1,0.360674
93,458,1,1,0.352956
532,563,1,1,0.352956
464,710,1,1,0.352956
230,1018,1,1,0.352956
4,629,1,1,0.352956
374,419,1,1,0.352956
90,523,1,1,0.352956
433,750,1,1,0.352956
90,750,1,1,0.352956
66,160,1,1,0.352956
296,365,1,1,0.352956
521,750,1,1,0.352956
362,393,1,1,0.352956
253,927,1,1,0.352956
207,581,1,1,0.352956
214,639,1,1,0.352956
606,639,1,1,0.352956
160,433,1,1,0.352956
66,796,1,1,0.352956
581,1034,1,1,0.352956
665,983,1,1,0.352956
18,503,1,1,0.352956
18,317,1,1,0.352956
66,750,1,1,0.352956
350,523,1,1,0.352956
160,796,1,1,0.352956
350,618,1,1,0.352956
440,744,1,1,0.352956
433,796,1,1,0.352956
153,1051,1,1,0.345976
170,234,1,1,0.345976
170,400,1,1,0.345976
234,400,1,1,0.345976
596,626,1,1,0.345976
888,981,1,1,0.345976
223,929,1,1,0.345976
639,675,1,1,0.345976
269,1023,1,1,0.339623
66,401,1,1,0.339623
663,790,1,1,0.339623
663,1015,1,1,0.339623
663,1023,1,1,0.339623
257,790,1,1,0.339623
122,594,1,1,0.339623
295,401,1,1,0.339623
257,1015,1,1,0.339623
790,1023,1,1,0.339623
400,984,1,1,0.339623
89,956,1,1,0.339623
702,921,1,1,0.339623
1015,1023,1,1,0.339623
66,663,1,1,0.339623
295,790,1,1,0.339623
295,1015,1,1,0.339623
269,663,1,1,0.339623
759,1031,1,1,0.339623
738,943,1,1,0.339623
66,295,1,1,0.339623
953,1014,1,1,0.339623
66,269,1,1,0.339623
54,1023,1,1,0.339623
240,515,1,1,0.339623
54,663,1,1,0.339623
54,269,1,1,0.339623
9,1023,1,1,0.339623
9,1015,1,1,0.339623
9,790,1,1,0.339623
9,663,1,1,0.339623
269,790,1,1,0.339623
9,269,1,1,0.339623
9,66,1,1,0.339623
9,54,1,1,0.339623
897,1039,1,1,0.339623
66,1023,1,1,0.339623
269,1015,1,1,0.339623
401,1015,1,1,0.339623
401,790,1,1,0.339623
368,883,1,1,0.339623
253,420,1,1,0.339623
646,970,1,1,0.339623
167,1021,1,1,0.339623
257,570,1,1,0.339623
62,570,1,1,0.339623
570,976,1,1,0.339623
286,976,1,1,0.339623
51,283,1,1,0.339623
938,976,1,1,0.339623
266,1075,1,1,0.339623
108,970,1,1,0.339623
108,646,1,1,0.339623
51,953,1,1,0.339623
286,295,1,1,0.339623
167,1012,1,1,0.339623
161,255,1,1,0.339623
18,255,1,1,0.339623
18,161,1,1,0.339623
435,841,1,1,0.339623
140,435,1,1,0.339623
170,1007,1,1,0.339623
689,732,1,1,0.339623
201,689,1,1,0.339623
785,1083,1,1,0.339623
62,790,1,1,0.339623
403,480,1,1,0.339623
54,295,1,1,0.339623
62,401,1,1,0.339623
96,480,1,1,0.339623
14,480,1,1,0.339623
62,1015,1,1,0.339623
66,257,1,1,0.339623
62,66,1,1,0.339623
54,401,1,1,0.339623
54,257,1,1,0.339623
54,62,1,1,0.339623
74,471,1,1,0.333808
274,524,1,1,0.333808
463,948,1,1,0.333808
23,1004,1,1,0.333808
319,1004,1,1,0.333808
74,364,1,1,0.333808
35,290,1,1,0.333808
120,510,1,1,0.333808
287,851,1,1,0.333808
74,183,1,1,0.333808
234,295,1,1,0.333808
153,295,1,1,0.333808
891,948,1,1,0.333808
493,948,1,1,0.333808
153,234,1,1,0.333808
23,319,1,1,0.333808
463,933,1,1,0.333808
150,349,1,1,0.333808
342,793,1,1,0.333808
371,1014,1,1,0.333808
371,474,1,1,0.333808
140,1014,1,1,0.333808
140,474,1,1,0.333808
140,371,1,1,0.333808
493,933,1,1,0.333808
891,933,1,1,0.333808
230,318,1,1,0.333808
183,463,1,1,0.333808
364,948,1,1,0.333808
364,493,1,1,0.333808
183,493,1,1,0.333808
183,891,1,1,0.333808
183,948,1,1,0.333808
318,1053,1,1,0.333808
325,359,1,1,0.328459
365,510,1,1,0.328459
365,471,1,1,0.328459
202,612,1,1,0.328459
510,1014,1,1,0.328459
510,744,1,1,0.328459
471,510,1,1,0.328459
510,629,1,1,0.328459
471,629,1,1,0.328459
392,922,1,1,0.328459
440,549,1,1,0.328459
612,922,1,1,0.328459
360,361,1,1,0.328459
365,629,1,1,0.328459
521,922,1,1,0.328459
744,1014,1,1,0.328459
208,462,1,1,0.328459
80,392,1,1,0.328459
785,890,1,1,0.328459
865,918,1,1,0.328459
349,800,1,1,0.328459
986,1054,1,1,0.328459
147,672,1,1,0.328459
806,866,1,1,0.328459
420,657,1,1,0.328459
529,788,1,1,0.328459
47,263,1,1,0.328459
142,527,1,1,0.328459
285,474,1,1,0.328459
285,767,1,1,0.328459
80,474,1,1,0.328459
80,767,1,1,0.328459
275,491,1,1,0.328459
80,521,1,1,0.328459
47,884,1,1,0.328459
235,800,1,1,0.328459
108,235,1,1,0.328459
377,966,1,1,0.328459
263,884,1,1,0.328459
159,521,1,1,0.328459
159,392,1,1,0.328459
267,392,1,1,0.328459
856,1001,1,1,0.323515
110,723,1,1,0.323515
728,750,1,1,0.323515
47,659,1,1,0.323515
806,823,1,1,0.323515
255,721,1,1,0.323515
418,697,1,1,0.323515
166,697,1,1,0.323515
868,957,1,1,0.323515
166,418,1,1,0.323515
350,918,1,1,0.323515
830,925,1,1,0.323515
233,686,1,1,0.323515
431,612,1,1,0.323515
483,827,1,1,0.323515
681,805,1,1,0.323515
152,686,1,1,0.323515
20,653,1,1,0.323515
152,233,1,1,0.323515
15,260,1,1,0.323515
238,345,1,1,0.318929
578,615,1,1,0.318929
509,527,1,1,0.318929
481,527,1,1,0.318929
267,604,1,1,0.318929
604,879,1,1,0.318929
549,976,1,1,0.318929
84,879,1,1,0.318929
238,854,1,1,0.318929
238,612,1,1,0.318929
120,854,1,1,0.318929
120,745,1,1,0.318929
120,612,1,1,0.318929
120,238,1,1,0.318929
267,456,1,1,0.318929
360,763,1,1,0.318929
84,267,1,1,0.318929
468,745,1,1,0.318929
238,439,1,1,0.318929
345,468,1,1,0.318929
20,238,1,1,0.318929
345,721,1,1,0.318929
439,468,1,1,0.318929
745,854,1,1,0.318929
721,745,1,1,0.318929
563,785,1,1,0.318929
612,854,1,1,0.318929
20,84,1,1,0.318929
20,456,1,1,0.318929
468,604,1,1,0.318929
604,721,1,1,0.318929
612,745,1,1,0.318929
439,721,1,1,0.318929
456,879,1,1,0.318929
190,785,1,1,0.318929
599,785,1,1,0.318929
267,879,1,1,0.318929
501,666,1,1,0.318929
737,863,1,1,0.318929
40,981,1,1,0.318929
599,610,1,1,0.318929
856,888,1,1,0.318929
9,785,1,1,0.318929
9,190,1,1,0.318929
169,572,1,1,0.318929
922,1059,1,1,0.318929
145,1059,1,1,0.318929
666,695,1,1,0.318929
280,515,1,1,0.314658
227,405,1,1,0.314658
484,933,1,1,0.314658
461,591,1,1,0.314658
471,489,1,1,0.314658
471,836,1,1,0.314658
489,495,1,1,0.314658
489,836,1,1,0.314658
495,836,1,1,0.314658
390,762,1,1,0.314658
445,515,1,1,0.314658
207,238,1,1,0.314658
238,371,1,1,0.314658
238,762,1,1,0.314658
344,762,1,1,0.314658
10,431,1,1,0.314658
495,762,1,1,0.314658
390,440,1,1,0.314658
73,344,1,1,0.314658
73,440,1,1,0.314658
73,495,1,1,0.314658
445,836,1,1,0.314658
445,471,1,1,0.314658
326,492,1,1,0.314658
494,913,1,1,0.314658
267,891,1,1,0.314658
495,521,1,1,0.314658
184,891,1,1,0.314658
280,471,1,1,0.314658
280,836,1,1,0.314658
916,943,1,1,0.314658
238,801,1,1,0.314658
280,489,1,1,0.314658
387,491,1,1,0.314658
106,491,1,1,0.314658
445,975,1,1,0.310667
2,577,1,1,0.310667
440,976,1,1,0.310667
371,976,1,1,0.310667
121,768,1,1,0.310667
121,414,1,1,0.310667
154,405,1,1,0.310667
267,414,1,1,0.310667
913,975,1,1,0.310667
493,913,1,1,0.310667
445,913,1,1,0.310667
19,474,1,1,0.310667
445,493,1,1,0.310667
296,887,1,1,0.310667
152,942,1,1,0.310667
56,913,1,1,0.310667
56,493,1,1,0.310667
56,445,1,1,0.310667
96,913,1,1,0.310667
96,489,1,1,0.310667
121,464,1,1,0.310667
431,464,1,1,0.310667
19,495,1,1,0.310667
56,975,1,1,0.310667
625,1053,1,1,0.310667
69,742,1,1,0.310667
511,1055,1,1,0.310667
301,527,1,1,0.310667
527,562,1,1,0.310667
527,568,1,1,0.310667
511,879,1,1,0.310667
313,527,1,1,0.310667
354,1055,1,1,0.310667
528,742,1,1,0.310667
511,528,1,1,0.310667
742,879,1,1,0.310667
625,860,1,1,0.310667
267,296,1,1,0.306928
279,660,1,1,0.306928
15,516,1,1,0.306928
267,516,1,1,0.306928
15,296,1,1,0.306928
398,774,1,1,0.306928
296,516,1,1,0.306928
410,563,1,1,0.306928
89,856,1,1,0.303413
56,390,1,1,0.303413
89,367,1,1,0.303413
337,684,1,1,0.303413
50,372,1,1,0.303413
50,766,1,1,0.303413
621,781,1,1,0.303413
903,918,1,1,0.303413
903,1024,1,1,0.303413
37,294,1,1,0.303413
425,621,1,1,0.303413
196,793,1,1,0.303413
503,793,1,1,0.303413
463,586,1,1,0.303413
731,1007,1,1,0.303413
124,619,1,1,0.303413
788,857,1,1,0.303413
129,153,1,1,0.303413
372,766,1,1,0.303413
89,90,1,1,0.303413
280,290,1,1,0.303413
570,922,1,1,0.303413
280,363,1,1,0.303413
175,290,1,1,0.303413
90,290,1,1,0.303413
90,175,1,1,0.303413
363,464,1,1,0.303413
725,736,1,1,0.303413
520,736,1,1,0.303413
135,520,1,1,0.303413
90,865,1,1,0.303413
367,865,1,1,0.303413
865,1040,1,1,0.303413
856,1040,1,1,0.303413
214,1040,1,1,0.303413
766,922,1,1,0.303413
755,792,1,1,0.303413
89,214,1,1,0.303413
89,1007,1,1,0.303413
89,363,1,1,0.303413
1007,1040,1,1,0.303413
89,841,1,1,0.303413
89,942,1,1,0.303413
363,841,1,1,0.303413
363,942,1,1,0.303413
372,922,1,1,0.303413
841,942,1,1,0.303413
434,696,1,1,0.300102
839,891,1,1,0.300102
195,593,1,1,0.300102
619,941,1,1,0.300102
468,541,1,1,0.300102
623,955,1,1,0.300102
597,704,1,1,0.300102
569,986,1,1,0.300102
307,861,1,1,0.300102
597,742,1,1,0.300102
597,1051,1,1,0.300102
569,1054,1,1,0.300102
372,561,1,1,0.296974
81,1080,1,1,0.296974
247,274,1,1,0.296974
274,421,1,1,0.296974
247,421,1,1,0.296974
235,686,1,1,0.296974
686,878,1,1,0.296974
245,561,1,1,0.296974
9,1059,1,1,0.294014
357,989,1,1,0.294014
357,1042,1,1,0.294014
260,465,1,1,0.294014
523,858,1,1,0.294014
200,523,1,1,0.294014
318,1044,1,1,0.294014
51,1059,1,1,0.294014
320,400,1,1,0.294014
532,1059,1,1,0.294014
348,530,1,1,0.294014
827,884,1,1,0.294014
155,363,1,1,0.294014
155,927,1,1,0.294014
800,1044,1,1,0.294014
230,462,1,1,0.294014
405,703,1,1,0.294014
363,927,1,1,0.294014
683,827,1,1,0.294014
372,827,1,1,0.294014
372,884,1,1,0.294014
305,650,1,1,0.294014
265,922,1,1,0.294014
879,916,1,1,0.294014
319,1047,1,1,0.294014
921,1047,1,1,0.294014
7,773,1,1,0.294014
123,774,1,1,0.294014
741,974,1,1,0.294014
176,405,1,1,0.294014
527,929,1,1,0.294014
804,970,1,1,0.294014
435,451,1,1,0.294014
435,929,1,1,0.294014
362,879,1,1,0.294014
362,916,1,1,0.294014
235,246,1,1,0.294014
7,491,1,1,0.294014
616,742,1,1,0.294014
742,865,1,1,0.294014
773,1047,1,1,0.294014
451,929,1,1,0.294014
783,979,1,1,0.294014
2,592,1,1,0.294014
43,582,1,1,0.294014
595,735,1,1,0.294014
595,972,1,1,0.294014
592,976,1,1,0.294014
319,583,1,1,0.294014
629,985,1,1,0.291207
999,1017,1,1,0.291207
316,759,1,1,0.291207
295,806,1,1,0.291207
10,417,1,1,0.291207
275,417,1,1,0.291207
131,629,1,1,0.291207
131,985,1,1,0.291207
169,512,1,1,0.291207
169,734,1,1,0.291207
417,708,1,1,0.291207
92,346,1,1,0.291207
708,759,1,1,0.291207
293,387,1,1,0.291207
387,768,1,1,0.291207
512,734,1,1,0.291207
325,734,1,1,0.291207
325,512,1,1,0.291207
301,346,1,1,0.291207
169,325,1,1,0.291207
92,301,1,1,0.291207
37,250,1,1,0.291207
922,1030,1,1,0.291207
721,1021,1,1,0.291207
39,1021,1,1,0.291207
512,708,1,1,0.291207
512,715,1,1,0.291207
905,1059,1,1,0.288539
175,1059,1,1,0.288539
1055,1059,1,1,0.288539
172,991,1,1,0.288539
95,991,1,1,0.288539
539,688,1,1,0.288539
518,1013,1,1,0.288539
119,1013,1,1,0.288539
76,991,1,1,0.288539
995,1054,1,1,0.286
474,562,1,1,0.286
121,1054,1,1,0.286
365,1054,1,1,0.286
365,995,1,1,0.286
824,1016,1,1,0.286
188,570,1,1,0.286
267,474,1,1,0.286
267,562,1,1,0.286
253,1040,1,1,0.286
704,716,1,1,0.286
412,562,1,1,0.286
704,916,1,1,0.286
412,474,1,1,0.286
267,762,1,1,0.286
363,901,1,1,0.286
329,887,1,1,0.286
499,611,1,1,0.286
319,619,1,1,0.286
319,635,1,1,0.286
293,335,1,1,0.286
335,698,1,1,0.286
