from_group,to_group,from_poi,to_poi,gap_min,n_shared,jaccard,members
11349,28828,669,15546,107,2,1.0,13533|17176
22550,33767,6733,27970,234,2,1.0,13533|17176
28828,6858,15546,290,1,2,1.0,13533|17176
30762,6803,18924,272,149,2,1.0,13533|17176
34036,6974,29111,303,31,2,1.0,13533|17176
34036,30762,29111,18924,196,2,1.0,13533|17176
4648,24818,210,9298,21,2,0.5,12879|13172
4648,28464,210,14675,1,2,0.5,12879|13172
6958,4096,303,205,221,4,0.5,12879|13172|15590|15747
12625,15449,996,1989,2,2,1.0,12879|13172
28464,24818,14675,9298,20,2,1.0,12879|13172
1065,6861,77,290,57,2,0.6667,13769|14029
1065,8397,77,407,62,2,0.6667,13769|14029
1065,16557,77,2404,36,2,0.6667,13769|14029
1065,21023,77,5337,92,2,0.6667,13769|14029
1065,28829,77,15546,56,3,1.0,13769|14029|18601
1065,30393,77,17984,31,2,0.6667,13769|14029
1065,31594,77,21517,6,3,1.0,13769|14029|18601
1065,33084,77,25529,1,2,0.6667,13769|14029
1065,34217,77,29799,64,2,0.6667,13769|14029
6814,10924,273,564,127,2,1.0,13769|14029
6814,14671,273,1639,37,2,1.0,13769|14029
6814,22781,273,7022,71,2,1.0,13769|14029
6861,8397,290,407,5,2,1.0,13769|14029
6861,21023,290,5337,35,2,1.0,13769|14029
6861,34217,290,29799,7,2,1.0,13769|14029
8397,21023,407,5337,30,2,1.0,13769|14029
8397,34217,407,29799,2,2,1.0,13769|14029
11896,1065,784,77,2,2,0.6667,13769|14029
11896,6861,784,290,59,2,1.0,13769|14029
11896,8397,784,407,64,2,1.0,13769|14029
11896,16557,784,2404,38,2,1.0,13769|14029
11896,21023,784,5337,94,2,1.0,13769|14029
11896,28829,784,15546,58,2,0.6667,13769|14029
11896,30393,784,17984,33,2,1.0,13769|14029
11896,31594,784,21517,8,2,0.6667,13769|14029
11896,31816,784,22117,2,2,0.6667,13769|14029
11896,33084,784,25529,3,2,1.0,13769|14029
11896,34172,784,29603,2,2,1.0,13769|14029
11896,34217,784,29799,66,2,1.0,13769|14029
14671,10924,1639,564,90,2,1.0,13769|14029
14671,22781,1639,7022,34,2,1.0,13769|14029
16557,6861,2404,290,21,2,1.0,13769|14029
16557,8397,2404,407,26,2,1.0,13769|14029
16557,21023,2404,5337,56,2,1.0,13769|14029
16557,28829,2404,15546,20,2,0.6667,13769|14029
16557,34217,2404,29799,28,2,1.0,13769|14029
18935,1065,3704,77,42,2,0.6667,13769|14029
18935,6861,3704,290,99,2,1.0,13769|14029
18935,8397,3704,407,104,2,1.0,13769|14029
18935,11896,3704,784,40,2,1.0,13769|14029
18935,16557,3704,2404,78,2,1.0,13769|14029
18935,21023,3704,5337,134,2,1.0,13769|14029
18935,28829,3704,15546,98,2,0.6667,13769|14029
18935,30393,3704,17984,73,2,1.0,13769|14029
18935,31322,3704,20582,2,2,1.0,13769|14029
18935,31594,3704,21517,48,2,0.6667,13769|14029
18935,31816,3704,22117,42,2,0.6667,13769|14029
18935,33084,3704,25529,43,2,1.0,13769|14029
18935,34172,3704,29603,42,2,1.0,13769|14029
18935,34217,3704,29799,106,2,1.0,13769|14029
22781,10924,7022,564,56,2,1.0,13769|14029
23005,14157,7334,1477,83,2,1.0,13769|14029
24419,33337,8791,26625,1,2,1.0,13769|14029
28829,6861,15546,290,1,2,0.6667,13769|14029
28829,8397,15546,407,6,2,0.6667,13769|14029
28829,21023,15546,5337,36,2,0.6667,13769|14029
28829,34217,15546,29799,8,2,0.6667,13769|14029
30393,6861,17984,290,26,2,1.0,13769|14029
30393,8397,17984,407,31,2,1.0,13769|14029
30393,16557,17984,2404,5,2,1.0,13769|14029
30393,21023,17984,5337,61,2,1.0,13769|14029
30393,28829,17984,15546,25,2,0.6667,13769|14029
30393,34217,17984,29799,33,2,1.0,13769|14029
31322,1065,20582,77,40,2,0.6667,13769|14029
31322,6861,20582,290,97,2,1.0,13769|14029
31322,8397,20582,407,102,2,1.0,13769|14029
31322,11896,20582,784,38,2,1.0,13769|14029
31322,16557,20582,2404,76,2,1.0,13769|14029
31322,21023,20582,5337,132,2,1.0,13769|14029
31322,28829,20582,15546,96,2,0.6667,13769|14029
31322,30393,20582,17984,71,2,1.0,13769|14029
31322,31594,20582,21517,46,2,0.6667,13769|14029
31322,31816,20582,22117,40,2,0.6667,13769|14029
31322,33084,20582,25529,41,2,1.0,13769|14029
31322,34172,20582,29603,40,2,1.0,13769|14029
31322,34217,20582,29799,104,2,1.0,13769|14029
31594,6861,21517,290,51,2,0.6667,13769|14029
31594,8397,21517,407,56,2,0.6667,13769|14029
31594,16557,21517,2404,30,2,0.6667,13769|14029
31594,21023,21517,5337,86,2,0.6667,13769|14029
31594,28829,21517,15546,50,3,1.0,13769|14029|18601
31594,30393,21517,17984,25,2,0.6667,13769|14029
31594,34217,21517,29799,58,2,0.6667,13769|14029
31816,6861,22117,290,57,2,0.6667,13769|14029
31816,8397,22117,407,62,2,0.6667,13769|14029
31816,16557,22117,2404,36,2,0.6667,13769|14029
31816,21023,22117,5337,92,2,0.6667,13769|14029
31816,28829,22117,15546,56,3,1.0,13769|14029|18601
31816,30393,22117,17984,31,2,0.6667,13769|14029
31816,31594,22117,21517,6,3,1.0,13769|14029|18601
31816,33084,22117,25529,1,2,0.6667,13769|14029
31816,34217,22117,29799,64,2,0.6667,13769|14029
32519,6814,24058,273,53,2,1.0,13769|14029
32519,10924,24058,564,180,2,1.0,13769|14029
32519,14671,24058,1639,90,2,1.0,13769|14029
32519,22781,24058,7022,124,2,1.0,13769|14029
33084,6861,25529,290,56,2,1.0,13769|14029
33084,8397,25529,407,61,2,1.0,13769|14029
33084,16557,25529,2404,35,2,1.0,13769|14029
33084,21023,25529,5337,91,2,1.0,13769|14029
33084,28829,25529,15546,55,2,0.6667,13769|14029
33084,30393,25529,17984,30,2,1.0,13769|14029
33084,31594,25529,21517,5,2,0.6667,13769|14029
33084,34217,25529,29799,63,2,1.0,13769|14029
34172,6861,29603,290,57,2,1.0,13769|14029
34172,8397,29603,407,62,2,1.0,13769|14029
34172,16557,29603,2404,36,2,1.0,13769|14029
34172,21023,29603,5337,92,2,1.0,13769|14029
34172,28829,29603,15546,56,2,0.6667,13769|14029
34172,30393,29603,17984,31,2,1.0,13769|14029
34172,31594,29603,21517,6,2,0.6667,13769|14029
34172,33084,29603,25529,1,2,1.0,13769|14029
34172,34217,29603,29799,64,2,1.0,13769|14029
34217,21023,29799,5337,28,2,1.0,13769|14029
655,6798,46,263,2,2,0.6667,8537|21590
655,23478,46,7776,3,2,0.6667,8537|21590
655,27187,46,12539,19,2,0.6667,8537|21590
655,29200,46,16326,19,2,0.6667,8537|21590
655,29204,46,16334,20,2,0.6667,8537|21590
655,32002,46,22382,2,2,0.6667,8537|21590
655,34412,46,30490,5,2,0.6667,8537|21590
655,34453,46,30584,21,2,0.6667,8537|21590
655,34568,46,31162,3,2,0.6667,8537|21590
655,34746,46,31928,18,2,0.6667,8537|21590
4110,655,205,46,30,2,0.6667,8537|21590
4110,6798,205,263,32,2,1.0,8537|21590
4110,23478,205,7776,33,2,1.0,8537|21590
4110,27187,205,12539,49,2,1.0,8537|21590
4110,29200,205,16326,49,2,1.0,8537|21590
4110,29204,205,16334,50,2,1.0,8537|21590
4110,32002,205,22382,32,2,1.0,8537|21590
4110,32957,205,25107,30,2,1.0,8537|21590
4110,34412,205,30490,35,2,1.0,8537|21590
4110,34453,205,30584,51,2,1.0,8537|21590
4110,34568,205,31162,33,2,1.0,8537|21590
4110,34746,205,31928,48,2,1.0,8537|21590
6798,23478,263,7776,1,2,1.0,8537|21590
6798,27187,263,12539,17,2,1.0,8537|21590
6798,29200,263,16326,17,2,1.0,8537|21590
6798,29204,263,16334,18,2,1.0,8537|21590
6798,34412,263,30490,3,2,1.0,8537|21590
6798,34453,263,30584,19,2,1.0,8537|21590
6798,34568,263,31162,1,2,1.0,8537|21590
6798,34746,263,31928,16,2,1.0,8537|21590
6978,655,303,46,31,2,0.6667,8537|21590
6978,4110,303,205,1,2,1.0,8537|21590
6978,6798,303,263,33,2,1.0,8537|21590
6978,23478,303,7776,34,2,1.0,8537|21590
6978,27187,303,12539,50,2,1.0,8537|21590
6978,29200,303,16326,50,2,1.0,8537|21590
6978,29204,303,16334,51,2,1.0,8537|21590
6978,32002,303,22382,33,2,1.0,8537|21590
6978,32957,303,25107,31,2,1.0,8537|21590
6978,34412,303,30490,36,2,1.0,8537|21590
6978,34453,303,30584,52,2,1.0,8537|21590
6978,34568,303,31162,34,2,1.0,8537|21590
6978,34746,303,31928,49,2,1.0,8537|21590
19026,16875,3786,2603,24,2,1.0,8537|21590
19026,28393,3786,14525,15,2,1.0,8537|21590
23478,27187,7776,12539,16,2,1.0,8537|21590
23478,29200,7776,16326,16,2,1.0,8537|21590
23478,29204,7776,16334,17,2,1.0,8537|21590
23478,34412,7776,30490,2,2,1.0,8537|21590
23478,34453,7776,30584,18,2,1.0,8537|21590
23478,34746,7776,31928,15,2,1.0,8537|21590
27187,29204,12539,16334,1,2,1.0,8537|21590
27187,34453,12539,30584,2,2,1.0,8537|21590
27494,655,12847,46,42,2,0.6667,8537|21590
27494,4110,12847,205,12,2,1.0,8537|21590
27494,6798,12847,263,44,2,1.0,8537|21590
27494,6978,12847,303,11,2,1.0,8537|21590
27494,23478,12847,7776,45,2,1.0,8537|21590
27494,27187,12847,12539,61,2,1.0,8537|21590
27494,29200,12847,16326,61,2,1.0,8537|21590
27494,29204,12847,16334,62,2,1.0,8537|21590
27494,31966,12847,22326,11,2,1.0,8537|21590
27494,32002,12847,22382,44,2,1.0,8537|21590
27494,32957,12847,25107,42,2,1.0,8537|21590
27494,34412,12847,30490,47,2,1.0,8537|21590
27494,34453,12847,30584,63,2,1.0,8537|21590
27494,34568,12847,31162,45,2,1.0,8537|21590
27494,34746,12847,31928,60,2,1.0,8537|21590
28393,16875,14525,2603,9,2,1.0,8537|21590
29200,29204,16326,16334,1,2,1.0,8537|21590
29200,34453,16326,30584,2,2,1.0,8537|21590
29204,34453,16334,30584,1,2,1.0,8537|21590
30945,27146,19615,12487,28,2,1.0,8537|21590
30945,34389,19615,30413,1,2,1.0,8537|21590
31966,655,22326,46,31,2,0.6667,8537|21590
31966,4110,22326,205,1,2,1.0,8537|21590
31966,6798,22326,263,33,2,1.0,8537|21590
31966,23478,22326,7776,34,2,1.0,8537|21590
31966,27187,22326,12539,50,2,1.0,8537|21590
31966,29200,22326,16326,50,2,1.0,8537|21590
31966,29204,22326,16334,51,2,1.0,8537|21590
31966,32002,22326,22382,33,2,1.0,8537|21590
31966,32957,22326,25107,31,2,1.0,8537|21590
31966,34412,22326,30490,36,2,1.0,8537|21590
31966,34453,22326,30584,52,2,1.0,8537|21590
31966,34568,22326,31162,34,2,1.0,8537|21590
31966,34746,22326,31928,49,2,1.0,8537|21590
32002,23478,22382,7776,1,2,1.0,8537|21590
32002,27187,22382,12539,17,2,1.0,8537|21590
32002,29200,22382,16326,17,2,1.0,8537|21590
32002,29204,22382,16334,18,2,1.0,8537|21590
32002,34412,22382,30490,3,2,1.0,8537|21590
32002,34453,22382,30584,19,2,1.0,8537|21590
32002,34568,22382,31162,1,2,1.0,8537|21590
32002,34746,22382,31928,16,2,1.0,8537|21590
32957,6798,25107,263,2,2,1.0,8537|21590
32957,23478,25107,7776,3,2,1.0,8537|21590
32957,27187,25107,12539,19,2,1.0,8537|21590
32957,29200,25107,16326,19,2,1.0,8537|21590
32957,29204,25107,16334,20,2,1.0,8537|21590
32957,32002,25107,22382,2,2,1.0,8537|21590
32957,34412,25107,30490,5,2,1.0,8537|21590
32957,34453,25107,30584,21,2,1.0,8537|21590
32957,34568,25107,31162,3,2,1.0,8537|21590
32957,34746,25107,31928,18,2,1.0,8537|21590
34389,27146,30413,12487,27,2,1.0,8537|21590
34412,27187,30490,12539,14,2,1.0,8537|21590
34412,29200,30490,16326,14,2,1.0,8537|21590
34412,29204,30490,16334,15,2,1.0,8537|21590
34412,34453,30490,30584,16,2,1.0,8537|21590
34412,34746,30490,31928,13,2,1.0,8537|21590
34568,27187,31162,12539,16,2,1.0,8537|21590
34568,29200,31162,16326,16,2,1.0,8537|21590
34568,29204,31162,16334,17,2,1.0,8537|21590
34568,34412,31162,30490,2,2,1.0,8537|21590
34568,34453,31162,30584,18,2,1.0,8537|21590
34568,34746,31162,31928,15,2,1.0,8537|21590
34746,27187,31928,12539,1,2,1.0,8537|21590
34746,29200,31928,16326,1,2,1.0,8537|21590
34746,29204,31928,16334,2,2,1.0,8537|21590
34746,34453,31928,30584,3,2,1.0,8537|21590
21786,30936,6022,19580,68,2,0.6667,22573|23952
4376,3468,207,181,3,2,1.0,25619|27011
441,4116,20,205,1,2,1.0,22217|23862
441,6992,20,303,1,2,1.0,22217|23862
6936,11350,300,669,99,2,0.6667,22217|23454
6936,26302,300,11045,35,2,0.5,22217|23454
6936,31678,300,21738,88,2,1.0,22217|23454
11288,6936,667,300,121,2,0.5,22217|23454
11288,11350,667,669,220,3,0.75,22217|23454|27354
11288,26302,667,11045,156,4,1.0,22217|23454|27354|30466
11288,31678,667,21738,209,2,0.5,22217|23454
26302,11350,11045,669,64,3,0.75,22217|23454|27354
26302,31678,11045,21738,53,2,0.5,22217|23454
31678,11350,21738,669,11,2,0.6667,22217|23454
21182,29162,5457,16194,237,2,1.0,23597|27050
448,4122,20,205,4,2,1.0,29450|29699
684,448,46,20,4,2,1.0,29450|29699
684,4122,46,205,8,2,1.0,29450|29699
684,4748,46,210,1,2,1.0,29450|29699
4748,448,210,20,3,2,1.0,29450|29699
4748,4122,210,205,7,2,1.0,29450|29699
33359,448,26625,20,8,2,1.0,29450|29699
33359,684,26625,46,4,2,1.0,29450|29699
33359,4122,26625,205,12,2,1.0,29450|29699
33359,4748,26625,210,5,2,1.0,29450|29699
3279,7782,174,347,44,2,0.6667,18233|29699
3279,7793,174,349,45,2,0.6667,18233|29699
3279,19848,174,4348,42,2,0.6667,18233|29699
4397,3279,207,174,41,2,0.5,27416|29699
4397,3490,207,181,41,2,0.6667,27416|29699
4397,3651,207,184,41,2,0.6667,27416|29699
4397,4572,207,209,6,2,0.6667,27416|29699
4397,5391,207,213,17,2,0.5,27416|29699
4456,3279,208,174,43,2,0.5,18233|29699
4456,4397,208,207,2,2,0.5,28936|29699
4456,7782,208,347,87,2,0.6667,18233|29699
4456,7793,208,349,88,2,0.6667,18233|29699
4456,19848,208,4348,85,2,0.6667,18233|29699
4572,3279,209,174,35,2,0.6667,27416|29699
4572,3490,209,181,35,2,1.0,27416|29699
4572,3651,209,184,35,2,1.0,27416|29699
4572,5391,209,213,11,2,0.6667,27416|29699
5391,3279,213,174,24,2,0.5,27416|29699
5391,3490,213,181,24,2,0.6667,27416|29699
5391,3651,213,184,24,2,0.6667,27416|29699
7782,7793,347,349,1,2,1.0,18233|29699
19848,7782,4348,347,2,2,1.0,18233|29699
19848,7793,4348,349,3,2,1.0,18233|29699
449,1127,20,77,4,2,1.0,29696|29965
449,28875,20,15546,2,2,1.0,29696|29965
449,30401,20,17984,4,2,1.0,29696|29965
449,31612,20,21517,2,2,1.0,29696|29965
449,31876,20,22117,2,2,1.0,29696|29965
685,449,46,20,1,2,1.0,29696|29965
685,1127,46,77,5,2,1.0,29696|29965
685,28875,46,15546,3,2,1.0,29696|29965
685,30401,46,17984,5,2,1.0,29696|29965
685,31612,46,21517,3,2,1.0,29696|29965
685,31876,46,22117,3,2,1.0,29696|29965
4123,449,205,20,5,2,1.0,29696|29965
4123,685,205,46,4,2,1.0,29696|29965
4123,1127,205,77,9,2,1.0,29696|29965
4123,4749,205,210,2,2,1.0,29696|29965
4123,28875,205,15546,7,2,1.0,29696|29965
4123,30401,205,17984,9,2,1.0,29696|29965
4123,31612,205,21517,7,2,1.0,29696|29965
4123,31876,205,22117,7,2,1.0,29696|29965
4123,33263,205,26370,4,2,1.0,29696|29965
4749,449,210,20,3,2,1.0,29696|29965
4749,685,210,46,2,2,1.0,29696|29965
4749,1127,210,77,7,2,1.0,29696|29965
4749,28875,210,15546,5,2,1.0,29696|29965
4749,30401,210,17984,7,2,1.0,29696|29965
4749,31612,210,21517,5,2,1.0,29696|29965
4749,31876,210,22117,5,2,1.0,29696|29965
4749,33263,210,26370,2,2,1.0,29696|29965
7008,449,303,20,5,2,1.0,29696|29965
7008,685,303,46,4,2,1.0,29696|29965
7008,1127,303,77,9,2,1.0,29696|29965
7008,4749,303,210,2,2,1.0,29696|29965
7008,28875,303,15546,7,2,1.0,29696|29965
7008,30401,303,17984,9,2,1.0,29696|29965
7008,31612,303,21517,7,2,1.0,29696|29965
7008,31876,303,22117,7,2,1.0,29696|29965
7008,33263,303,26370,4,2,1.0,29696|29965
28875,1127,15546,77,2,2,1.0,29696|29965
28875,30401,15546,17984,2,2,1.0,29696|29965
31612,1127,21517,77,2,2,1.0,29696|29965
31612,30401,21517,17984,2,2,1.0,29696|29965
31876,1127,22117,77,2,2,1.0,29696|29965
31876,30401,22117,17984,2,2,1.0,29696|29965
33263,449,26370,20,1,2,1.0,29696|29965
33263,1127,26370,77,5,2,1.0,29696|29965
33263,28875,26370,15546,3,2,1.0,29696|29965
33263,30401,26370,17984,5,2,1.0,29696|29965
33263,31612,26370,21517,3,2,1.0,29696|29965
33263,31876,26370,22117,3,2,1.0,29696|29965
3280,3492,174,181,1,2,1.0,28158|29965
3280,3653,174,184,1,2,1.0,28158|29965
3280,4398,174,207,1,2,1.0,28158|29965
3280,33390,174,26632,3,2,1.0,28158|29965
3492,33390,181,26632,2,2,1.0,28158|29965
3653,33390,184,26632,2,2,1.0,28158|29965
4398,33390,207,26632,2,2,1.0,28158|29965
1128,450,77,20,163,2,1.0,23589|23612
1128,11014,77,587,11,2,1.0,23589|23612
11014,450,587,20,152,2,1.0,23589|23612
5983,26363,225,11114,73,2,1.0,4588|16982
18044,2183,3230,95,131,2,0.6667,4588|16982
26363,16078,11114,2213,203,2,1.0,4588|16982
33019,30629,25343,18559,1,2,1.0,4588|16982
33019,34683,25343,31579,1,2,1.0,4588|16982
33019,35037,25343,33329,1,2,1.0,4588|16982
33019,35556,25343,36229,1,2,1.0,4588|16982
33361,30629,26625,18559,1,2,1.0,4588|16982
33361,34683,26625,31579,1,2,1.0,4588|16982
33361,35037,26625,33329,1,2,1.0,4588|16982
33361,35556,26625,36229,1,2,1.0,4588|16982
36306,30629,42442,18559,1,2,1.0,4588|16982
36306,34683,42442,31579,1,2,1.0,4588|16982
36306,35037,42442,33329,1,2,1.0,4588|16982
36306,35556,42442,36229,1,2,1.0,4588|16982
455,16104,21,2233,1,2,1.0,1386|3861
11217,11216,653,652,1,2,1.0,1386|1393
11217,21441,653,5688,1,2,1.0,1386|1393
17217,11216,2757,652,1,2,1.0,1386|1393
17217,21441,2757,5688,1,2,1.0,1386|1393
457,22823,21,7085,135,2,1.0,1256|1454
1037,4604,77,210,140,2,1.0,1256|1454
1037,21200,77,5490,145,2,1.0,1256|1454
1037,26694,77,11585,141,2,1.0,1256|1454
4604,21200,210,5490,5,2,1.0,1256|1454
4604,26694,210,11585,1,2,1.0,1256|1454
6854,1037,290,77,25,2,1.0,1256|1454
6854,4604,290,210,165,2,1.0,1256|1454
6854,21200,290,5490,170,2,1.0,1256|1454
6854,26694,290,11585,166,2,1.0,1256|1454
14994,17360,1751,2868,116,2,1.0,1256|1454
22436,562,6600,31,36,2,1.0,1256|1454
26694,21200,11585,5490,4,2,1.0,1256|1454
11559,23250,724,7543,54,2,1.0,491|514
22354,13333,6534,1214,76,2,1.0,491|514
20536,35065,4950,33479,3,2,1.0,1585|19973
26274,26626,11009,11502,19,2,1.0,1585|3503
26516,24626,11329,9098,61,2,1.0,1585|19973
27978,31138,13667,20090,4,2,1.0,1585|19973
11891,1042,784,77,116,2,0.6667,1014|1291
11891,19325,784,4052,35,2,0.6667,1014|1291
12869,463,1077,21,51,2,1.0,1014|1291
16509,14736,2388,1656,84,2,0.6667,1014|1291
19325,1042,4052,77,81,2,1.0,1014|1291
20870,14736,5187,1656,156,2,0.6667,1014|1291
20870,16509,5187,2388,72,2,1.0,1014|1291
28411,14167,14588,1479,50,2,1.0,1014|1291
30754,20870,18903,5187,231,2,1.0,1014|1291
4685,26783,210,11711,1,2,0.5,1291|13393
1050,468,77,21,30,2,1.0,2843|14347
1050,31802,77,22117,1,2,1.0,2843|14347
13969,468,1438,21,37,2,1.0,2843|14347
13969,1050,1438,77,7,2,1.0,2843|14347
13969,31802,1438,22117,8,2,1.0,2843|14347
31802,468,22117,21,29,2,1.0,2843|14347
473,9258,21,504,236,2,1.0,3217|3523
6859,475,290,21,29,2,1.0,18601|20258
13304,475,1205,21,151,2,1.0,18601|20258
13304,6859,1205,290,122,2,1.0,18601|20258
13752,11587,1338,724,137,2,1.0,18601|20258
13752,13970,1338,1438,56,2,1.0,18601|20258
13970,11587,1438,724,81,2,1.0,18601|20258
24433,475,8796,21,176,2,1.0,18601|20258
24433,6859,8796,290,147,2,1.0,18601|20258
24433,13304,8796,1205,25,2,1.0,18601|20258
33330,6804,26603,272,102,2,1.0,54|6125
487,35028,21,33284,75,2,0.6667,13389|15057
28856,35004,15546,33142,102,2,1.0,12609|15057
491,35001,21,33131,227,2,1.0,22204|22305
10479,14996,537,1751,86,2,1.0,22204|22305
10479,26914,537,12006,198,2,1.0,22204|22305
14996,26914,1751,12006,112,2,1.0,22204|22305
14996,28860,1751,15546,179,2,1.0,22204|22305
26914,28860,12006,15546,67,2,1.0,22204|22305
28860,491,15546,21,177,2,1.0,22204|22305
35001,18291,33131,3366,135,2,1.0,22204|22305
21207,4711,5490,210,40,3,0.75,4158|22305|23557
493,31606,21,21517,16,2,0.6667,6587|13163
31852,1096,22117,77,53,3,0.6,6587|22464|23143
496,12264,21,874,213,2,0.6667,15303|15886
12264,13948,874,1426,196,2,1.0,15303|15886
12264,35023,874,33242,62,2,1.0,15303|15886
19298,496,4039,21,21,2,0.6667,15303|15886
19298,12264,4039,874,234,2,1.0,15303|15886
19298,35462,4039,35647,18,2,1.0,15303|15886
24580,496,9017,21,45,2,0.6667,15303|15886
24580,19298,9017,4039,24,2,1.0,15303|15886
24580,35462,9017,35647,42,2,1.0,15303|15886
25415,35479,10066,35746,132,2,1.0,15303|15886
30677,496,18671,21,116,2,0.6667,15303|15886
30677,19298,18671,4039,95,2,1.0,15303|15886
30677,24580,18671,9017,71,2,1.0,15303|15886
30677,35462,18671,35647,113,2,1.0,15303|15886
33667,25415,27554,10066,34,2,1.0,15303|15886
33667,34974,27554,33023,33,2,1.0,15303|15886
33667,35479,27554,35746,166,2,1.0,15303|15886
34974,25415,33023,10066,1,2,1.0,15303|15886
34974,35479,33023,35746,133,2,1.0,15303|15886
35023,13948,33242,1426,134,2,1.0,15303|15886
35462,496,35647,21,3,2,0.6667,15303|15886
35462,12264,35647,874,216,2,1.0,15303|15886
22779,11046,7020,588,1,2,1.0,100|31389
499,21026,21,5337,63,2,0.5,4371|7567
499,21044,21,5344,39,2,0.5,4371|7567
1044,11892,77,784,17,2,1.0,4371|7567
7817,9142,351,483,16,2,1.0,4371|7567
7817,20479,351,4917,216,2,1.0,4371|7567
7817,27252,351,12560,83,2,1.0,4371|7567
9142,20479,483,4917,200,2,1.0,4371|7567
9142,27252,483,12560,67,2,1.0,4371|7567
10510,16596,537,2436,25,2,1.0,4371|7567
10510,20001,537,4478,58,2,1.0,4371|7567
16596,20001,2436,4478,33,2,1.0,4371|7567
21026,33354,5337,26625,84,2,0.6667,4371|7567
21044,21026,5344,5337,24,2,1.0,4371|7567
21044,33354,5344,26625,108,2,0.6667,4371|7567
24404,25187,8782,9770,60,2,1.0,4371|7567
24404,31609,8782,21517,107,2,1.0,4371|7567
24404,31615,8782,21532,60,2,1.0,4371|7567
24404,31859,8782,22117,100,2,1.0,4371|7567
25187,31609,9770,21517,47,2,1.0,4371|7567
25187,31859,9770,22117,40,2,1.0,4371|7567
26134,28280,10803,14301,124,2,1.0,4371|7567
27252,20479,12560,4917,133,2,1.0,4371|7567
31143,7817,20100,351,33,2,1.0,4371|7567
31143,9142,20100,483,49,2,1.0,4371|7567
31143,27252,20100,12560,116,2,1.0,4371|7567
31615,31609,21532,21517,47,2,1.0,4371|7567
31615,31859,21532,22117,40,2,1.0,4371|7567
31859,31609,22117,21517,7,2,1.0,4371|7567
33354,26134,26625,10803,169,2,0.6667,4371|7567
506,1131,21,77,11,2,0.5,8667|26516
506,6893,21,290,62,2,0.6667,8667|26516
506,31881,21,22117,6,2,0.5,8667|26516
19336,506,4052,21,160,2,1.0,8667|26516
19336,1131,4052,77,171,2,0.5,8667|26516
19336,6893,4052,290,222,2,0.6667,8667|26516
19336,31881,4052,22117,166,2,0.5,8667|26516
28040,28457,13783,14666,90,2,1.0,8667|26516
28409,506,14574,21,211,2,1.0,8667|26516
28409,1131,14574,77,222,2,0.5,8667|26516
28409,19336,14574,4052,51,2,1.0,8667|26516
28409,31881,14574,22117,217,2,0.5,8667|26516
32255,36605,23143,47245,229,2,1.0,8667|26516
36605,36606,47245,47248,156,2,1.0,8667|26516
36606,28040,47248,13783,193,2,1.0,8667|26516
36607,2939,47264,124,130,2,1.0,8667|26516
508,27263,23,12576,234,2,0.6667,4272|4541
6812,12908,273,1082,60,2,0.6667,4272|4541
6812,23070,273,7423,2,2,1.0,4272|4541
14836,6812,1696,273,15,2,1.0,4272|4541
14836,12908,1696,1082,75,2,0.6667,4272|4541
14836,23070,1696,7423,17,2,1.0,4272|4541
14836,23246,1696,7543,1,2,1.0,4272|4541
16454,6812,2352,273,15,2,1.0,4272|4541
16454,12908,2352,1082,75,2,0.6667,4272|4541
16454,23070,2352,7423,17,2,1.0,4272|4541
16454,23246,2352,7543,1,2,1.0,4272|4541
23070,12908,7423,1082,58,2,0.6667,4272|4541
23246,6812,7543,273,14,2,1.0,4272|4541
23246,12908,7543,1082,74,2,0.6667,4272|4541
23246,23070,7543,7423,16,2,1.0,4272|4541
27263,6812,12576,273,89,2,1.0,4272|4541
27263,12908,12576,1082,149,2,0.6667,4272|4541
27263,14836,12576,1696,74,2,1.0,4272|4541
27263,16454,12576,2352,74,2,1.0,4272|4541
27263,23070,12576,7423,91,2,1.0,4272|4541
27263,23246,12576,7543,75,2,1.0,4272|4541
27265,12908,12579,1082,77,2,0.6667,4272|5729
26132,26592,10803,11450,82,2,0.6667,4427|4541
24768,19793,9246,4314,37,2,1.0,598|9948
1557,3386,88,181,13,2,1.0,3798|5511
1557,3762,88,191,28,2,1.0,3798|5511
1557,4314,88,207,50,2,1.0,3798|5511
1613,1848,91,95,17,2,0.5,3798|10356
3386,3762,181,191,15,2,1.0,3798|5511
3386,4314,181,207,37,2,1.0,3798|5511
3675,3386,185,181,13,2,0.6667,3798|5511
3675,3762,185,191,28,2,0.6667,3798|5511
3675,4314,185,207,50,2,0.6667,3798|5511
3700,1557,186,88,1,2,1.0,3798|5511
3700,3386,186,181,14,2,1.0,3798|5511
3700,3675,186,185,1,2,0.6667,3798|5511
3700,3762,186,191,29,2,1.0,3798|5511
3700,4314,186,207,51,2,1.0,3798|5511
3700,26064,186,10709,1,2,0.6667,3798|5511
3723,3675,188,185,3,2,0.5,1107|3798
3723,26064,188,10709,3,2,0.5,1107|3798
3762,4314,191,207,22,2,1.0,3798|5511
5713,1558,225,88,55,2,0.5,994|3798
5713,6235,225,226,35,2,0.5,3795|3798
5713,6293,225,251,35,2,0.5,3795|3798
5713,6369,225,255,2,3,0.75,994|3795|3798
5713,7960,225,363,4,3,0.75,994|3795|3798
5713,10724,225,548,35,2,0.5,3795|3798
5713,10732,225,550,2,3,0.75,994|3795|3798
5713,10776,225,554,2,3,0.75,994|3795|3798
