constructed_group_id,regime,size,members,anchors,n_examples,n_train,n_val,n_test,heterogeneity
occ_001084,occasional,2,1028|1326,1028|1326,10,7,1,2,0.0892
occ_001085,occasional,2,1376|17277,1376|17277,10,7,2,1,0.186
occ_001086,occasional,2,1591|4516,1591|4516,10,7,1,2,0.3997
occ_001087,occasional,2,2147|2149,2147|2149,10,4,2,4,0.2028
occ_001088,occasional,2,2249|11820,2249|11820,10,5,2,3,0.6529
occ_001089,occasional,2,2288|7733,2288|7733,10,6,0,4,0.4746
occ_001090,occasional,3,2369|6457|9901,2369|6457|9901,10,8,0,2,0.4452
occ_001091,occasional,2,2709|4011,2709|4011,10,8,0,2,0.8586
occ_001092,occasional,2,2826|7140,2826|7140,10,7,1,2,0.4515
occ_001093,occasional,2,2827|3622,2827|3622,10,5,3,2,0.6286
occ_001094,occasional,2,2892|9217,2892|9217,10,9,1,0,0.6939
occ_001095,occasional,2,2933|2948,2933|2948,10,5,1,4,0.0679
occ_001096,occasional,2,2971|17975,2971|17975,10,4,1,5,0.6765
occ_001097,occasional,4,3285|6457|8990|17412,3285|6457|8990|17412,10,4,1,5,0.5235
occ_001098,occasional,2,3306|4329,3306,10,10,0,0,0.5772
occ_001099,occasional,3,1379|1940|3541,3541,10,10,0,0,0.2343
occ_001100,occasional,2,3569|9454,3569|9454,10,7,0,3,0.3019
occ_001101,occasional,2,4045|11299,4045|11299,10,9,1,0,0.3318
occ_001102,occasional,2,4177|4355,4177|4355,10,6,1,3,0.2477
occ_001103,occasional,3,4284|6091|10171,4284|6091|10171,10,4,2,4,0.3711
occ_001104,occasional,2,4335|14844,4335|14844,10,5,3,2,0.6529
occ_001105,occasional,2,4507|4520,4507|4520,10,7,2,1,0.54
occ_001106,occasional,3,3026|4674|4719,4674|4719,10,7,0,3,0.4253
occ_001107,occasional,2,4774|7517,4774|7517,10,7,2,1,0.4569
occ_001108,occasional,4,5037|10084|10929|10930,5037|10084|10929|10930,10,4,1,5,0.5617
occ_001109,occasional,2,5970|9217,5970|9217,10,7,0,3,0.7812
occ_001110,occasional,2,6125|7235,6125|7235,10,10,0,0,0.441
occ_001111,occasional,3,6508|10108|12219,6508|10108,10,5,2,3,0.5969
occ_001112,occasional,2,6635|6727,6635|6727,10,7,0,3,0.0156
occ_001113,occasional,2,7140|23765,7140|23765,10,3,0,7,0.4288
occ_001114,occasional,3,7184|9924|10056,7184|9924,10,7,2,1,0.7112
occ_001115,occasional,2,4193|8149,8149,10,3,2,5,0.7684
occ_001116,occasional,2,8673|21332,8673|21332,10,3,2,5,0.3123
occ_001117,occasional,5,5853|7838|8705|12393|23728,7838|8705|12393|23728,10,3,2,5,0.5125
occ_001118,occasional,4,7838|8705|12393|23728,8705|23728,10,8,1,1,0.5758
occ_001119,occasional,5,5853|8705|12393|17351|23728,5853|8705|12393|23728,10,4,2,4,0.5975
occ_001120,occasional,4,6814|8911|10263|15713,8911|15713,10,4,2,4,0.7411
occ_001121,occasional,2,9066|9223,9066|9223,10,8,1,1,0.6704
occ_001122,occasional,3,4787|9066|9223,9066|9223,10,3,1,6,0.5925
occ_001123,occasional,2,6457|9226,6457|9226,10,6,2,2,0.4544
occ_001124,occasional,2,9496|20636,9496|20636,10,5,1,4,0.4321
occ_001125,occasional,2,10144|10147,10144|10147,10,6,1,3,0.2049
occ_001126,occasional,2,10171|17930,10171|17930,10,6,2,2,0.3527
occ_001127,occasional,4,10171|11055|11936|16400,10171|11936,10,3,3,4,0.5578
occ_001128,occasional,2,10890|12997,10890|12997,10,6,1,3,0.298
occ_001129,occasional,3,5506|11705|11708,11705|11708,10,6,1,3,0.5132
occ_001130,occasional,2,11905|19784,11905|19784,10,3,2,5,0.2271
occ_001131,occasional,4,12505|15040|15041|17350,12505|15040|15041|17350,10,5,1,4,0.1999
occ_001132,occasional,3,2780|12554|12629,12554|12629,10,5,1,4,0.0573
occ_001133,occasional,2,12867|12898,12867|12898,10,7,3,0,0.0861
occ_001134,occasional,2,13012|16637,13012|16637,10,6,1,3,0.4294
occ_001135,occasional,2,13533|17176,13533|17176,10,5,1,4,0.3171
occ_001136,occasional,2,14434|17203,14434|17203,10,7,1,2,0.4367
occ_001137,occasional,3,459|14608|14850,14608|14850,10,6,0,4,0.4834
occ_001138,occasional,4,3145|14808|15059|22631,14808|15059|22631,10,6,1,3,0.5661
occ_001139,occasional,3,15619|22578|24047,15619|22578,10,8,0,2,0.4416
occ_001140,occasional,3,16374|17187|18895,16374|17187|18895,10,5,2,3,0.4562
occ_001141,occasional,3,4837|7200|17085,4837|7200|17085,10,3,2,5,0.336
occ_001142,occasional,2,11907|17207,11907|17207,10,6,2,2,0.3012
occ_001143,occasional,2,18007|23520,18007|23520,10,2,3,5,0.5009
occ_001144,occasional,2,18018|20241,18018|20241,10,5,2,3,0.653
occ_001145,occasional,2,18311|22989,18311|22989,10,10,0,0,0.5088
occ_001146,occasional,3,2558|21782|22353,21782|22353,10,4,5,1,0.3499
occ_001147,occasional,3,3222|3428|21782,3222|21782,10,4,2,4,0.4439
occ_001148,occasional,2,22634|27236,22634,10,6,2,2,0.4137
occ_001149,occasional,3,22634|26813|27236,22634|26813|27236,10,5,3,2,0.3771
occ_001150,occasional,2,23741|23994,23741|23994,10,3,4,3,0.5436
occ_001151,occasional,2,24161|24255,24255,10,8,1,1,0.2906
occ_001152,occasional,2,24327|26070,24327|26070,10,6,1,3,0.3277
occ_001153,occasional,2,8946|26500,26500,10,7,0,3,0.7
occ_001154,occasional,2,26884|27051,26884|27051,10,7,2,1,0.1596
occ_001155,occasional,2,26975|28132,26975|28132,10,7,1,2,0.1466
occ_001156,occasional,2,27379|28829,27379|28829,10,5,3,2,0.1438
occ_001157,occasional,3,7535|27403|27431,7535|27431,10,2,2,6,0.6415
occ_001158,occasional,2,27888|28016,27888|28016,10,5,1,4,0.1466
occ_001159,occasional,2,11151|28177,11151|28177,10,4,2,4,0.6115
occ_001160,occasional,2,28434|28443,28434|28443,10,7,1,2,0.1078
occ_001161,occasional,3,200|3186|3285,200,9,4,2,3,0.5788
occ_001162,occasional,3,227|3376|20044,227|20044,9,4,1,4,0.4005
occ_001163,occasional,2,245|2033,245|2033,9,3,1,5,0.4499
occ_001164,occasional,5,270|4011|14686|17930|19101,270|4011,9,5,3,1,0.6201
occ_001165,occasional,3,270|4011|14521,270|4011,9,5,2,2,0.6708
occ_001166,occasional,3,769|8990|11917,769|11917,9,2,1,6,0.2941
occ_001167,occasional,2,787|1431,787|1431,9,6,1,2,0.5253
occ_001168,occasional,2,1048|1337,1048|1337,9,6,0,3,0.2506
occ_001169,occasional,2,1049|12609,1049|12609,9,7,1,1,0.5525
occ_001170,occasional,3,1048|1337|1391,1048|1337|1391,9,5,1,3,0.2809
occ_001171,occasional,3,1374|8344|9421,1374,9,1,2,6,0.404
occ_001172,occasional,2,1056|1596,1056|1596,9,4,1,4,0.4558
occ_001173,occasional,3,1055|1056|1596,1056|1596,9,2,2,5,0.2924
occ_001174,occasional,4,1688|5541|5664|7292,1688|5541,9,6,1,2,0.4818
occ_001175,occasional,2,2024|27390,2024|27390,9,6,1,2,0.1629
occ_001176,occasional,3,2288|3566|7733,2288|3566|7733,9,6,2,1,0.4393
occ_001177,occasional,3,2314|5370|7766,2314|5370|7766,9,6,1,2,0.4006
occ_001178,occasional,2,2380|18046,2380,9,5,1,3,0.5276
occ_001179,occasional,2,2424|10042,2424|10042,9,3,3,3,0.2393
occ_001180,occasional,3,2442|3414|5064,2442|5064,9,6,1,2,0.4995
occ_001181,occasional,2,2529|20527,2529|20527,9,6,1,2,0.0903
occ_001182,occasional,4,2788|13734|23590|24721,2788|13734|23590|24721,9,6,0,3,0.3246
occ_001183,occasional,2,3073|4861,3073|4861,9,8,0,1,0.1026
occ_001184,occasional,2,3227|3386,3227|3386,9,4,2,3,0.3808
occ_001185,occasional,2,3240|5126,3240|5126,9,6,1,2,0.3167
occ_001186,occasional,3,3365|8990|12277,3365|12277,9,6,2,1,0.62
occ_001187,occasional,2,3429|6812,3429|6812,9,8,1,0,0.5736
occ_001188,occasional,4,1775|3491|3645|6127,3491|3645,9,3,1,5,0.5609
occ_001189,occasional,3,3640|6719|8880,3640|6719,9,4,2,3,0.4555
occ_001190,occasional,4,3729|7766|8593|8595,3729|8593|8595,9,7,1,1,0.5463
occ_001191,occasional,2,3729|7766,3729|7766,9,8,0,1,0.7017
occ_001192,occasional,3,3954|6059|17085,3954|6059|17085,9,9,0,0,0.3749
occ_001193,occasional,3,4048|8613|10149,4048|10149,9,3,0,6,0.643
occ_001194,occasional,2,4284|10171,4284|10171,9,8,1,0,0.1552
occ_001195,occasional,2,3491|4345,4345,9,3,2,4,0.6971
occ_001196,occasional,3,1971|4461|8255,4461|8255,9,6,2,1,0.2999
occ_001197,occasional,3,4816|6874|8039,4816|6874,9,6,0,3,0.4381
occ_001198,occasional,3,4837|6059|7200,4837|6059|7200,9,7,1,1,0.4061
occ_001199,occasional,2,4837|24956,4837|24956,9,5,3,1,0.1991
occ_001200,occasional,4,5123|5159|11677|11972,5123|5159|11972,9,3,1,5,0.5397
occ_001201,occasional,4,313|5123|6575|11879,5123|11879,9,7,0,2,0.543
occ_001202,occasional,2,5888|12651,5888|12651,9,5,1,3,0.3355
occ_001203,occasional,2,6402|8115,6402|8115,9,4,2,3,0.3973
occ_001204,occasional,2,6690|17289,6690|17289,9,7,1,1,0.2223
occ_001205,occasional,2,6696|18809,6696|18809,9,7,1,1,0.4854
occ_001206,occasional,2,7020|7137,7020|7137,9,8,0,1,0.7312
occ_001207,occasional,3,7535|7932|10013,7535|10013,9,7,2,0,0.4853
occ_001208,occasional,2,7838|17351,7838|17351,9,4,3,2,0.7337
occ_001209,occasional,4,7838|8705|12393|17351,7838|8705|12393,9,7,0,2,0.6331
occ_001210,occasional,2,8396|10273,8396|10273,9,6,1,2,0.5354
occ_001211,occasional,2,8396|10827,8396|10827,9,6,1,2,0.2765
occ_001212,occasional,3,2576|7133|8476,7133|8476,9,7,1,1,0.4685
occ_001213,occasional,2,8590|8661,8590|8661,9,4,1,4,0.4315
occ_001214,occasional,3,5853|8705|23728,8705|23728,9,8,0,1,0.6178
occ_001215,occasional,4,5853|8705|12393|23728,8705|12393|23728,9,3,1,5,0.5546
occ_001216,occasional,4,6458|8101|8990|11041,6458|8990|11041,9,2,2,5,0.4826
occ_001217,occasional,2,9066|9924,9066|9924,9,4,1,4,0.5537
occ_001218,occasional,3,9410|11860|11912,9410|11860|11912,9,3,0,6,0.3923
occ_001219,occasional,2,9497|10047,9497|10047,9,7,1,1,0.4088
occ_001220,occasional,2,9727|10659,9727|10659,9,5,1,3,0.4895
occ_001221,occasional,3,9501|10047|12419,9501|10047,9,8,0,1,0.7016
occ_001222,occasional,2,10047|11337,10047|11337,9,7,1,1,0.4031
occ_001223,occasional,3,8716|10171|13157,10171|13157,9,6,1,2,0.6919
occ_001224,occasional,2,1871|10238,10238,9,5,3,1,0.5804
occ_001225,occasional,2,10971|11032,10971|11032,9,3,1,5,0.1871
occ_001226,occasional,2,11049|16602,11049|16602,9,4,1,4,0.2615
occ_001227,occasional,2,10662|11441,10662|11441,9,3,2,4,0.743
occ_001228,occasional,2,11627|11639,11627|11639,9,4,0,5,0.3391
occ_001229,occasional,2,11094|11696,11094|11696,9,6,0,3,0.8115
occ_001230,occasional,2,9037|12336,12336,9,5,2,2,0.4047
occ_001231,occasional,3,14000|14002|20622,14000|14002|20622,9,7,2,0,0.2131
occ_001232,occasional,3,14397|15327|25119,14397|15327,9,8,1,0,0.3202
occ_001233,occasional,2,14608|14747,14608|14747,9,7,1,1,0.2983
occ_001234,occasional,3,5468|14850|15046,15046,9,6,3,0,0.632
occ_001235,occasional,2,15275|16054,15275|16054,9,6,0,3,0.3442
occ_001236,occasional,2,15845|16968,15845|16968,9,6,1,2,0.144
occ_001237,occasional,2,16000|21518,16000|21518,9,6,1,2,0.6562
occ_001238,occasional,2,16061|19450,16061|19450,9,5,2,2,0.6017
occ_001239,occasional,2,16374|17187,16374|17187,9,7,1,1,0.5513
occ_001240,occasional,3,12849|16637|17160,12849|16637|17160,9,4,3,2,0.474
occ_001241,occasional,2,17077|17328,17077|17328,9,4,1,4,0.3402
occ_001242,occasional,2,13576|17883,13576|17883,9,7,0,2,0.2739
occ_001243,occasional,2,11234|18414,11234|18414,9,5,1,3,0.1248
occ_001244,occasional,2,18443|26975,18443|26975,9,7,0,2,0.4159
occ_001245,occasional,2,19340|19487,19340|19487,9,5,2,2,0.647
occ_001246,occasional,2,19494|20027,19494|20027,9,9,0,0,0.6058
occ_001247,occasional,2,21263|21325,21263|21325,9,5,0,4,0.4304
occ_001248,occasional,5,7208|7302|15059|21291|21292,7208|15059|21291|21292,9,3,2,4,0.5331
occ_001249,occasional,2,21961|21976,21961|21976,9,6,3,0,0.2513
occ_001250,occasional,3,4816|22634|27236,22634|27236,9,4,2,3,0.5704
occ_001251,occasional,3,4816|22634|26813,22634|26813,9,4,2,3,0.5212
occ_001252,occasional,2,23124|24477,23124|24477,9,6,0,3,0.4597
occ_001253,occasional,2,18553|24413,24413,9,3,0,6,0.5764
occ_001254,occasional,2,5147|26523,26523,9,9,0,0,0.6563
occ_001255,occasional,2,28786|29442,28786|29442,9,3,2,4,0.8732
occ_001256,occasional,2,2526|30129,2526|30129,9,2,4,3,0.5805
occ_001257,occasional,3,554|1184|1463,554|1184|1463,9,0,3,6,0.6322
occ_001258,occasional,5,1435|5755|7707|17262|20918,1435|17262,9,0,2,7,0.5949
occ_001259,occasional,4,1435|7707|17262|20918,1435|17262,9,0,1,8,0.5132
occ_001260,occasional,2,11262|14313,11262|14313,9,0,0,9,0.2712
occ_001261,occasional,5,43|6607|11891|21924|23023,43|6607|11891,8,5,0,3,0.3263
occ_001262,occasional,3,59|12554|12629,59|12554|12629,8,4,3,1,0.0682
occ_001263,occasional,3,108|10662|11677,108|10662,8,4,2,2,0.3443
occ_001264,occasional,2,108|11820,108|11820,8,4,2,2,0.4786
occ_001265,occasional,2,165|6862,165|6862,8,6,0,2,0.4573
occ_001266,occasional,3,301|7561|7576,301|7561,8,5,1,2,0.3605
occ_001267,occasional,2,350|426,350|426,8,5,0,3,0.481
occ_001268,occasional,2,459|1608,459|1608,8,4,2,2,0.4472
occ_001269,occasional,2,554|3640,554|3640,8,5,2,1,0.5509
occ_001270,occasional,2,717|7200,717|7200,8,6,2,0,0.4969
occ_001271,occasional,2,921|1814,921|1814,8,2,2,4,0.5222
occ_001272,occasional,3,967|3640|6457,967|6457,8,4,1,3,0.6251
occ_001273,occasional,2,1173|10171,1173,8,7,0,1,0.489
occ_001274,occasional,2,1207|1229,1207|1229,8,4,0,4,0.162
occ_001275,occasional,2,1491|5764,1491|5764,8,4,1,3,0.655
occ_001276,occasional,2,1554|1856,1554|1856,8,7,0,1,0.5823
occ_001277,occasional,4,1417|1585|1608|15619,1585|1608,8,3,2,3,0.4573
occ_001278,occasional,2,987|1608,1608,8,7,1,0,0.2956
occ_001279,occasional,2,1808|1810,1808|1810,8,5,1,2,0.1484
occ_001280,occasional,2,75|2033,2033,8,3,2,3,0.3535
occ_001281,occasional,2,2346|16328,2346|16328,8,3,1,4,0.2459
occ_001282,occasional,2,2402|3685,2402|3685,8,3,3,2,0.5899
occ_001283,occasional,2,2788|13734,2788|13734,8,3,3,2,0.2216
occ_001284,occasional,2,3145|7302,3145|7302,8,4,2,2,0.7727
occ_001285,occasional,2,3208|4284,3208|4284,8,6,1,1,0.315
occ_001286,occasional,2,3285|6457,3285|6457,8,7,0,1,0.7357
occ_001287,occasional,2,3401|6412,3401|6412,8,4,2,2,0.6645
occ_001288,occasional,3,3491|3624|3645,3491|3624|3645,8,7,0,1,0.2098
occ_001289,occasional,4,3491|3508|3624|3645,3508|3624|3645,8,6,0,2,0.2545
occ_001290,occasional,4,3535|6457|6938|17064,3535|6457|6938|17064,8,4,1,3,0.5749
occ_001291,occasional,2,4094|8332,4094|8332,8,5,2,1,0.1785
occ_001292,occasional,3,4159|5282|11361,4159|5282,8,3,2,3,0.5939
occ_001293,occasional,3,4272|4541|5729,4272|4541|5729,8,6,2,0,0.5577
occ_001294,occasional,2,1055|5079,5079,8,6,1,1,0.4524
occ_001295,occasional,4,5123|5159|11320|11677,5123|5159,8,5,2,1,0.5129
occ_001296,occasional,5,5123|5159|6575|11879|11957,5123|11957,8,5,1,2,0.4981
occ_001297,occasional,3,5123|13386|15924,5123|13386|15924,8,5,1,2,0.5448
occ_001298,occasional,2,5159|13386,5159|13386,8,4,1,3,0.3868
occ_001299,occasional,2,5688|14769,5688,8,5,0,3,0.3032
occ_001300,occasional,2,5708|14551,5708,8,2,3,3,0.3692
occ_001301,occasional,2,5719|15215,5719|15215,8,4,0,4,0.2331
occ_001302,occasional,2,5888|6063,5888|6063,8,4,1,3,0.4067
occ_001303,occasional,3,6007|7087|8764,6007|7087,8,4,2,2,0.5684
occ_001304,occasional,2,6131|10827,6131|10827,8,5,0,3,0.3987
occ_001305,occasional,2,6351|22196,6351,8,8,0,0,0.5002
occ_001306,occasional,3,3365|4987|6457,3365|6457,8,3,2,3,0.6897
occ_001307,occasional,2,6604|11654,6604|11654,8,6,0,2,0.2364
occ_001308,occasional,2,6631|15497,6631|15497,8,4,0,4,0.2789
occ_001309,occasional,2,6813|17964,6813|17964,8,4,1,3,0.4237
occ_001310,occasional,2,6862|22664,6862|22664,8,3,2,3,0.5979
occ_001311,occasional,2,7110|8229,7110|8229,8,4,0,4,0.5989
occ_001312,occasional,2,7184|9924,7184|9924,8,5,0,3,0.6211
occ_001313,occasional,3,7184|10303|10506,7184|10303|10506,8,6,1,1,0.4209
occ_001314,occasional,2,7318|8273,7318|8273,8,3,2,3,0.1425
occ_001315,occasional,2,7535|27431,7535|27431,8,2,0,6,0.4942
occ_001316,occasional,2,7766|9454,7766|9454,8,5,1,2,0.5613
occ_001317,occasional,2,7838|10144,7838,8,8,0,0,0.8704
occ_001318,occasional,2,8293|8944,8293|8944,8,5,0,3,0.5278
occ_001319,occasional,2,8566|8570,8566|8570,8,6,0,2,0.4059
occ_001320,occasional,3,6457|8590|8661,8590|8661,8,5,2,1,0.6252
occ_001321,occasional,5,5853|8705|12393|21732|23728,8705|23728,8,5,2,1,0.6376
occ_001322,occasional,2,8868|9130,8868|9130,8,6,1,1,0.6064
occ_001323,occasional,2,9497|11250,9497|11250,8,3,2,3,0.7116
occ_001324,occasional,3,9497|9501|10011,9497|9501|10011,8,7,0,1,0.2545
occ_001325,occasional,2,4743|9763,4743|9763,8,3,1,4,0.6747
occ_001326,occasional,3,9924|14766|18963,9924|14766,8,3,2,3,0.6569
occ_001327,occasional,2,3640|10695,10695,8,5,1,2,0.8665
occ_001328,occasional,3,10869|10880|10918,10869|10880|10918,8,6,0,2,0.5651
occ_001329,occasional,3,10880|10918|14393,10880|10918|14393,8,7,0,1,0.6672
occ_001330,occasional,2,1845|10892,1845|10892,8,2,0,6,0.6914
occ_001331,occasional,2,10918|14393,10918|14393,8,6,1,1,0.7266
occ_001332,occasional,3,11336|13012|13117,11336|13012|13117,8,5,0,3,0.7358
occ_001333,occasional,2,11677|11972,11677|11972,8,5,1,2,0.6404
occ_001334,occasional,2,3954|11739,11739,8,4,1,3,0.2605
occ_001335,occasional,2,4072|12346,12346,8,8,0,0,0.4661
occ_001336,occasional,3,8862|12630|17761,12630|17761,8,3,1,4,0.5221
occ_001337,occasional,2,13084|22897,13084|22897,8,7,1,0,0.6894
occ_001338,occasional,2,13915|14150,13915,8,8,0,0,0.5118
occ_001339,occasional,2,14390|29369,14390|29369,8,5,1,2,0.4923
occ_001340,occasional,2,14607|17303,14607|17303,8,7,0,1,0.6639
occ_001341,occasional,2,9672|14701,9672|14701,8,1,4,3,0.5855
occ_001342,occasional,2,14747|17883,14747|17883,8,4,0,4,0.5658
occ_001343,occasional,4,9924|14766|18963|21143,14766,8,3,2,3,0.6049
occ_001344,occasional,3,9924|14766|21143,9924|14766,8,1,2,5,0.5518
occ_001345,occasional,4,9924|14766|21143|23216,9924|14766,8,2,3,3,0.5097
occ_001346,occasional,3,15470|16025|16026,15470|16025|16026,8,3,1,4,0.2188
occ_001347,occasional,2,8660|15675,8660|15675,8,5,2,1,0.815
occ_001348,occasional,2,15978|16003,15978|16003,8,7,1,0,0.587
occ_001349,occasional,3,3954|17085|24956,3954|17085|24956,8,1,0,7,0.4179
occ_001350,occasional,2,17146|17260,17146|17260,8,3,2,3,0.1642
occ_001351,occasional,4,1435|5755|17262|20918,1435|17262|20918,8,1,5,2,0.6248
occ_001352,occasional,3,17561|17584|17623,17561|17584|17623,8,4,1,3,0.4528
occ_001353,occasional,2,17994|24500,17994|24500,8,6,0,2,0.1054
occ_001354,occasional,2,17623|18417,17623|18417,8,4,2,2,0.5564
occ_001355,occasional,2,18452|18459,18452|18459,8,6,1,1,0.051
occ_001356,occasional,2,18880|19891,18880|19891,8,4,3,1,0.0263
occ_001357,occasional,2,3566|19810,19810,8,6,1,1,0.5681
occ_001358,occasional,2,20446|21042,20446,8,8,0,0,0.6644
occ_001359,occasional,2,14000|20622,14000|20622,8,2,1,5,0.1022
occ_001360,occasional,2,21742|27573,21742|27573,8,8,0,0,0.2361
occ_001361,occasional,2,21767|22621,21767|22621,8,8,0,0,0.4241
occ_001362,occasional,2,21837|21864,21837|21864,8,5,1,2,0.3081
occ_001363,occasional,3,22346|27302|28196,22346|27302|28196,8,1,2,5,0.2358
occ_001364,occasional,2,22750|27908,22750|27908,8,7,0,1,0.296
occ_001365,occasional,2,13652|22939,13652|22939,8,2,1,5,0.4778
occ_001366,occasional,2,23280|29111,23280|29111,8,7,1,0,0.6435
occ_001367,occasional,2,24173|24243,24173|24243,8,4,1,3,0.0291
occ_001368,occasional,2,24844|26928,24844|26928,8,2,3,3,0.3981
occ_001369,occasional,3,26111|26192|26260,26192|26260,8,4,3,1,0.3583
occ_001370,occasional,2,26204|26221,26204|26221,8,7,1,0,0.4233
occ_001371,occasional,3,26425|31020|31021,26425|31020|31021,8,3,1,4,0.5251
occ_001372,occasional,2,27512|27859,27512|27859,8,8,0,0,0.6479
occ_001373,occasional,3,11336|13117|18530,11336|13117,8,0,2,6,0.6951
occ_001374,occasional,4,581|3726|5089|11987,11987,8,0,2,6,0.4611
occ_001375,occasional,2,1|2019,1|2019,7,6,1,0,0.4117
occ_001376,occasional,4,1|3502|6457|8990,1|6457|8990,7,3,0,4,0.489
occ_001377,occasional,5,43|6607|21924|23023|23669,43|6607|23023,7,4,1,2,0.3602
occ_001378,occasional,2,95|1061,95|1061,7,2,1,4,0.2925
occ_001379,occasional,5,108|10662|11174|11320|11820,108|10662|11174,7,2,1,4,0.5144
occ_001380,occasional,4,108|10662|11174|11441,108|11174|11441,7,1,3,3,0.5767
occ_001381,occasional,2,108|10662,108,7,1,2,4,0.2989
occ_001382,occasional,2,469|28733,469,7,4,2,1,0.4207
occ_001383,occasional,3,579|3535|4193,579|4193,7,5,2,0,0.5429
occ_001384,occasional,2,677|2497,677|2497,7,6,1,0,0.1444
occ_001385,occasional,2,679|3244,679|3244,7,4,1,2,0.3073
occ_001386,occasional,4,769|8531|8990|11917,769|11917,7,2,0,5,0.4967
occ_001387,occasional,2,967|17064,967|17064,7,5,0,2,0.6348
occ_001388,occasional,2,1261|15363,1261|15363,7,6,0,1,0.2328
occ_001389,occasional,2,1261|2336,1261,7,4,1,2,0.4543
occ_001390,occasional,4,1491|3640|4504|6719,1491|4504|6719,7,2,2,3,0.3467
occ_001391,occasional,2,1516|1954,1516|1954,7,3,2,2,0.5374
occ_001392,occasional,2,1760|3505,1760|3505,7,2,2,3,0.0996
occ_001393,occasional,2,2033|10084,2033|10084,7,3,0,4,0.5684
occ_001394,occasional,2,1591|2270,1591|2270,7,1,3,3,0.112
occ_001395,occasional,2,2033|2363,2033|2363,7,3,0,4,0.2083
occ_001396,occasional,3,2379|3375|3720,2379|3375|3720,7,6,0,1,0.7308
occ_001397,occasional,2,2442|3414,2442|3414,7,3,2,2,0.318
occ_001398,occasional,2,2709|5744,2709|5744,7,3,2,2,0.5901
occ_001399,occasional,2,2771|2803,2771|2803,7,1,3,3,0.1262
occ_001400,occasional,2,2835|11883,2835|11883,7,2,1,4,0.2965
occ_001401,occasional,2,2971|3798,2971|3798,7,4,1,2,0.2647
occ_001402,occasional,2,3280|20356,3280|20356,7,5,1,1,0.6469
occ_001403,occasional,2,3364|27683,3364|27683,7,5,0,2,0.222
occ_001404,occasional,2,3365|6457,3365|6457,7,6,0,1,0.7631
occ_001405,occasional,2,3488|3658,3488|3658,7,6,0,1,0.2828
occ_001406,occasional,2,3535|4790,3535|4790,7,4,0,3,0.757
occ_001407,occasional,2,3535|10171,3535|10171,7,4,1,2,0.388
occ_001408,occasional,4,3535|6457|17064|17412,3535|6457|17064,7,2,4,1,0.4398
occ_001409,occasional,2,3637|17563,3637|17563,7,5,1,1,0.3069
occ_001410,occasional,4,3285|3640|6457|9901,3640|6457,7,3,2,2,0.681
occ_001411,occasional,3,3729|7766|8593,3729|7766,7,3,0,4,0.5639
occ_001412,occasional,4,3729|7766|8593|11940,3729|7766|11940,7,6,0,1,0.6033
occ_001413,occasional,2,3854|11500,3854|11500,7,1,2,4,0.3385
occ_001414,occasional,2,1107|3945,3945,7,4,0,3,0.4693
occ_001415,occasional,2,4011|18060,4011|18060,7,4,0,3,0.6952
occ_001416,occasional,5,270|4011|11949|17930|19101,4011,7,4,0,3,0.5738
occ_001417,occasional,3,270|4011|15302,270|4011,7,3,2,2,0.5917
occ_001418,occasional,2,4067|14072,4067|14072,7,3,1,3,0.1211
occ_001419,occasional,3,4422|7400|7447,4422|7400|7447,7,2,1,4,0.5561
occ_001420,occasional,3,5123|6575|13386,5123|6575,7,2,2,3,0.4376
occ_001421,occasional,5,5123|5159|6575|11879|13386,5123|5159,7,3,0,4,0.3725
occ_001422,occasional,5,5123|11879|11957|13386|16952,5123|11879|11957,7,4,0,3,0.5871
occ_001423,occasional,5,5123|5159|11879|11957|13386,5123|5159,7,4,0,3,0.4894
occ_001424,occasional,4,5123|11879|11957|13386,5123|13386,7,3,3,1,0.5447
occ_001425,occasional,4,5123|6575|11879|11957,5123,7,2,2,3,0.5458
occ_001426,occasional,2,3729|5370,3729|5370,7,3,2,2,0.4659
occ_001427,occasional,4,4147|5040|5853|7838,5853|7838,7,6,0,1,0.3736
occ_001428,occasional,3,5888|7555|8535,5888|7555,7,5,1,1,0.426
occ_001429,occasional,2,6305|18242,6305|18242,7,2,2,3,0.1545
occ_001430,occasional,3,5422|6458|6460,6458|6460,7,4,2,1,0.5443
occ_001431,occasional,2,6607|11891,6607|11891,7,7,0,0,0.2447
occ_001432,occasional,3,6762|6764|11917,6762|6764|11917,7,5,1,1,0.2598
occ_001433,occasional,2,6813|16807,6813|16807,7,6,1,0,0.3158
occ_001434,occasional,2,6974|10103,6974|10103,7,3,2,2,0.1662
occ_001435,occasional,2,7471|8585,7471,7,2,0,5,0.545
occ_001436,occasional,2,7766|8595,7766|8595,7,2,2,3,0.5635
occ_001437,occasional,2,8084|12609,8084|12609,7,3,2,2,0.8134
occ_001438,occasional,3,2569|7110|8229,7110|8229,7,1,2,4,0.4522
occ_001439,occasional,2,8365|22636,8365|22636,7,3,1,3,0.7607
occ_001440,occasional,2,8590|16435,8590|16435,7,3,2,2,0.6403
occ_001441,occasional,2,8641|8685,8641|8685,7,3,1,3,0.2286
occ_001442,occasional,3,4816|8039|8660,4816|8660,7,5,1,1,0.4684
occ_001443,occasional,3,4816|8660|15675,8660|15675,7,3,2,2,0.6701
occ_001444,occasional,4,8705|12393|21732|23728,8705|23728,7,3,0,4,0.6018
