u1,u2,n_groups,n_venues,weight_idf
13355,15327,3,3,0.489547
8667,29371,3,3,0.489547
13355,15319,3,3,0.489547
13355,14397,3,3,0.489547
9497,12419,2,2,0.489536
9497,12398,2,2,0.489536
1818,9497,2,2,0.489536
3346,10047,2,2,0.489536
9687,12398,2,2,0.489536
3346,9687,2,2,0.489536
4422,11250,2,2,0.489536
4422,10047,2,2,0.489536
9687,10047,2,2,0.489536
17265,21031,2,2,0.488651
27054,27290,2,2,0.488479
5853,12393,2,2,0.488263
29943,30163,3,3,0.487866
4220,5972,2,2,0.487788
4220,6798,2,2,0.487788
7804,23763,2,2,0.48761
14991,19340,2,2,0.487243
6305,18242,2,2,0.486789
17542,17634,2,2,0.486551
4787,10356,2,2,0.486377
19007,20576,3,3,0.486102
19011,20576,3,3,0.486102
1630,3909,2,2,0.486044
1630,3665,2,2,0.486044
2511,4196,2,2,0.485869
26965,30226,2,2,0.48582
292,1024,3,3,0.485531
11917,19163,2,2,0.484638
20425,21687,2,2,0.48419
3322,7137,3,1,0.484149
18198,22346,3,3,0.483504
6873,10491,2,2,0.483253
2790,15744,2,2,0.482913
5969,30157,2,2,0.482241
12543,14282,2,2,0.482084
5422,11336,2,2,0.481159
1173,14761,1,1,0.480898
23107,26061,1,1,0.480898
18898,26061,1,1,0.480898
1871,9501,1,1,0.480898
18898,23107,1,1,0.480898
24210,24226,1,1,0.480898
10934,19148,1,1,0.480898
22275,24136,1,1,0.480898
497,3286,1,1,0.480898
14430,26807,1,1,0.480898
17910,20289,1,1,0.480898
13336,23802,1,1,0.480898
18046,20289,1,1,0.480898
16867,17910,1,1,0.480898
15491,16807,1,1,0.480898
21742,22975,1,1,0.480898
13436,22975,1,1,0.480898
13436,21742,1,1,0.480898
3938,3971,1,1,0.480898
16867,18046,1,1,0.480898
2104,22975,1,1,0.480898
2104,21742,1,1,0.480898
5126,6794,1,1,0.480898
2104,13436,1,1,0.480898
2804,11263,1,1,0.480898
19592,21708,1,1,0.480898
10888,26061,1,1,0.480898
4196,26559,1,1,0.480898
26648,29899,1,1,0.480898
1371,13700,1,1,0.480898
17478,23765,1,1,0.480898
22788,23061,1,1,0.480898
2295,3484,1,1,0.480898
15713,17276,1,1,0.480898
4196,24649,1,1,0.480898
4196,27233,1,1,0.480898
9669,10805,1,1,0.480898
24649,27233,1,1,0.480898
26559,27233,1,1,0.480898
4334,8412,1,1,0.480898
8412,21983,1,1,0.480898
11450,15635,1,1,0.480898
11450,20401,1,1,0.480898
26860,27645,1,1,0.480898
14003,16548,1,1,0.480898
9840,23503,1,1,0.480898
10888,18898,1,1,0.480898
6154,26061,1,1,0.480898
9937,26061,1,1,0.480898
5144,6775,1,1,0.480898
9937,23107,1,1,0.480898
19592,22620,1,1,0.480898
9937,10888,1,1,0.480898
21708,22620,1,1,0.480898
22786,22788,1,1,0.480898
6154,23107,1,1,0.480898
2511,2804,1,1,0.480898
6154,18898,1,1,0.480898
6154,10888,1,1,0.480898
6154,9937,1,1,0.480898
2804,8723,1,1,0.480898
2511,11263,1,1,0.480898
11286,12398,1,1,0.480898
2511,8723,1,1,0.480898
4147,10288,1,1,0.480898
6590,8856,1,1,0.480898
1761,11337,1,1,0.480898
12136,16718,1,1,0.480898
5123,20819,1,1,0.480898
3878,9217,1,1,0.480898
3864,9217,1,1,0.480898
3864,3878,1,1,0.480898
6937,11696,1,1,0.480898
14351,15467,1,1,0.480898
9130,10864,1,1,0.480898
4507,6619,1,1,0.480898
453,20629,1,1,0.480898
4567,27379,1,1,0.480898
11513,12166,1,1,0.480898
9779,11337,1,1,0.480898
401,6503,1,1,0.480898
11874,17134,1,1,0.480898
4520,6619,1,1,0.480898
7913,15756,1,1,0.480898
10668,17930,1,1,0.480898
3640,8856,1,1,0.480898
4726,5155,1,1,0.480898
10404,10406,1,1,0.480898
6590,6719,1,1,0.480898
4504,8856,1,1,0.480898
4504,6590,1,1,0.480898
203,1186,1,1,0.480898
3640,6590,1,1,0.480898
15635,20401,1,1,0.480898
3640,4504,1,1,0.480898
18059,18095,1,1,0.480898
1491,8856,1,1,0.480898
1491,6719,1,1,0.480898
1491,6590,1,1,0.480898
1491,3640,1,1,0.480898
13718,17134,1,1,0.480898
10774,10934,1,1,0.480898
21191,26975,1,1,0.480898
15934,22174,1,1,0.480898
1091,17643,1,1,0.480898
11827,22631,1,1,0.480898
13718,17437,1,1,0.480898
17134,17437,1,1,0.480898
11827,14808,1,1,0.480898
17083,17437,1,1,0.480898
16092,22174,1,1,0.480898
4220,24451,1,1,0.480898
386,9950,1,1,0.480898
17083,17134,1,1,0.480898
15108,17134,1,1,0.480898
8824,18963,1,1,0.480898
7787,19148,1,1,0.480898
81,869,1,1,0.480898
29443,29457,1,1,0.480898
2667,13117,1,1,0.480898
5370,7766,1,1,0.480898
4320,4604,1,1,0.480898
6719,8856,1,1,0.480898
10774,19148,1,1,0.480898
16713,16892,1,1,0.480898
14171,14592,1,1,0.480898
10424,14592,1,1,0.480898
1349,26154,1,1,0.480898
1107,7426,2,2,0.480572
3089,3292,2,2,0.480413
11720,11898,2,2,0.480042
8537,13576,2,2,0.480005
14809,17940,3,1,0.479706
8763,14809,3,1,0.479706
13013,13249,2,2,0.479368
2632,3990,2,2,0.479128
18184,29501,3,3,0.478981
14197,24622,2,2,0.47843
4884,5220,2,2,0.477799
4884,5735,2,2,0.477799
3091,12629,2,2,0.477799
1135,5220,2,2,0.477799
14058,15982,2,2,0.477782
11730,11863,2,2,0.477636
22346,30080,2,2,0.477518
11739,20076,2,2,0.477311
9066,9223,2,2,0.477022
626,11029,2,2,0.476774
7340,11398,3,3,0.476747
7140,8812,3,3,0.476613
3240,5126,2,2,0.476528
5973,9763,3,2,0.476426
1371,10238,2,2,0.475843
3222,21782,2,2,0.47475
904,8990,3,3,0.474673
1560,7479,3,3,0.474034
1693,7296,2,1,0.473989
8769,12123,3,3,0.473868
22,2288,2,2,0.473516
7962,24211,2,2,0.473426
11315,31636,3,3,0.473243
2962,8822,2,2,0.47244
138,20248,3,3,0.472367
2288,3645,2,1,0.472355
2365,2448,3,3,0.472059
20,6303,2,2,0.471941
2121,6708,2,2,0.471941
8084,12609,2,2,0.47156
2412,10494,2,2,0.471314
7679,14785,2,2,0.470984
9556,14059,2,2,0.470984
11041,11917,2,2,0.469785
4701,22342,2,2,0.469344
12804,14371,2,2,0.469234
1399,1441,2,1,0.469188
982,10918,2,2,0.469063
982,10869,2,2,0.469063
1871,2848,2,2,0.46746
2282,2848,2,2,0.46746
16687,17315,2,2,0.467369
18086,19568,2,2,0.467332
26130,27560,2,2,0.466935
21956,22553,2,2,0.466698
20055,21316,2,2,0.466698
20055,21956,2,2,0.466698
9834,10222,2,2,0.466477
853,3338,2,2,0.466253
17064,19071,2,1,0.466151
1159,1223,2,2,0.465964
21069,23353,2,2,0.46586
5006,5318,3,3,0.465194
2380,9790,2,2,0.464424
13120,13734,2,2,0.464335
4632,4918,3,2,0.46417
24950,25158,2,2,0.464017
2,4740,2,1,0.463232
14324,15108,2,2,0.462923
7107,7460,2,2,0.46292
11599,19462,2,2,0.462901
4172,9566,2,2,0.462859
6491,15874,2,2,0.46285
9497,15874,2,2,0.46285
11938,15874,2,2,0.46285
6902,7126,2,2,0.462809
13646,26088,3,3,0.462475
2511,7028,2,2,0.461956
8365,22636,2,2,0.46175
18063,18064,2,2,0.460995
4747,21397,2,2,0.460723
16232,21397,2,2,0.460723
4747,16232,2,2,0.460723
14991,20576,3,1,0.460496
16625,24210,2,1,0.460426
6719,7173,2,2,0.460357
3544,11240,2,2,0.460142
29845,30866,2,2,0.460107
28255,28256,2,2,0.459842
27949,31588,2,2,0.459627
257,14547,2,2,0.459524
15490,16967,3,3,0.459369
4305,25438,2,2,0.459138
1366,5853,2,2,0.459115
9497,14421,2,2,0.459023
9066,9924,2,2,0.45892
4042,4447,2,2,0.458786
22330,24520,2,2,0.458716
12179,24520,2,2,0.458716
14267,14455,2,2,0.458416
7078,8014,2,2,0.457669
6575,13972,2,2,0.457146
43,20576,3,3,0.456998
1376,17277,2,2,0.456912
154,2511,2,2,0.455882
8132,18398,2,2,0.455739
14455,25851,2,2,0.455533
9030,12832,1,1,0.45512
3266,4116,1,1,0.45512
27989,28067,1,1,0.45512
27989,28066,1,1,0.45512
2309,23891,1,1,0.45512
15555,21614,1,1,0.45512
13341,14547,1,1,0.45512
2309,26353,1,1,0.45512
11861,14547,1,1,0.45512
11861,13341,1,1,0.45512
2309,26382,1,1,0.45512
459,847,1,1,0.45512
10047,16078,1,1,0.45512
9899,16078,1,1,0.45512
2282,4089,1,1,0.45512
1794,7389,1,1,0.45512
236,967,1,1,0.45512
9899,10047,1,1,0.45512
12395,18073,1,1,0.45512
5894,22769,1,1,0.45512
9779,16078,1,1,0.45512
27740,28003,1,1,0.45512
28685,28686,1,1,0.45512
28066,28067,1,1,0.45512
17579,22146,1,1,0.45512
13117,13494,1,1,0.45512
22941,26814,1,1,0.45512
7097,14151,1,1,0.45512
7142,17565,1,1,0.45512
95,923,1,1,0.45512
227,24786,1,1,0.45512
955,4089,1,1,0.45512
2309,5894,1,1,0.45512
7832,11686,1,1,0.45512
2309,22769,1,1,0.45512
1871,4089,1,1,0.45512
3898,8084,1,1,0.45512
3729,11895,1,1,0.45512
1167,17883,1,1,0.45512
1043,5936,1,1,0.45512
3566,12119,1,1,0.45512
2314,12119,1,1,0.45512
22,12119,1,1,0.45512
9348,9419,1,1,0.45512
5570,8756,1,1,0.45512
241,1366,1,1,0.45512
11987,17883,1,1,0.45512
10356,16877,1,1,0.45512
14766,18202,1,1,0.45512
8764,18563,1,1,0.45512
1184,16240,1,1,0.45512
5894,26382,1,1,0.45512
786,17421,1,1,0.45512
22769,23891,1,1,0.45512
2369,3640,1,1,0.45512
2369,9901,1,1,0.45512
3285,3640,1,1,0.45512
22769,26353,1,1,0.45512
3285,9901,1,1,0.45512
5715,7540,1,1,0.45512
1602,2058,1,1,0.45512
6007,18563,1,1,0.45512
23891,26382,1,1,0.45512
23891,26353,1,1,0.45512
1831,10178,1,1,0.45512
22769,26382,1,1,0.45512
12439,26577,1,1,0.45512
5715,14833,1,1,0.45512
676,4100,1,1,0.45512
5894,26353,1,1,0.45512
14708,14729,1,1,0.45512
108,19494,1,1,0.45512
7792,15260,2,1,0.45512
5725,6214,1,1,0.45512
29555,29982,1,1,0.45512
8856,16323,1,1,0.45512
324,7005,1,1,0.45512
15046,15694,1,1,0.45512
1207,3807,1,1,0.45512
25712,25766,1,1,0.45512
2330,4602,1,1,0.45512
26353,26382,1,1,0.45512
3355,9895,1,1,0.45512
5715,18031,1,1,0.45512
2369,3285,1,1,0.45512
1831,10182,1,1,0.45512
3100,10276,2,2,0.45467
7563,9037,3,2,0.454576
15081,15092,2,2,0.454489
4918,7400,3,1,0.454181
4632,16510,3,1,0.454181
3842,13489,2,2,0.453268
29297,30721,2,2,0.45259
8551,26113,3,3,0.452413
8867,10509,2,2,0.452002
7353,25648,2,2,0.451999
3153,4452,3,3,0.451945
7538,8708,2,2,0.45181
19900,21586,2,2,0.451496
16374,19900,2,2,0.451496
16374,21586,2,2,0.451496
20446,25718,3,2,0.451025
21713,25718,3,2,0.451025
20991,23376,3,3,0.450756
2077,18970,2,2,0.449925
702,4196,2,2,0.449619
45,395,2,2,0.449591
1993,5141,3,3,0.449441
4014,4064,2,2,0.449028
1422,1521,2,2,0.448908
27721,27884,2,2,0.4488
540,2511,2,2,0.448438
8987,9441,2,2,0.448245
2154,16902,3,3,0.447989
1184,2233,2,2,0.44755
3089,3186,2,2,0.44745
1134,23124,3,3,0.447335
7962,19721,2,2,0.447201
4884,17156,2,2,0.447199
3375,4539,2,1,0.446694
1972,5303,3,3,0.445561
8031,27768,3,3,0.445561
2145,8242,3,3,0.445407
4559,10570,3,3,0.445407
4036,8242,3,3,0.445407
4036,6732,3,3,0.445407
2145,6732,3,3,0.445407
16228,17139,3,3,0.445407
4374,19007,3,3,0.445407
2826,15858,3,3,0.445407
4374,19011,3,3,0.445407
16105,20248,3,3,0.445407
9411,10355,2,2,0.445175
4196,23719,3,3,0.445113
23216,26088,3,3,0.445113
4469,7183,2,2,0.444615
10446,14209,3,3,0.444507
10446,15860,3,3,0.444507
253,20446,3,3,0.444398
9451,14995,3,3,0.444398
1415,14995,3,3,0.444398
12,9169,3,3,0.444398
253,23314,3,3,0.444398
21767,22621,2,2,0.444263
26100,26126,2,2,0.444005
10828,26126,2,2,0.444005
10171,10888,2,2,0.443872
3346,7302,2,2,0.4438
13120,16677,2,2,0.442437
2834,14397,2,2,0.441918
21381,22955,3,3,0.441803
3604,3665,2,2,0.441732
21988,25747,2,2,0.441507
2033,5656,2,2,0.441214
5126,10706,2,2,0.440973
12772,13434,2,2,0.440917
25209,27648,2,2,0.440768
5362,14463,2,2,0.439826
12629,25014,2,2,0.439612
9571,9864,2,2,0.439371
13734,24760,2,2,0.439161
3401,20777,2,2,0.438605
7063,7288,2,2,0.438422
4184,21222,3,3,0.438187
212,8959,2,2,0.438049
8511,18834,3,3,0.43783
2379,16262,3,2,0.437759
25718,28936,2,2,0.437742
14808,15059,2,2,0.437714
15377,17892,2,2,0.437524
5498,13436,2,2,0.437405
201,208,3,3,0.437255
8166,11684,2,2,0.436885
13300,24622,2,2,0.436879
11677,15002,2,2,0.436698
11972,15002,2,2,0.436698
6177,9198,2,2,0.435975
12478,13390,2,2,0.434518
2912,20890,1,1,0.434294
6458,14380,1,1,0.434294
1417,15619,1,1,0.434294
2798,15001,1,1,0.434294
1079,1105,1,1,0.434294
2709,10362,1,1,0.434294
1417,1608,1,1,0.434294
1069,1105,1,1,0.434294
1585,15619,1,1,0.434294
265,554,1,1,0.434294
5766,18696,1,1,0.434294
1361,10695,1,1,0.434294
1417,1585,1,1,0.434294
15795,17085,1,1,0.434294
29126,29137,1,1,0.434294
1608,10866,1,1,0.434294
2852,4296,1,1,0.434294
1291,15619,1,1,0.434294
7722,9037,1,1,0.434294
12036,16534,1,1,0.434294
4271,14814,1,1,0.434294
8968,14814,1,1,0.434294
2442,14814,1,1,0.434294
2033,3979,1,1,0.434294
1173,6458,1,1,0.434294
15795,20810,1,1,0.434294
731,7238,1,1,0.434294
850,2249,1,1,0.434294
18317,20463,1,1,0.434294
19080,23705,1,1,0.434294
546,7513,1,1,0.434294
2879,31270,1,1,0.434294
19217,20429,1,1,0.434294
1173,9572,1,1,0.434294
4902,9313,1,1,0.434294
4859,11396,1,1,0.434294
2564,5977,1,1,0.434294
4417,5534,1,1,0.434294
7137,14828,1,1,0.434294
9572,14380,1,1,0.434294
423,1866,1,1,0.434294
1326,1423,1,1,0.434294
22230,27928,1,1,0.434294
9897,27439,1,1,0.434294
2521,13634,1,1,0.434294
5504,8349,1,1,0.434294
4995,7077,1,1,0.434294
7808,8349,1,1,0.434294
10999,19435,1,1,0.434294
1608,15619,1,1,0.434294
1920,7405,1,1,0.434294
2442,8968,1,1,0.434294
11242,17484,1,1,0.434294
26961,28667,1,1,0.434294
2521,13112,1,1,0.434294
3254,8783,1,1,0.434294
955,2282,1,1,0.434294
108,13262,1,1,0.434294
1028,1423,1,1,0.434294
18414,20931,1,1,0.434294
3208,3663,1,1,0.434294
331,4787,1,1,0.434294
10356,14132,1,1,0.434294
9886,17885,1,1,0.434294
7722,8990,1,1,0.434294
2681,15795,1,1,0.434294
6305,29833,1,1,0.434294
2249,10405,1,1,0.434294
2767,9763,1,1,0.434294
2767,8191,1,1,0.434294
1419,4077,1,1,0.434294
20000,20555,1,1,0.434294
8606,10805,1,1,0.434294
3861,4320,1,1,0.434294
25173,29317,1,1,0.434294
19488,19596,1,1,0.434294
6458,9572,1,1,0.434294
955,3129,1,1,0.434294
1487,3129,1,1,0.434294
2912,21660,1,1,0.434294
10673,20890,1,1,0.434294
1291,1417,1,1,0.434294
4636,11987,1,1,0.434294
5421,7278,1,1,0.434294
8818,10018,1,1,0.434294
2537,7749,1,1,0.434294
1291,1608,1,1,0.434294
4386,11336,1,1,0.434294
4541,5729,1,1,0.434294
10242,11937,1,1,0.434294
4196,7191,1,1,0.434294
13494,16280,1,1,0.434294
1503,6138,1,1,0.434294
1503,6137,1,1,0.434294
867,4502,1,1,0.434294
10673,21660,1,1,0.434294
4502,11361,1,1,0.434294
26135,26226,1,1,0.434294
1336,2033,1,1,0.434294
1291,1585,1,1,0.434294
1249,9040,1,1,0.434294
11393,22693,1,1,0.434294
11234,11279,1,1,0.434294
20890,21660,1,1,0.434294
19435,19446,1,1,0.434294
3322,17203,1,1,0.434294
850,11820,1,1,0.434294
6124,9133,2,2,0.433944
25772,28564,2,2,0.43337
7030,9621,2,2,0.432399
16661,18031,2,2,0.431648
15341,16381,2,2,0.431581
43,6762,3,3,0.431249
28224,29089,3,3,0.43111
26822,28103,3,3,0.430789
1986,6559,3,3,0.430555
1188,8874,2,2,0.430037
10872,15882,2,2,0.42995
8534,8920,2,2,0.429387
2560,5213,3,3,0.429159
1366,1789,2,2,0.428996
1633,6822,2,2,0.42896
28922,29677,2,2,0.428929
20894,24128,2,2,0.42809
4072,12346,2,2,0.427979
6771,12346,2,2,0.427979
21839,22174,2,2,0.42766
1592,11739,3,3,0.427585
1592,11741,3,3,0.427585
2511,10171,2,2,0.427544
1991,20672,3,3,0.427533
8483,20672,3,3,0.427533
81,136,2,2,0.427377
14874,14875,2,2,0.427377
17932,27767,2,2,0.427308
2270,2369,2,2,0.427253
29036,29764,2,2,0.427245
13436,15199,2,2,0.426895
25,8427,2,2,0.426621
478,8995,2,2,0.426594
6763,8726,2,2,0.426457
3879,16234,2,2,0.426414
1402,29365,2,2,0.426129
1402,12788,2,2,0.426129
2904,25612,2,2,0.426016
3322,7817,2,2,0.42564
6817,20248,3,3,0.425089
4558,6792,2,2,0.42508
1592,11174,2,2,0.42508
108,1592,2,2,0.42508
13520,13547,2,2,0.425012
11750,16632,2,2,0.424597
2249,11320,2,2,0.424041
5275,21046,3,1,0.423127
2511,5275,3,1,0.423127
2134,12651,3,1,0.423127
4719,5275,3,1,0.423127
2668,9398,3,1,0.423127
758,2134,3,1,0.423127
2077,16792,2,2,0.422724
12879,12898,2,2,0.422364
79,7306,3,3,0.422207
3375,18150,3,3,0.422053
9829,17077,2,2,0.422037
24705,26906,2,2,0.422004
2033,2295,2,2,0.421855
9063,12065,2,2,0.421414
11089,12065,2,2,0.421414
8896,12065,2,2,0.421414
6688,11327,2,2,0.421414
23590,24760,2,2,0.421211
7687,11739,2,2,0.420939
9897,22473,3,3,0.420827
3535,17443,2,2,0.420757
11792,15018,2,2,0.4205
1303,11897,2,2,0.420291
1376,13183,3,3,0.419829
5362,9556,2,1,0.419227
5303,5352,3,3,0.419225
5303,6102,3,3,0.419225
5304,6102,3,3,0.419225
2341,2933,2,2,0.418924
1157,15713,2,2,0.41889
12346,16693,2,2,0.41889
544,9501,2,2,0.41889
25557,25681,2,2,0.41857
13963,15770,2,2,0.418493
7024,11388,2,2,0.418166
10532,29553,2,2,0.418075
2526,16029,2,1,0.417755
9556,18378,2,2,0.417419
6457,15669,2,2,0.417154
253,5853,1,1,0.417032
10231,18667,1,1,0.417032
5301,14174,1,1,0.417032
5037,10695,1,1,0.417032
7089,18210,1,1,0.417032
8716,16400,1,1,0.417032
11706,23390,1,1,0.417032
6091,6457,1,1,0.417032
15795,26521,1,1,0.417032
11987,11991,1,1,0.417032
23765,28766,1,1,0.417032
10104,23765,1,1,0.417032
10999,11987,1,1,0.417032
11738,23390,1,1,0.417032
10231,23390,1,1,0.417032
3535,13651,1,1,0.417032
5983,15983,1,1,0.417032
14693,23765,1,1,0.417032
11738,18667,1,1,0.417032
7814,10171,1,1,0.417032
5973,15460,1,1,0.417032
6636,7722,1,1,0.417032
6480,27011,1,1,0.417032
253,7388,1,1,0.417032
1345,1375,1,1,0.417032
31265,31549,1,1,0.417032
1311,11738,1,1,0.417032
1311,10231,1,1,0.417032
4714,8236,1,1,0.417032
2976,8990,1,1,0.417032
20378,20380,1,1,0.417032
1463,15514,1,1,0.417032
654,3278,1,1,0.417032
6458,11150,1,1,0.417032
25,8084,1,1,0.417032
769,29825,1,1,0.417032
5282,11361,1,1,0.417032
4159,11361,1,1,0.417032
14255,16444,1,1,0.417032
5853,7388,1,1,0.417032
24445,26019,1,1,0.417032
2976,11150,1,1,0.417032
5853,18257,1,1,0.417032
7020,10263,1,1,0.417032
12353,23705,1,1,0.417032
10231,11738,1,1,0.417032
2976,6460,1,1,0.417032
253,9385,1,1,0.417032
1311,23390,1,1,0.417032
13117,14458,1,1,0.417032
1311,18667,1,1,0.417032
342,423,1,1,0.417032
3535,10168,1,1,0.417032
5422,11150,1,1,0.417032
5838,12012,1,1,0.417032
3703,7920,1,1,0.417032
3535,6091,1,1,0.417032
5422,8990,1,1,0.417032
9363,19810,1,1,0.417032
29656,30377,1,1,0.417032
17085,22473,1,1,0.417032
6457,13651,1,1,0.417032
2033,2919,1,1,0.417032
459,3945,1,1,0.417032
7405,8191,1,1,0.417032
2134,5301,1,1,0.417032
8273,13273,1,1,0.417032
4844,5089,1,1,0.417032
4671,11378,1,1,0.417032
4844,7318,1,1,0.417032
6460,11150,1,1,0.417032
4844,14802,1,1,0.417032
5089,7318,1,1,0.417032
6165,16859,1,1,0.417032
5416,8166,1,1,0.417032
5089,14802,1,1,0.417032
25049,25294,1,1,0.417032
7388,18257,1,1,0.417032
2681,22121,1,1,0.417032
717,15302,1,1,0.417032
15711,22177,1,1,0.417032
15711,17272,1,1,0.417032
2976,6458,1,1,0.417032
2442,3225,1,1,0.417032
3414,8968,1,1,0.417032
8990,11150,1,1,0.417032
16275,22560,1,1,0.417032
7388,9385,1,1,0.417032
253,18257,1,1,0.417032
7388,14110,1,1,0.417032
236,17256,1,1,0.417032
9668,14850,1,1,0.417032
2780,5717,2,1,0.417032
6091,10168,1,1,0.417032
8594,14701,1,1,0.417032
14110,18257,1,1,0.417032
11120,26852,1,1,0.417032
6460,8990,1,1,0.417032
18257,22566,1,1,0.417032
25880,27665,1,1,0.417032
17899,25595,1,1,0.417032
1311,6988,1,1,0.417032
6937,10238,1,1,0.417032
100,6988,1,1,0.417032
10168,13651,1,1,0.417032
253,14110,1,1,0.417032
1,967,1,1,0.417032
6457,10168,1,1,0.417032
12399,23017,1,1,0.417032
14380,26535,1,1,0.417032
9385,18257,1,1,0.417032
1097,20634,1,1,0.417032
9610,11634,1,1,0.417032
7200,7722,1,1,0.417032
6091,13651,1,1,0.417032
100,1311,1,1,0.417032
1753,11378,1,1,0.417032
1749,2033,1,1,0.417032
2165,30498,1,1,0.417032
212,9226,1,1,0.417032
21339,26541,1,1,0.417032
7318,14802,1,1,0.417032
6874,11325,1,1,0.417032
6874,12128,1,1,0.417032
2291,2729,1,1,0.417032
11325,12128,1,1,0.417032
4567,14850,1,1,0.417032
11566,21113,1,1,0.417032
2976,5422,1,1,0.417032
7882,12062,1,1,0.417032
6351,16082,1,1,0.417032
11905,17359,1,1,0.417032
1,17064,1,1,0.417032
25294,25295,1,1,0.417032
10642,14387,2,2,0.416945
6457,13957,2,2,0.416921
1000,25477,2,2,0.416874
4494,18897,2,2,0.416775
5103,6125,2,2,0.416136
11492,19024,3,2,0.416124
8769,10999,2,2,0.416079
19620,21851,2,2,0.415957
9037,15499,3,1,0.415829
9037,14607,3,1,0.415829
12336,14607,3,1,0.415829
12835,21983,3,3,0.415307
2231,5551,2,2,0.415171
9739,16778,2,2,0.414982
15257,16095,2,2,0.414888
331,2511,2,2,0.41478
11022,16279,3,3,0.414666
10740,16279,3,3,0.414666
10839,16279,3,3,0.414666
16279,22990,3,3,0.414666
17684,17990,2,2,0.41463
17684,17989,2,2,0.41463
3565,17793,2,2,0.41463
9924,14766,2,2,0.414125
3798,4449,2,2,0.41411
3449,18073,2,2,0.414098
1608,19973,2,2,0.414023
14633,22475,2,2,0.413666
16705,27493,3,3,0.413544
7007,9270,2,2,0.413517
7137,16407,2,2,0.411794
4094,6702,2,2,0.411124
2827,4449,2,2,0.411112
43,3459,2,2,0.410448
25166,30079,2,2,0.410371
16804,16836,2,2,0.409583
14093,16403,2,2,0.409342
7045,13813,2,2,0.409188
867,23040,2,2,0.408817
14432,23040,2,2,0.408817
11361,14432,2,2,0.408817
11361,23040,2,2,0.408817
4184,9480,2,2,0.408671
1591,11739,3,2,0.408167
1591,11741,3,2,0.408167
10569,10570,2,2,0.407844
10494,10570,2,2,0.407844
3241,9556,2,2,0.407639
8817,30000,2,2,0.407567
9037,13634,2,2,0.407457
12366,21956,3,3,0.40742
396,397,2,2,0.407329
9037,15127,3,2,0.407176
4045,18698,2,1,0.407112
1944,4045,2,1,0.407112
9687,11250,2,2,0.407053
12858,14084,2,2,0.407016
212,9359,2,2,0.406984
14766,26588,2,2,0.406915
6545,11451,2,2,0.40678
1291,13393,2,2,0.406715
26349,26351,2,2,0.406525
423,6339,2,2,0.40651
24685,26397,2,2,0.406347
1959,5273,2,2,0.40625
1024,11418,3,3,0.406199
22499,22840,2,2,0.405765
5378,11802,2,2,0.405425
15159,26692,3,3,0.405183
8088,8191,2,2,0.405018
10302,11016,2,2,0.404889
7269,29988,2,2,0.404494
2033,10084,2,2,0.404482
4289,8868,2,2,0.404482
1107,5511,2,2,0.40447
5755,17081,2,2,0.404113
20406,27265,2,2,0.40391
11090,11208,3,3,0.403296
5730,7259,2,2,0.402777
18184,18293,2,2,0.402704
3222,22353,2,2,0.402497
154,2971,1,1,0.40243
7349,23917,1,1,0.40243
12794,13273,1,1,0.40243
10333,19254,1,1,0.40243
8946,16449,1,1,0.40243
2795,19254,1,1,0.40243
2795,10333,1,1,0.40243
2821,10168,1,1,0.40243
4691,12861,1,1,0.40243
2369,10168,1,1,0.40243
1063,11652,1,1,0.40243
11336,12394,1,1,0.40243
2369,2821,1,1,0.40243
579,8120,1,1,0.40243
12794,14802,1,1,0.40243
16444,18892,1,1,0.40243
9598,15603,1,1,0.40243
9598,16449,1,1,0.40243
3657,7628,1,1,0.40243
4788,6792,1,1,0.40243
10238,14067,1,1,0.40243
8946,15603,1,1,0.40243
7535,27434,1,1,0.40243
2497,9524,1,1,0.40243
1173,11878,1,1,0.40243
1596,15560,1,1,0.40243
4884,8946,1,1,0.40243
2497,2549,1,1,0.40243
4884,9598,1,1,0.40243
4884,15603,1,1,0.40243
3564,17469,1,1,0.40243
11207,12861,1,1,0.40243
677,1331,1,1,0.40243
8207,27011,1,1,0.40243
22174,22398,1,1,0.40243
4884,16449,1,1,0.40243
8946,9598,1,1,0.40243
9037,11800,1,1,0.40243
12394,13117,1,1,0.40243
25356,28375,1,1,0.40243
21561,28494,1,1,0.40243
1585,3822,1,1,0.40243
9847,10852,1,1,0.40243
28058,29189,1,1,0.40243
4787,10362,1,1,0.40243
10662,19340,1,1,0.40243
2456,17728,1,1,0.40243
17584,17623,1,1,0.40243
31106,31645,1,1,0.40243
497,14186,1,1,0.40243
3346,5369,1,1,0.40243
1716,9164,1,1,0.40243
4253,7820,1,1,0.40243
7820,9408,1,1,0.40243
212,8121,1,1,0.40243
11800,12693,1,1,0.40243
11999,20052,1,1,0.40243
16340,19340,1,1,0.40243
15603,16449,1,1,0.40243
3471,3798,1,1,0.40243
25050,28113,1,1,0.40243
7357,14991,1,1,0.40243
7357,21499,1,1,0.40243
3346,9803,1,1,0.40243
5989,19080,1,1,0.40243
5383,11197,1,1,0.40243
2546,11654,1,1,0.40243
241,265,1,1,0.40243
19930,30202,1,1,0.40243
9687,16444,1,1,0.40243
10538,12005,1,1,0.40243
16001,31336,1,1,0.40243
2959,7756,1,1,0.40243
3869,17078,1,1,0.40243
11234,13391,1,1,0.40243
5445,11001,1,1,0.40243
98,24587,1,1,0.40243
3288,14640,1,1,0.40243
